TOA5,TMIX-CR1000,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,28658,Hora,,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WDir_SD,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,°C,°C,°C,%,%,%,m/s,Deg,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
01/01/2024 00:00,1,16.85,17.13,16.51,53.78,54.73,52.82,1.645,317.2,52.06,3.65,0,0,879.1094,0,0,0
01/01/2024 01:00,2,16.46,17.42,15.27,55.1,59.6,51.97,1.655,315.1,20.89,3.35,0,0,879.1669,0,0,0
01/01/2024 02:00,3,15.14,15.89,14.41,60.39,62.87,57.83,2.273,330.7,7.603,2.975,1.25,0,878.8386,0,0,0
01/01/2024 03:00,4,15.33,16.28,14.61,58.37,61.75,54.01,2.088,326,14.39,3.575,0,0,878.4932,0,0,0
01/01/2024 04:00,5,14.91,16.18,13.8,59.52,63.76,54.35,1.059,321,14.01,3.05,0,0,878.6451,0,0,0
01/01/2024 05:00,6,13.92,14.37,13.42,63.45,64.96,62.12,2.263,328.9,9.98,3.275,1.475,0,878.7656,0,0,0
01/01/2024 06:00,7,13.68,14.29,13.19,63.44,64.72,61.65,2.601,322.8,9.88,3.65,1.325,0,879.0759,0,0,0
01/01/2024 07:00,8,13.28,13.62,12.91,64.28,65.58,62.48,1.546,319.5,8.34,3.2,0,0,879.478,0,0,0
01/01/2024 08:00,9,13.63,14.4,13.02,62.11,64.43,58.6,1.245,296,10.13,1.925,0,0,880.2462,49.79,141.2,2.258
01/01/2024 09:00,10,16.51,18.54,14.39,49.08,58.53,42.97,0.069,317.2,5.203,1.1,0,0,881.0454,250.8,371.5,110
01/01/2024 10:00,11,19.13,19.95,18.4,45.96,48.78,41.46,0.637,154.1,27.13,2.45,0,0,881.3344,490.9,609.4,371.9
01/01/2024 11:00,12,20.1,21.03,19.23,44.98,47.65,42.87,1.696,175.9,30.89,3.725,0,0,881.3193,692.7,768.5,609.4
01/01/2024 12:00,13,21.77,22.91,20.69,41.41,44.61,38.82,1.336,142,44.7,3.8,0,0,880.7146,802,840,731.1
01/01/2024 13:00,14,23.1,24.47,22.1,37.33,39.83,33.64,1.484,120.8,51.72,3.725,0,0,879.6857,846,861,828
01/01/2024 14:00,15,24.19,25.66,23.18,31.95,34.62,29.41,1.539,141.7,54.92,3.125,0,0,878.548,831,861,783.2
01/01/2024 15:00,16,25.33,26.26,23.98,30.32,33.02,28.25,1.26,196.4,51.72,3.875,0,0,877.4542,725.4,783.2,645.8
01/01/2024 16:00,17,25.99,27.22,25.12,28.7,30.7,26.38,1.137,95.8,83.3,3.275,0,0,876.8244,551.2,645.4,455.4
01/01/2024 17:00,18,26.6,27.5,25.83,26.77,28.56,24.92,0.717,182.5,56.02,2.825,0,0,876.5447,344.1,454.6,226.1
01/01/2024 18:00,19,26.25,27.56,24.96,25.47,26.97,24.1,1.23,166.3,22.11,2.9,0,0,876.7249,117.2,225.4,15.18
01/01/2024 19:00,20,23.63,25.15,21.75,30.79,35.35,26.83,1.484,54.23,77.09,3.125,0.575,0,876.8796,0.891,14.77,-2.257
01/01/2024 20:00,21,20.07,21.99,19.06,40.98,43.67,35.32,2.471,318.7,11.53,4.55,0.275,0,877.4046,0,0,0
01/01/2024 21:00,22,18.78,19.58,18.25,44.29,45.51,42.41,1.852,320,8.24,2.9,0,0,878.0039,0,0,0
01/01/2024 22:00,23,18.2,18.63,17.4,44.99,49.27,43.31,1.685,310,26.81,2.825,0,0,878.3463,0,0,0
01/01/2024 23:00,24,17.51,18.27,16.84,46.81,48.73,44.13,2.37,327,7.415,3.5,1.4,0,878.455,0,0,0
02/01/2024 00:00,25,16.86,17.42,15.75,48.2,53.09,44.78,2.09,299.8,44.58,4.175,0,0,878.3824,0,0,0
02/01/2024 01:00,26,16.9,17.61,15.89,45.91,49.11,43.55,1.873,311.2,20.9,3.125,0,0,878.5648,0,0,0
02/01/2024 02:00,27,15.32,16.04,14.7,51.12,52.68,49.24,2.844,321.4,8.34,3.5,1.625,0,878.5032,0,0,0
02/01/2024 03:00,28,14.83,15.47,14.41,53,54.56,50.88,1.885,329.6,9.46,2.9,0,0,878.2628,0,0,0
02/01/2024 04:00,29,15.24,15.7,14.7,52.17,53.6,50.64,1.603,318.6,9.53,2.6,0.875,0,878.2397,0,0,0
02/01/2024 05:00,30,14.41,15.08,13.56,56.06,59.3,53.26,2.835,315.3,16.03,4.775,0.95,0,878.545,0,0,0
02/01/2024 06:00,31,13.77,14.56,13.24,59.41,61.83,55.82,2.173,318.1,11.6,3.125,0,0,878.9404,0,0,0
02/01/2024 07:00,32,14,14.58,13.38,60.12,61.49,58.86,1.731,331.5,9.38,3.275,0,0,879.3574,0,0,0
02/01/2024 08:00,33,14.14,14.9,13.48,62.27,64.21,59.34,2.002,323.6,10.99,3.05,0.95,0,879.6969,51.1,173.7,2.258
02/01/2024 09:00,34,17.42,19.04,14.9,52.13,59.3,45.85,0.61,203,51.49,1.775,0,0,880.4794,273.5,480.2,108.8
02/01/2024 10:00,35,19.51,20.37,18.82,45.97,48.34,44.35,1.056,146.3,23.27,2.45,0,0,880.838,479.8,745.2,162.5
02/01/2024 11:00,36,20.76,21.84,19.89,42.78,45.47,40.39,1.738,160.6,34.48,3.425,0,0,880.5242,720.2,1121,227.3
02/01/2024 12:00,37,21.96,23.39,21.07,41.75,43.99,38.58,1.351,175.2,41.11,3.2,0,0,879.8088,712.7,1237,412.7
02/01/2024 13:00,38,23.54,25.14,22.72,36.94,39.33,33.23,1.39,147.8,68.05,3.425,0,0,878.528,764.2,1209,460.7
02/01/2024 14:00,39,24.38,25.23,23.52,34.15,35.74,32.07,1.923,138.8,44.67,5.15,0,0,877.0607,742.3,1150,315.5
02/01/2024 15:00,40,25.31,26.51,24.31,30.96,33.22,27.81,2.819,171.5,62.25,6.875,0,0,875.9294,706.8,1023,288.8
02/01/2024 16:00,41,24.93,25.65,24.44,31.44,33.95,28.87,3.534,208.5,22.93,6.8,0.65,0,875.4799,299.7,799.6,219.5
02/01/2024 17:00,42,24.74,25.17,24.35,32.62,34.19,31.26,2.671,170.9,27.02,4.7,0.875,0,875.3766,214.6,557.4,83.7
02/01/2024 18:00,43,24.73,25.36,24.36,31.81,33.24,30.95,1.249,210,48.05,3.05,0,0,875.5439,79.01,234.7,18.87
02/01/2024 19:00,44,23.34,24.6,21.76,36.5,42.03,31.77,0.557,310.2,33.72,2.375,0,0,875.7733,0.186,18.05,-2.257
02/01/2024 20:00,45,20.53,22,19.68,45.76,48.51,41.28,2.59,322.1,15.71,3.8,1.025,0,876.3013,0,0,0
02/01/2024 21:00,46,19.27,19.96,18.67,49.63,51.61,47.76,1.653,327.7,11.22,3.05,0,0,876.845,0,0,0
02/01/2024 22:00,47,18.99,19.53,18.2,50.05,52.5,48.27,1.207,308.6,21.61,2.9,0,0,877.1409,0,0,0
02/01/2024 23:00,48,18.32,18.83,17.77,52.19,54.1,50.28,1.118,324.9,13.26,2.525,0,0,877.281,0,0,0
03/01/2024 00:00,49,17.94,18.64,17.36,53.24,55.54,50.56,1.36,307.7,15.5,2.6,0,0,877.3596,0,0,0
03/01/2024 01:00,50,16.99,17.88,16.08,57.13,60.18,53.7,1.488,333,14.73,3.05,0,0,877.3771,0,0,0
03/01/2024 02:00,51,16.78,17.37,16.13,57.41,59.53,55.31,2.597,325.8,10.26,3.5,1.25,0,877.3713,0,0,0
03/01/2024 03:00,52,16.35,17.04,15.61,58.32,60.96,56.4,2.198,326.8,5.747,3.05,1.1,0,877.2169,0,0,0
03/01/2024 04:00,53,16.21,16.85,15.56,56.82,60.21,53.84,2.311,324.1,13.28,3.425,1.1,0,876.9881,0,0,0
03/01/2024 05:00,54,16.12,16.75,15.61,56.23,58,53.88,2.296,314.6,17.54,3.95,0,0,877.1097,0,0,0
03/01/2024 06:00,55,15.33,16.08,14.7,59.5,61.95,56.47,1.41,346.1,26.87,2.9,0,0,877.1196,0,0,0
03/01/2024 07:00,56,15.34,16.04,14.7,58.66,61.07,55.51,2.375,315,5.103,3.125,1.625,0,877.3616,0,0,0
03/01/2024 08:00,57,15.11,16.04,14.37,60.46,63.11,55.61,2.302,327.2,12.37,3.575,0.8,0,877.8638,47.88,126.9,-0.205
03/01/2024 09:00,58,17.59,19.23,15.8,54.18,58.82,47.23,0.403,17.95,36.4,2,0,0,878.603,221,444.1,96.7
03/01/2024 10:00,59,19.18,20.24,18.49,48.86,53.07,41.89,1.272,134.9,22.02,2.9,0,0,878.8803,391.2,827,181
03/01/2024 11:00,60,20.56,21.08,19.8,43.32,45.47,41.38,2.078,164.2,24.99,4.325,0,0,878.9197,641.2,1067,286
03/01/2024 12:00,61,21.9,22.98,20.69,39.09,42.06,36.16,1.089,152.7,37.57,3.125,0,0,878.4024,606.4,1070,308.5
03/01/2024 13:00,62,23.6,24.86,22.4,34.86,37.39,32.1,1.549,196.1,47.93,4.55,0,0,877.4117,857,925,653.6
03/01/2024 14:00,63,24.75,25.99,23.52,32.17,33.84,30.06,1.686,116.9,59.04,3.725,0,0,876.1542,841,881,805
03/01/2024 15:00,64,25.55,27.17,24.55,30.22,32.06,28.11,1.753,87.2,57.97,5.225,0,0,875.0749,745,807,670.8
03/01/2024 16:00,65,25.93,26.83,24.88,29.28,31.01,27.98,1.459,84.3,54.95,4.1,0,0,874.5953,562.2,671.8,459.7
03/01/2024 17:00,66,26.16,26.74,25.6,29.1,29.95,27.88,2.096,87.8,24.18,4.925,0,0,874.4667,351.1,459.1,237.6
03/01/2024 18:00,67,25.95,26.28,25.2,29.62,31.8,28.19,1.9,116.4,21.21,3.65,0,0,874.7512,121.5,236.3,23.39
03/01/2024 19:00,68,24.08,25.39,23.04,34,36.03,31.26,0.693,127.9,40,2.9,0,0,875.3328,0.943,22.98,-2.257
03/01/2024 20:00,69,21.01,23.18,19.82,42.69,45.58,36.2,2.553,326.7,7.444,3.65,0.575,0,875.9016,0,0,0
03/01/2024 21:00,70,19.33,19.96,18.82,46.81,48.31,45.55,1.604,315.4,17.4,2.525,0,0,876.5983,0,0,0
03/01/2024 22:00,71,18.51,18.96,18.15,48.78,50.21,47.52,1.025,314.4,12.68,2,0,0,877.02,0,0,0
03/01/2024 23:00,72,18.13,18.84,17.36,49.45,53.05,47.7,1.344,305.1,42.2,2.375,0,0,877.3324,0,0,0
04/01/2024 00:00,73,17.29,18.37,16.47,51.52,54.42,48.05,2.752,323.6,6.173,3.8,1.1,0,877.6176,0,0,0
04/01/2024 01:00,74,16.41,17.13,15.7,53.93,55.75,51.42,2.07,333.3,23.29,3.2,0,0,877.4804,0,0,0
04/01/2024 02:00,75,15.6,16.08,15.13,55.69,57.01,54.49,2.35,318.5,11.53,3.425,0,0,877.3376,0,0,0
04/01/2024 03:00,76,15.3,15.7,14.8,55.62,56.98,54.18,2,318,9,3.125,1.175,0,877.2368,0,0,0
04/01/2024 04:00,77,15.38,16.23,14.89,54.28,55.72,51.29,2.399,324.1,4.892,3.575,1.4,0,877.2651,0,0,0
04/01/2024 05:00,78,15.43,15.8,14.99,53.72,55.1,52.75,2.04,321,11.76,3.575,0,0,877.5475,0,0,0
04/01/2024 06:00,79,15.35,15.75,14.84,53.78,55.34,52.51,1.412,317.1,7.788,2.3,0,0,877.6545,0,0,0
04/01/2024 07:00,80,14.6,15.18,14.03,57.01,58.85,54.7,1.975,322.2,6.626,2.525,0.725,0,877.7971,0,0,0
04/01/2024 08:00,81,14.45,15.33,13.85,59.52,60.94,56.5,2.033,318.8,4.356,2.375,1.325,0,878.3487,46.27,136.7,0
04/01/2024 09:00,82,17.37,19.02,15.13,52.87,58.41,48.85,0.113,131.3,36.73,1.55,0,0,879.1118,253.1,375.5,113.7
04/01/2024 10:00,83,19.39,20.23,18.3,48.25,50.83,46.26,0.791,151.3,21.64,2.15,0,0,879.5467,497.3,605,376.4
04/01/2024 11:00,84,21.11,22.12,20.13,46.56,49.07,43.25,1.218,163,44.21,3.35,0,0,879.1713,688.2,763.9,546.9
04/01/2024 12:00,85,22.39,23.25,21.17,41.17,45.46,38.37,1.653,171.9,58.18,3.8,0,0,878.3082,799.9,839,747.7
04/01/2024 13:00,86,23.71,24.85,22.49,37.23,39.56,35.1,1.949,110.7,47.63,3.875,0,0,877.1207,846,857,831
04/01/2024 14:00,87,24.51,25.52,23.71,35.58,36.97,34.15,2.112,148.3,86.9,4.7,0,0,875.7539,793.9,864,121.4
04/01/2024 15:00,88,25.16,26.19,24.33,34.44,36.36,32.27,3.277,136.3,30.66,6.575,0,0,874.8384,741.2,801,677
04/01/2024 16:00,89,26.03,27.03,25.36,32.08,33.6,29.61,3.273,154.3,45.48,6.35,0.65,0,874.1809,572.4,682.1,87.4
04/01/2024 17:00,90,26.23,26.66,25.66,31.46,32.37,30.5,3.415,163.3,34.8,5.975,0.275,0,873.9357,375.3,481.3,257.2
04/01/2024 18:00,91,26.06,27.43,25.25,32.18,33.91,29.24,2.271,156.9,28.86,4.325,0,0,873.9981,135.4,256.4,32.82
04/01/2024 19:00,92,24.56,25.44,23.74,35.44,38,33.67,1.898,176.5,13.91,3.65,0.65,0,874.2872,1.887,32.41,-2.257
04/01/2024 20:00,93,22.58,24.03,20.8,39.14,46.25,35.08,1.778,267.1,35.01,2.975,0,0,874.7614,0,0,0
04/01/2024 21:00,94,19.41,20.71,18.67,50.39,52.26,46.49,3.221,315.4,14.06,4.85,1.475,0,875.248,0,0,0
04/01/2024 22:00,95,18.47,19.01,18.15,52.97,53.86,51.27,2.338,320.6,17.12,3.575,0.35,0,875.6369,0,0,0
04/01/2024 23:00,96,18.51,18.88,18.02,51.77,52.84,49.88,1.496,316.7,11.43,2.375,0.35,0,875.7301,0,0,0
05/01/2024 00:00,97,17.81,18.74,16.88,52.72,55.47,49.2,2.339,323.2,8.88,3.05,1.175,0,875.7684,0,0,0
05/01/2024 01:00,98,17.01,18.18,15.94,54.73,58.54,50.26,1.58,331.3,10.07,2.675,0,0,875.7266,0,0,0
05/01/2024 02:00,99,16.49,17.13,15.7,56.43,59.19,54.46,2.188,329.9,10.33,3.2,0.95,0,875.5472,0,0,0
05/01/2024 03:00,100,15.79,16.47,15.03,59.82,63.18,57.9,2.815,325.4,8.5,3.725,1.475,0,875.2941,0,0,0
05/01/2024 04:00,101,15.97,16.47,15.18,60.21,62.7,58.58,2.302,324.6,8.96,2.9,1.475,0,874.9849,0,0,0
05/01/2024 05:00,102,15.44,15.89,14.89,62.56,64.68,61.07,1.948,330.2,8.54,3.125,1.325,0,875.1169,0,0,0
05/01/2024 06:00,103,15.54,16.04,15.13,62.5,63.86,61,1.732,338.8,13.76,2.525,0.95,0,875.3629,0,0,0
05/01/2024 07:00,104,15.49,15.89,15.08,63.7,64.71,62.46,1.963,335,7.28,2.675,1.475,0,875.6571,0,0,0
05/01/2024 08:00,105,15.74,16.56,15.27,62.59,64.07,59.5,2.099,330,5.344,2.75,1.4,0,876.4606,43.4,183.1,0.205
05/01/2024 09:00,106,17.37,18.25,16.47,57.82,60.62,55.09,0.329,337.9,10.02,1.325,0,0,877.3343,146,355,84.6
05/01/2024 10:00,107,20.14,21.09,18.29,49.6,55.66,47.14,1.037,69.07,26.67,2.9,0,0,877.7125,500.6,611,195.2
05/01/2024 11:00,108,21.25,22.31,20.37,47.32,49.79,44.13,1.305,146.8,52.66,3.725,0,0,877.3602,700.5,767,612.2
05/01/2024 12:00,109,22.57,23.82,21.59,42.9,45.86,39.29,2.052,140.4,37.86,4.475,0,0,876.4802,808,853,762.3
05/01/2024 13:00,110,23.48,24.49,22.48,38.96,41.5,36.43,2.441,163.2,57.28,7.325,0,0,875.4423,853,870,731.9
05/01/2024 14:00,111,24.08,25.05,23.05,37.65,39.18,35.07,3.716,131.8,26.24,7.025,0,0,874.2587,821,855,114.9
05/01/2024 15:00,112,25.1,25.62,24.33,35.9,37.31,34.83,3.536,174.8,33.98,7.925,0,0,873.484,731.5,806,123.1
05/01/2024 16:00,113,25.93,26.75,24.61,33.88,36.02,32.1,2.392,141.3,38,5.15,0,0,873.0923,551.9,709.2,95.2
05/01/2024 17:00,114,26.62,27.51,25.61,31.76,34.79,29.14,2.994,190.3,49.33,6.35,0,0,873.0186,378.8,478.6,252.3
05/01/2024 18:00,115,26.06,26.71,25.39,33.67,35.14,31.12,2.181,166.4,30.93,5,0,0,873.3244,140.8,251.5,35.28
05/01/2024 19:00,116,24.76,25.63,23.69,30.29,34.87,26.42,2.592,239.2,22.12,4.55,1.025,0,873.6828,2.017,34.46,-1.846
05/01/2024 20:00,117,21.95,23.84,20.76,38.79,43.32,33.3,1.7,320.3,32.54,3.875,0,0,874.1996,0,0,0
05/01/2024 21:00,118,20.15,20.82,19.63,45.72,47.35,43.26,0.48,332.4,12.06,1.775,0,0,874.6724,0,0,0
05/01/2024 22:00,119,19.89,20.73,19.1,46.04,47.96,43.94,1.296,338.7,9.98,2.6,0,0,874.9048,0,0,0
05/01/2024 23:00,120,19.35,19.68,18.92,45.22,46.19,43.54,1.087,350.3,16.95,2.15,0,0,875.132,0,0,0
06/01/2024 00:00,121,18.64,20.21,16.5,46.85,55.77,41.46,1.138,303.7,24.19,2.525,0,0,875.2675,0,0,0
06/01/2024 01:00,122,16.87,17.59,16.22,54.31,56.91,51.07,1.92,335.5,10.63,3.725,0,0,875.2866,0,0,0
06/01/2024 02:00,123,16.39,16.9,15.85,57.13,58.75,54.73,2.339,329.4,9.68,2.9,0.95,0,875.1547,0,0,0
06/01/2024 03:00,124,16.18,16.85,15.56,59.74,61.51,57.76,2.28,323.1,7.746,3.2,1.25,0,874.8945,0,0,0
06/01/2024 04:00,125,15.87,16.75,15.37,61.47,63.52,58.03,2.259,323,6.7,3.05,1.4,0,874.7733,0,0,0
06/01/2024 05:00,126,15.18,15.8,14.65,64.79,66.25,62.87,2.287,322.5,5.46,3.5,1.175,0,874.8874,0,0,0
06/01/2024 06:00,127,15.33,15.99,14.61,63.89,66.52,61.71,2.275,332.6,7.6,3.425,1.4,0,875.0644,0,0,0
06/01/2024 07:00,128,15.53,16.08,14.7,63.28,65.87,61.54,2.309,321.8,5.699,2.9,1.55,0,875.39,0,0,0
06/01/2024 08:00,129,14.82,15.32,14.32,65.25,66.72,63.55,2.092,306.8,5.005,2.6,1.625,0,875.9119,41.1,145.5,0.205
06/01/2024 09:00,130,16.93,18.46,15.04,58.6,64.41,55.57,0.196,309.9,3.16,1.925,0,0,876.7684,184.4,422,71.43
06/01/2024 10:00,131,19.04,20.82,17.98,54.24,58.25,47.59,0.077,244.5,9.05,1.25,0,0,877.2589,372.6,611.5,153.5
06/01/2024 11:00,132,21.45,22.64,20.48,47.91,51.09,45.26,0.896,170,54.55,2.3,0,0,877.0717,693.5,750.4,612.3
06/01/2024 12:00,133,22.54,23.87,21.68,45.31,47.19,42.15,1.542,170.6,48.61,3.95,0,0,876.2751,798.2,852,738.1
06/01/2024 13:00,134,23.65,24.52,22.39,41.78,45.69,39.49,2.189,132.4,55.2,5.525,0,0,875.1328,844,873,131.3
06/01/2024 14:00,135,24.51,25.32,23.42,37.76,41.02,35.61,2.142,126.5,55.08,4.775,0,0,873.8331,808,865,121
06/01/2024 15:00,136,25.79,26.74,24.66,33.3,37.04,31.04,2.527,182.8,80.3,5.9,0,0,872.8046,748.8,830,296.6
06/01/2024 16:00,137,26.55,27.41,25.65,32.09,33.19,31.01,2.826,199.1,36.61,7.25,0,0,872.1536,584.6,678.2,274.1
06/01/2024 17:00,138,26.95,27.6,26.22,31.79,33.29,30.33,3.052,197,30.87,5.9,0,0,872.0347,376.1,481.7,260.5
06/01/2024 18:00,139,26.03,27.42,25.15,34.38,36.64,31.15,3.122,180.6,25.85,5.75,1.55,0,872.3555,94,260.1,11.49
06/01/2024 19:00,140,24.57,25.45,23.41,38.25,41.34,36.23,0.966,110.9,54.55,2.975,0,0,872.9341,0.323,11.49,-2.257
06/01/2024 20:00,141,22.21,24.04,21.09,44.76,47.14,39.68,1.919,317.4,14.17,3.2,0,0,873.3737,0,0,0
06/01/2024 21:00,142,20.76,21.49,20.1,48.54,49.67,47.1,1.637,332.7,23.68,2.6,0,0,873.986,0,0,0
06/01/2024 22:00,143,20.25,21.39,19.2,49.24,52.32,47.11,2.144,305.8,16.62,3.65,0,0,874.5323,0,0,0
06/01/2024 23:00,144,19.21,19.63,18.72,51.14,52.87,49.19,2.175,314.3,14.84,2.825,1.1,0,874.7288,0,0,0
07/01/2024 00:00,145,18.5,19.11,17.58,50.89,54.06,46.71,2.26,325.8,13.37,3.425,0,0,874.9268,0,0,0
07/01/2024 01:00,146,18.7,19.07,18.26,49.26,53.59,46.03,0.966,339.9,25.94,2.675,0,0,874.8845,0,0,0
07/01/2024 02:00,147,18.47,19.31,17.4,48.87,54,43.95,1.995,329.8,18.41,3.35,0,0,875.0257,0,0,0
07/01/2024 03:00,148,17.65,18.6,16.99,48.67,50.94,46.03,1.949,332.2,16.52,2.9,0,0,874.7478,0,0,0
07/01/2024 04:00,149,17.29,17.61,16.9,47.56,50.26,45.56,1.907,327.3,19.03,2.75,0,0,874.6042,0,0,0
07/01/2024 05:00,150,16.94,17.37,16.18,48.1,49.89,46.17,2.112,331.5,8.15,2.825,1.1,0,874.8993,0,0,0
07/01/2024 06:00,151,16.18,16.94,15.03,52.05,55.41,49.34,2.593,326.8,10.1,3.575,1.175,0,875.368,0,0,0
07/01/2024 07:00,152,14.98,15.51,14.42,54.9,56.54,53.33,2.629,324,7.385,3.5,1.775,0,875.8798,0,0,0
07/01/2024 08:00,153,14.99,16.37,14.37,54.8,56.64,49.69,1.923,322,14.96,2.6,0.725,0,876.75,48.91,177.8,2.463
07/01/2024 09:00,154,17.71,19.45,16.23,48.36,50.09,46.24,1.334,333.9,18.34,2.6,0,0,877.4359,179.6,251.2,112.1
07/01/2024 10:00,155,20.25,21.77,19.25,47.32,50.14,42.85,0.613,37.02,47.52,1.85,0,0,878.0151,338.5,666.5,185.1
07/01/2024 11:00,156,22.04,22.88,21.04,42.84,46.66,40.39,0.694,168.3,31.95,2.675,0,0,877.8386,489.4,897,278.2
07/01/2024 12:00,157,22.63,23.44,21.97,40.94,42.46,39.23,1.157,179.9,42.38,2.975,0,0,877.31,445.7,973,311.8
07/01/2024 13:00,158,22.86,23.54,22.36,41.73,43.38,39.67,0.978,153.9,29.19,2.675,0,0,876.4625,326.3,578.1,191.6
07/01/2024 14:00,159,23.33,23.93,22.41,41.27,42.91,39.67,0.218,151.8,17.14,1.325,0,0,875.2675,270.6,547.7,177.6
07/01/2024 15:00,160,23.66,24.31,23.08,39.95,41.92,37.08,0.337,148.4,25.93,1.775,0,0,874.5201,253.3,399.6,169.9
07/01/2024 16:00,161,24.29,25.08,23.6,37.36,39.5,35.69,0.779,124.6,26.23,2.45,0,0,874.1704,213.8,445.6,70.57
07/01/2024 17:00,162,23.65,24.03,23.22,41.05,43.52,38.17,1.314,129.2,16.58,2.75,0,0,874.1603,82.4,161.4,47.59
07/01/2024 18:00,163,23.15,23.46,22.56,43.44,46.63,41.72,0.243,68.06,16.69,1.175,0,0,874.4211,42.93,89.4,9.44
07/01/2024 19:00,164,22.11,22.81,21.14,47.15,50.48,43.43,0.558,334.9,12.85,1.7,0,0,874.8999,0.226,9.03,-1.436
07/01/2024 20:00,165,20.57,21.38,19.91,52.64,54.67,49.49,2.002,323.6,15.25,3.875,0.425,0,875.2887,0,0,0
07/01/2024 21:00,166,20.22,20.63,19.77,53.85,55.19,52.84,2.1,322.4,8.12,3.05,1.1,0,875.7076,0,0,0
07/01/2024 22:00,167,20.21,20.63,19.77,53.2,54.74,51.54,1.315,341.1,21.7,2.75,0,0,875.4651,0,0,0
07/01/2024 23:00,168,20.11,20.63,19.34,53.07,54.88,51.61,1.85,308.4,16.81,3.2,0,0,875.4387,0,0,0
08/01/2024 00:00,169,19.37,19.87,19.01,55.36,57.06,53.76,0.835,319.3,13.81,1.925,0,0,875.058,0,0,0
08/01/2024 01:00,170,19.2,19.58,18.72,54.55,57.2,52.19,1.488,304.5,10.01,2.45,0,0,874.6721,0,0,0
08/01/2024 02:00,171,18.62,19.39,18.01,55.8,58.39,52.63,1.601,334.1,14.13,3.575,0,0,874.6054,0,0,0
08/01/2024 03:00,172,18.27,18.53,17.86,56.63,58.63,55.42,2.225,324.8,9.76,3.05,0.725,0,874.2733,0,0,0
08/01/2024 04:00,173,17.6,18.34,16.97,58.4,59.93,56.21,2.304,325.5,11.93,3.725,0,0,873.9827,0,0,0
08/01/2024 05:00,174,16.79,17.51,16.13,60.56,62.74,57.48,0.54,310.6,17.54,2.075,0,0,874.1116,0,0,0
08/01/2024 06:00,175,16.5,17.09,15.66,60.54,63.66,58.17,1.788,324.1,8.31,3.125,0.425,0,874.5156,0,0,0
08/01/2024 07:00,176,15.62,16.18,14.99,64.36,66.93,62.05,1.953,330.5,11.29,2.75,0.575,0,874.9077,0,0,0
08/01/2024 08:00,177,15.35,16.56,14.84,65.81,67.58,61.61,2.07,323,10.37,3.2,0.95,0,875.5804,39.29,142.1,1.026
08/01/2024 09:00,178,18.03,20.63,16.08,58.05,63.45,50.28,0.491,343.4,51.66,2.075,0,0,876.3855,243.4,365.3,119.9
08/01/2024 10:00,179,20.86,21.84,20.11,49.16,53.48,45.39,0.822,175.2,20.32,3.05,0,0,876.9939,484.8,606.2,366.1
08/01/2024 11:00,180,22.21,23.34,21.31,45.21,47.37,43.28,1.92,157.1,26.52,3.95,0,0,877.0239,691.7,794.3,334.6
08/01/2024 12:00,181,23.51,24.28,22.39,43.39,45.49,40.79,1.603,188.2,36.42,4.175,0,0,876.3997,795.3,835,756.1
08/01/2024 13:00,182,24.47,25.66,23.42,42.27,44.32,40.07,2.061,154.3,53.39,5,0,0,875.2302,842,849,761.9
08/01/2024 14:00,183,25.47,26.7,24.55,39.26,41.9,36.25,3.21,137.1,32.69,6.425,0,0,873.817,839,894,688.4
08/01/2024 15:00,184,25.91,26.65,25.28,37.48,39.28,35.91,3.446,182.3,35.91,6.8,0.275,0,872.746,432,944,143.6
08/01/2024 16:00,185,25.82,26.58,25.29,37.76,39.16,36.57,2.799,181.4,36.13,6.95,0,0,872.4562,272.7,704,184.2
08/01/2024 17:00,186,26.29,27.01,25.92,36.9,38,35.48,2.472,198.5,28.84,5.15,0,0,872.6729,196.6,578.5,102.2
08/01/2024 18:00,187,25.72,26.3,25.27,36.08,36.98,34.66,3.944,245.6,23.5,7.325,1.4,0,873.206,67.48,148.9,26.87
08/01/2024 19:00,188,24.75,25.55,23.89,36.72,38.07,35.76,3.129,244.7,18.77,6.275,0.8,0,873.8698,3.311,26.67,-1.846
08/01/2024 20:00,189,23.43,24.12,22.81,39.41,40.6,38,2.475,269.2,25.83,4.925,0.725,0,874.4428,0,0,0
08/01/2024 21:00,190,21.88,23.09,19.66,43.67,49.66,40.22,2.726,295.3,21.71,5.6,0.725,0,874.911,0,0,0
08/01/2024 22:00,191,19.44,20.09,18.67,51.43,54.06,49.02,2.168,326.6,25.25,3.575,0.35,0,875.289,0,0,0
08/01/2024 23:00,192,18.83,19.49,18.29,54.01,55.94,51.98,2.378,309.6,13.43,3.875,0.725,0,875.5349,0,0,0
09/01/2024 00:00,193,19.78,20.82,18.39,51.24,55.08,48.82,2.998,265.8,24.64,4.325,0.95,0,875.6844,0,0,0
