TOA5,TMIX,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,25326,hora,,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WDir_SD,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,pC,pC,pC,%,%,%,m/s,Deg,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
01/01/2019 00:00,1,18.16,18.65,17.36,47.86,50.51,44.86,1.632,348,33.28,3.31,0.15,0,874.6984,0,0,0
01/01/2019 01:00,2,17.87,18.52,17.2,47.34,49.16,44.69,0.925,317.9,60.44,2.34,0.05,0,874.2407,0,0,0
01/01/2019 02:00,3,17.25,17.71,16.79,49.75,52.09,47.35,1.699,303.9,26.31,3.06,0.58,0,874.173,0,0,0
01/01/2019 03:00,4,16.27,17.26,15.42,51.11,56.31,42.85,1.343,18.23,30.85,2.83,0.24,0,873.9673,0,0,0
01/01/2019 04:00,5,16.4,17.23,15.53,43.86,47.93,39.62,1.648,13.35,23.94,2.61,0.58,0,873.6721,0,0,0
01/01/2019 05:00,6,16.02,16.79,15.08,44.17,47.86,41.63,1.76,339.7,20.22,3.48,0.15,0,873.7101,0,0,0
01/01/2019 06:00,7,14.93,16.17,13.72,49.69,55.08,43.94,1.995,358.7,24.28,4.63,0.33,0,873.7958,0,0,0
01/01/2019 07:00,8,14.82,15.39,14.23,49.44,52.5,45.68,2.569,349.2,20.64,4.45,0.09,0,874.2162,0,0,0
01/01/2019 08:00,9,15.13,16.28,14.54,46.81,49.7,44.05,1.286,306,22.43,2.35,0.42,0,875.1476,38.22,102.6,-0.41
01/01/2019 09:00,10,18.28,19.88,16.18,37.51,44.09,33.58,0.749,207.4,61.59,1.72,0.02,0,875.8967,216.7,329.9,74.9
01/01/2019 10:00,11,20.04,20.34,19.68,37.92,40.89,33.31,1.615,181.7,21.52,3.46,0.14,0,876.6427,432.7,541.4,330.5
01/01/2019 11:00,12,21.28,22.25,19.81,38.34,41.22,34.28,2.126,176.2,26.35,4.64,0.44,0,876.815,627.9,709.5,542
01/01/2019 12:00,13,23.14,24.02,22.08,26.67,36.49,20.05,2.457,193.1,25.78,5.17,0.64,0,875.8351,754,790.8,702.3
01/01/2019 13:00,14,24.63,25.41,23.75,21.16,24.57,17.63,2.264,161.8,42.86,4.98,0.17,0,874.3404,809,873,732.6
01/01/2019 14:00,15,25.75,26.87,24.76,16.54,18.85,14.5,1.807,182.2,61.87,4.11,0.07,0,873.1812,659.9,903,247
01/01/2019 15:00,16,26.99,27.76,26.36,14.3,15.45,13.31,1.199,353.6,92.4,3.06,0.03,0,872.5245,603.8,734.3,350.9
01/01/2019 16:00,17,27.32,28.61,26.59,14.54,15.59,13.37,1.758,217.9,58.64,3.95,0.12,0,872.0525,529.8,672,422.3
01/01/2019 17:00,18,27.86,28.67,27.24,14.1,14.77,13.41,1.571,212.2,51.93,4.3,0.11,0,872.1412,286.7,472.1,144.7
01/01/2019 18:00,19,26.78,28.06,25.59,15,18.85,13.95,1.53,235.9,33.2,3.23,0.08,0,872.4089,73.86,151.5,7.997
01/01/2019 19:00,20,23.6,25.69,20.9,20.82,27.71,15.59,3.156,292.2,36.04,5.38,1.34,0,872.8386,0.036,7.791,-1.846
01/01/2019 20:00,21,20.17,21,19.66,29.25,30.34,27.44,2.412,352.5,10.18,5.36,0.82,0,873.3328,0,0,0
01/01/2019 21:00,22,19.64,20.14,18.91,29.57,31.87,27.45,1.506,342.9,13.61,2.8,0.4,0,873.6757,0,0,0
01/01/2019 22:00,23,19.8,20.15,19.4,27.54,29.43,25.92,1.261,335.3,20.83,1.98,0.26,0,873.9251,0,0,0
01/01/2019 23:00,24,19.72,20.42,18.92,27.2,29.94,25.48,1.304,13.88,35.99,2.85,0.14,0,874.1708,0,0,0
02/01/2019 00:00,25,19.35,20.12,18.21,27.85,30.76,25.27,1.58,343.7,24.76,3.04,0.09,0,874.4704,0,0,0
02/01/2019 01:00,26,17.96,18.65,17.15,31.19,33.79,29.26,2.375,335,10.97,3.64,1.28,0,874.7134,0,0,0
02/01/2019 02:00,27,17.06,17.74,16.58,34.35,36.59,32.29,1.778,347,15.61,2.87,0.39,0,874.9156,0,0,0
02/01/2019 03:00,28,16.6,17.71,16,36.35,39.24,32.23,2.695,346.6,12.1,4.71,0.39,0,874.9905,0,0,0
02/01/2019 04:00,29,15.89,16.52,15.32,39.17,41.42,36.25,2.431,349.7,9.8,3.79,1.15,0,874.8884,0,0,0
02/01/2019 05:00,30,15.1,15.49,14.54,42.4,44.59,40.54,2.158,349.3,14.45,3.25,0.59,0,875.2256,0,0,0
02/01/2019 06:00,31,14.72,15.42,13.97,44.17,47.42,41.22,1.97,344.7,11.75,2.98,0.91,0,875.6555,0,0,0
02/01/2019 07:00,32,14.56,15.23,13.8,45.33,48.62,42.45,2.593,343.5,9.77,4.11,1.04,0,876.4463,0,0,0
02/01/2019 08:00,33,14.67,15.37,13.83,46.27,48.45,44.95,1.823,12.53,30.79,2.51,0.61,0,877.1295,36.77,100.8,0
02/01/2019 09:00,34,17.8,19.75,15.36,40.95,45.48,35.87,1.147,275.8,83.1,2.56,0.02,0,877.1459,217.7,334.4,77.15
02/01/2019 10:00,35,19.73,20.36,19.36,33.57,38.04,30.88,1.962,185.7,23.29,3.68,0.09,0,877.4364,429.8,566.2,335
02/01/2019 11:00,36,20.77,22.36,19.85,31.96,34.01,29.58,1.944,197.2,28.77,3.64,0.33,0,877.9096,562.2,719.1,351.3
02/01/2019 12:00,37,22.22,23,21.81,30.35,32.06,28.25,1.934,193.7,29.56,3.95,0.21,0,877.1261,571.2,799.9,399.3
02/01/2019 13:00,38,22.94,24.77,21.84,29.36,31.93,26.07,1.694,193.8,49.63,3.65,0.2,0,875.6675,519.6,906,331.6
02/01/2019 14:00,39,23.73,24.3,23.04,27.23,29.34,25.46,1.283,207.8,45.28,2.74,0.08,0,874.3295,435,693.9,330.3
02/01/2019 15:00,40,24.12,24.77,23.78,25.65,27.67,24.4,0.9,142.7,69.2,2.62,0.03,0,873.333,276.1,441.7,222.9
02/01/2019 16:00,41,24.82,25.93,24.02,25.06,26.85,22.77,0.823,140.1,56.5,2.2,0.03,0,872.7041,297.1,543,169.8
02/01/2019 17:00,42,25.02,25.83,24.36,24,25.66,22.29,0.923,180.3,28.67,2.16,0.05,0,872.774,209.7,461.2,74.43
02/01/2019 18:00,43,23.73,24.81,22.8,26.87,30.4,23.79,0.473,137.9,88,1.19,0.05,0,873.0543,38.66,73.82,8.2
02/01/2019 19:00,44,20.86,23.15,19.18,34.34,39.98,27.44,2.533,339.6,9.78,4.1,0.49,0,873.6194,0.038,7.997,-1.846
02/01/2019 20:00,45,18.44,19.25,17.59,42.46,44.34,39.5,3.21,344.3,9.11,4.37,1.95,0,874.2227,0,0,0
02/01/2019 21:00,46,17.95,18.21,17.73,34.01,40.43,30.38,2.489,351.9,11.2,3.56,0.87,0,874.7601,0,0,0
02/01/2019 22:00,47,17.55,18.31,16.89,32.63,34.85,29.94,2.307,345.6,16.2,4.04,0.21,0,874.8823,0,0,0
02/01/2019 23:00,48,17.06,17.64,16.58,35.76,38.94,33.15,1.611,352.3,21.11,2.96,0,0,875.2042,0,0,0
03/01/2019 00:00,49,17.04,17.88,16.34,35.13,38.32,32.36,1.3,345.8,29.58,3.15,0.41,0,875.1889,0,0,0
03/01/2019 01:00,50,16.22,16.62,15.6,37.32,40.64,35.26,1.765,326.6,28.57,2.8,0.54,0,875.2852,0,0,0
03/01/2019 02:00,51,15.6,16.48,14.71,40.85,44.35,36.14,2.763,348.2,6.829,3.63,1.44,0,875.4655,0,0,0
03/01/2019 03:00,52,14.71,15.32,14.13,44.4,46.26,42.34,2.667,346.8,9.56,3.85,1.17,0,875.3027,0,0,0
03/01/2019 04:00,53,14.78,15.19,14.23,44.36,46.13,43.09,1.532,0.235,17.39,3.24,0.5,0,875.3329,0,0,0
03/01/2019 05:00,54,14.65,15.39,14.1,45.21,47.42,42.11,2.878,341.5,10.04,3.98,1.61,0,875.1491,0,0,0
03/01/2019 06:00,55,14.69,15.22,14.13,45.01,47.25,41.87,2.24,346.1,10.37,2.79,1.22,0,875.1513,0,0,0
03/01/2019 07:00,56,14.78,15.36,13.86,43.2,47.28,40.44,1.472,349.7,38.76,3.99,0.4,0,875.7657,0,0,0
03/01/2019 08:00,57,14.38,15.47,13.69,44.89,48.72,40.71,1.069,5.528,17.62,2,0.25,0,876.771,22.45,60.94,1.231
03/01/2019 09:00,58,15.68,16.99,14.68,43.69,46.94,39.76,1.617,16.28,54.17,3.01,0.19,0,877.7917,141.6,241.5,61.35
03/01/2019 10:00,59,18.03,19.12,16.92,38.87,43.84,31.81,0.738,186.8,57.44,1.78,0.03,0,878.4655,256.4,427.7,194.7
03/01/2019 11:00,60,19.98,20.84,18.68,30.86,33.71,28.47,0.913,191.4,29.13,1.92,0.12,0,878.4073,431.6,616.2,299.4
03/01/2019 12:00,61,21.45,22.13,20.36,29.71,31.96,27.98,1.332,209.9,45.55,2.83,0.03,0,877.7206,549,829,286.1
03/01/2019 13:00,62,22.15,22.97,21.1,30.04,32.51,27.43,1.579,192.3,27.75,3.34,0.32,0,876.6825,560.5,936,248.7
03/01/2019 14:00,63,23.34,24.23,22.46,26.27,28.86,22.5,1.436,159.2,56.56,3.31,0.22,0,875.5391,556.4,947,316.8
03/01/2019 15:00,64,24.27,26.78,23.2,24.73,26.38,21.54,1.142,149.8,52.1,2.62,0.02,0,874.7266,469.5,822,253.8
03/01/2019 16:00,65,25.32,26.84,24.22,23.48,25.86,21.1,1.624,159.8,53.38,3.74,0.13,0,874.1353,389.1,709.8,93.5
03/01/2019 17:00,66,25.67,26.46,24.83,22.65,24.5,21.2,1.523,155.8,41.41,3.44,0.26,0,874.045,328.7,476,203.6
03/01/2019 18:00,67,25.01,26.12,24.29,24.27,25.7,22.19,1.321,126.2,22.64,2.52,0.42,0,874.2716,104.6,204.2,16.81
03/01/2019 19:00,68,23.1,24.36,21.72,28.84,32.99,25.66,0.945,61.03,47.96,2.18,0.29,0,874.4924,0.888,16.4,-1.846
03/01/2019 20:00,69,20.1,21.96,19.19,36.99,39.33,31.8,3.144,345.4,6.481,4.36,1.38,0,875.074,0,0,0
03/01/2019 21:00,70,19.15,19.46,18.78,38.9,39.78,37.94,1.918,353.3,12.99,3.54,0.5,0,875.587,0,0,0
03/01/2019 22:00,71,18.23,19.22,17.77,41.13,42.61,38.21,1.947,350.9,11.63,2.93,0.61,0,875.8887,0,0,0
03/01/2019 23:00,72,17.78,18.04,17.49,42.26,43.09,41.25,2.173,350.5,9.77,3.1,1.25,0,876.0339,0,0,0
04/01/2019 00:00,73,17.89,18.28,17.43,41.43,43.06,40.37,1.516,357.1,6.043,2.01,0.79,0,876.1079,0,0,0
04/01/2019 01:00,74,17.15,17.67,16.34,43.33,46.36,41.69,1.433,333.7,14.73,2.74,0.49,0,876.2751,0,0,0
04/01/2019 02:00,75,16.34,17.09,15.94,46.25,47.73,43.43,1.377,336.1,18.27,2.31,0.48,0,876.2549,0,0,0
04/01/2019 03:00,76,16.06,16.58,15.25,48.03,51.13,46.09,2.452,348.9,3.754,3.68,1.57,0,876.1754,0,0,0
04/01/2019 04:00,77,15.58,16.11,15.15,50.5,52.15,48.92,2.588,348.4,3.753,3.09,2.04,0,876.116,0,0,0
04/01/2019 05:00,78,15.22,15.63,14.81,52.13,53.76,50.52,2.297,343.4,5.498,3.22,1.45,0,875.9604,0,0,0
04/01/2019 06:00,79,15.27,15.77,14.68,51.93,54.33,50.14,1.561,354.4,12.99,2.51,0.34,0,876,0,0,0
04/01/2019 07:00,80,14.91,15.53,14.47,53.48,55.42,51.2,1.781,355.2,11.69,3.29,0.73,0,876.566,0,0,0
04/01/2019 08:00,81,14.66,15.49,13.86,54.42,57.33,51.47,2.942,346.4,4.418,3.8,2.23,0,877.2432,21.98,55.61,1.026
04/01/2019 09:00,82,17.27,19.48,15.32,46.85,51.58,38.19,1.309,312,85.2,2.85,0.05,0,878.0973,174.2,288.4,30.37
04/01/2019 10:00,83,18.95,20.03,18.1,42.3,47.31,38.27,1.522,181.3,18.65,2.86,0.37,0,878.6548,407.4,524,244.7
04/01/2019 11:00,84,21.06,23.27,19.78,34.91,39.87,29.75,1.502,187.8,38.09,3.05,0.2,0,878.6729,601.6,692.3,414.4
04/01/2019 12:00,85,23.08,24.49,22.19,30.38,32.57,27.6,1.796,200.3,35.19,3.97,0.16,0,878.1948,731.2,777.2,691.3
04/01/2019 13:00,86,24.57,25.44,23.91,27.3,29.13,25.76,1.712,215.5,55.55,3.77,0.04,0,876.9739,760.8,831,669.5
04/01/2019 14:00,87,26.18,27.55,25.1,23.5,27.16,21.17,1.616,196.5,63.63,3.56,0.08,0,875.6847,768.4,816,696.1
04/01/2019 15:00,88,26.94,27.51,26.49,21.45,23.48,19.94,2,184.3,44.78,5.17,0.06,0,874.8348,629.8,729.6,509.6
04/01/2019 16:00,89,27.52,28.12,26.9,19.7,21.37,18.41,1.701,157.6,69.42,4.2,0.05,0,874.4885,516.9,578.9,444.4
04/01/2019 17:00,90,27.67,28.56,26.94,19.92,21.58,18.37,1.925,173.9,32.43,4.09,0.05,0,874.5176,266.2,456.7,147.6
04/01/2019 18:00,91,26.93,27.55,26.5,21.35,23.18,20.21,1.404,184.5,22.53,2.72,0.05,0,874.8022,92.4,177.5,14.35
04/01/2019 19:00,92,25.14,26.57,23.38,25.23,30.7,22.19,0.624,347.1,71.71,1.61,0.01,0,875.0974,0.01,13.94,-1.846
04/01/2019 20:00,93,21.9,23.38,21.24,33.83,35.34,29.58,2.95,349.1,9.42,4.17,1.03,0,875.6209,0,0,0
04/01/2019 21:00,94,21.49,21.87,21.19,34.17,35.24,33.2,2.077,352,13.61,3.58,0.78,0,876.1254,0,0,0
04/01/2019 22:00,95,20.53,21.26,19.83,36.12,38.79,34.32,1.565,332.5,11.58,2.56,0.87,0,876.3853,0,0,0
04/01/2019 23:00,96,19.92,20.45,19.53,38.09,39.16,35.93,2.106,349.6,16.44,3.6,0.56,0,876.6143,0,0,0
05/01/2019 00:00,97,19.41,19.73,19.12,39.53,40.52,38.55,1.398,343.4,60.8,3.34,0.05,0,876.5692,0,0,0
05/01/2019 01:00,98,19.17,19.6,18.51,40.31,42.17,39.2,1.854,327.2,38.26,2.78,0.83,0,876.7198,0,0,0
05/01/2019 02:00,99,18.66,19.88,17.05,42.35,48.94,38.01,1.308,8.11,21.36,2.46,0.35,0,876.8824,0,0,0
05/01/2019 03:00,100,17.63,18.21,16.75,45.91,49.56,43.9,1.795,341.9,6.262,3.46,0.55,0,876.9131,0,0,0
05/01/2019 04:00,101,16.85,17.26,16.48,47.94,49.94,44.39,3.034,352.8,17.29,4.44,0.21,0,876.8679,0,0,0
05/01/2019 05:00,102,17.76,18.42,17.2,41.15,44.66,37.54,2.426,355.7,14.48,4.12,1.45,0,877.0944,0,0,0
05/01/2019 06:00,103,16.78,17.64,15.73,44.46,48.95,40.37,2.195,349.6,14.23,3.26,0.6,0,877.2466,0,0,0
05/01/2019 07:00,104,16.3,16.75,15.7,46.39,48.82,44.69,1.193,309.3,30.06,1.92,0.14,0,877.5339,0,0,0
05/01/2019 08:00,105,16.18,16.65,15.73,47.2,48.92,44.93,2.21,352.3,10.4,3.69,1.1,0,878.2442,33.71,98.3,-0.821
05/01/2019 09:00,106,18.52,21.13,16.45,41.53,47.11,33.04,0.782,357.1,54.07,2.02,0.02,0,879.0555,185.5,295.4,78.58
05/01/2019 10:00,107,21.52,22.35,20.79,32.74,34.46,30.48,1.076,200,57.95,3.11,0,0,879.7075,390.2,493.6,295.8
05/01/2019 11:00,108,22.01,22.93,21.3,32.06,33.73,29.37,1.947,186.7,28.82,3.75,0.15,0,879.7249,581.6,657,494.2
05/01/2019 12:00,109,23.57,24.56,22.53,29.13,31.69,26.68,1.557,185.8,37.08,3.64,0.02,0,879.255,700.6,745.8,654.6
05/01/2019 13:00,110,24.83,25.54,24.08,25.59,27.39,24.33,1.918,189.9,53.49,4.07,0.02,0,878.2534,743.6,777.7,671.5
05/01/2019 14:00,111,26.53,27.28,25.27,23.07,25.39,21.54,1.684,195.9,75.06,4.29,0,0,877.1048,712.7,774.9,652.9
05/01/2019 15:00,112,27.45,28.46,26.52,21.68,23.31,20.08,1.57,239.5,69.21,4.11,0.08,0,876.1799,590.5,687.5,399.7
05/01/2019 16:00,113,28.12,29.14,27.3,20.71,22.05,19.05,1.226,89.8,87.3,2.86,0.12,0,875.7251,477.4,570.9,375.7
05/01/2019 17:00,114,28.29,29.65,27.38,20.07,21.54,17.76,1.058,85.8,66.65,2.54,0,0,875.6742,275.2,374.9,168.3
05/01/2019 18:00,115,27.25,27.65,26.43,21.76,23.99,20.89,0.5,58.9,61.53,1.4,0,0,875.6254,71.93,168.1,13.94
05/01/2019 19:00,116,24.6,26.63,22.59,27.76,32.74,22.39,2.345,344.9,5.697,3.72,0.6,0,876.0092,1.282,13.74,-1.23
05/01/2019 20:00,117,21.87,22.66,21.11,34.58,36.8,32.57,2.041,336.9,21.82,3.59,0.5,0,876.793,0,0,0
05/01/2019 21:00,118,21.14,21.42,20.41,36.76,39.43,35.42,1.721,340.6,13.44,2.88,0.77,0,877.4542,0,0,0
05/01/2019 22:00,119,20.4,20.92,20.04,39.37,40.46,37.73,2.356,347,17.92,3.9,0.87,0,877.7352,0,0,0
05/01/2019 23:00,120,20.52,20.79,20.17,37.34,38.28,36.06,1.763,350.5,13.36,3.13,0.7,0,877.7284,0,0,0
06/01/2019 00:00,121,19.99,20.38,19.42,38.68,40.59,37.12,1.273,330.8,19.85,2.14,0.46,0,877.7483,0,0,0
06/01/2019 01:00,122,19.29,19.87,18.54,41.14,43.93,39.03,1.67,347,16.97,2.47,0.79,0,877.8055,0,0,0
06/01/2019 02:00,123,19.05,19.67,18.34,41.63,44.34,38.96,2.63,357.5,14.35,3.7,1.64,0,877.8438,0,0,0
06/01/2019 03:00,124,17.92,18.72,17.02,46.05,49.32,42.98,1.967,344.2,22.25,3.96,0.2,0,878.0345,0,0,0
06/01/2019 04:00,125,18.3,18.75,17.94,43.72,45.4,41.18,2.098,345.5,9.05,3.78,0.52,0,878.0106,0,0,0
06/01/2019 05:00,126,18.19,18.93,17.57,43.46,46.23,40.57,0.825,42.02,95.8,2.92,0.01,0,878.0119,0,0,0
06/01/2019 06:00,127,17.95,18.49,17.2,43.73,46.81,41.63,1.445,343.7,28.49,2.85,0.19,0,877.8135,0,0,0
06/01/2019 07:00,128,17.2,17.67,16.75,46.95,48.65,44.76,1.265,315.3,8.01,1.76,0.78,0,877.914,0,0,0
06/01/2019 08:00,129,16.83,17.81,16.24,48.28,51.03,44.05,1.74,353.2,9.43,2.8,0.76,0,878.4631,28.19,89.2,-1.026
06/01/2019 09:00,130,18.57,21.09,16.58,42.49,49.57,35.32,1.516,2.563,30,2.72,0.23,0,879.3188,186.6,286.2,76.53
06/01/2019 10:00,131,21.57,22.5,20.51,37.77,43.15,32.98,0.963,164,28.42,2.03,0.12,0,880.0241,383,486.6,286.4
06/01/2019 11:00,132,22.87,23.99,22.15,33.1,34.85,30.53,1.425,160.1,38.14,2.83,0.14,0,880.0127,560.8,629.7,487.2
06/01/2019 12:00,133,24.11,25.14,23.51,30.87,33.15,28.93,1.997,188.4,37.98,4.24,0.09,0,879.3532,676.4,715,629.1
06/01/2019 13:00,134,25.4,26.22,24.18,27.99,30.83,25.93,1.495,173.7,55.04,3.31,0.03,0,878.1085,733.2,751.1,708.1
06/01/2019 14:00,135,26.9,27.78,25.44,24.87,27.29,23.31,1.387,206.4,60.66,3.67,0.01,0,876.4927,731.9,752.3,703.5
06/01/2019 15:00,136,27.94,29.24,26.83,22.6,24.43,20.65,1.65,197.1,66.5,3.7,0.04,0,875.5212,653.7,710.9,583.4
06/01/2019 16:00,137,28.51,29.72,27.71,22.22,23.58,20.31,1.838,175.3,50.26,3.75,0.07,0,875.0018,491.8,588.7,383.7
06/01/2019 17:00,138,28.8,29.65,28.36,21.76,23,20.35,1.231,147.3,52.49,2.61,0.02,0,874.8153,271.1,382.9,116.8
06/01/2019 18:00,139,28.18,28.64,27.08,23.95,26.44,22.32,0.776,189.9,64.62,2.79,0.03,0,874.9698,70.99,153.5,15.79
06/01/2019 19:00,140,25.6,27.21,23.58,29.49,34.21,25.46,1.56,340.7,16.78,4.3,0.3,0,875.1975,0.867,15.58,-1.64
06/01/2019 20:00,141,22.83,23.72,21.96,36.99,40.2,33.7,2.584,356.6,10.11,3.49,1.59,0,875.7714,0,0,0
06/01/2019 21:00,142,21.86,22.3,21.56,40.93,42.12,39.63,2.045,346.1,11.43,2.86,0.5,0,876.4697,0,0,0
06/01/2019 22:00,143,21.31,21.71,20.85,42.19,43.76,40.12,1.713,343.1,13.4,3.07,0.59,0,876.9735,0,0,0
06/01/2019 23:00,144,20.53,21.37,19.9,43.34,45.53,41.17,1.873,351.6,31.06,2.92,0.56,0,877.1125,0,0,0
07/01/2019 00:00,145,20.5,21.23,19.63,37.69,42.77,30.92,1.438,346.5,23.87,2.52,0.48,0,877.1255,0,0,0
07/01/2019 01:00,146,19.81,20.62,19.29,44.67,47,41.24,1.583,316.1,27.32,2.9,0.4,0,877.2741,0,0,0
07/01/2019 02:00,147,19.03,19.7,18.07,45.11,48.84,41.24,1.556,341.4,18.38,2.86,0.41,0,877.3037,0,0,0
07/01/2019 03:00,148,18.39,18.86,17.83,47.7,49.66,46.01,1.974,358,15.46,3.21,0.55,0,877.3395,0,0,0
07/01/2019 04:00,149,17.67,18.34,16.99,51.99,55.38,48.47,1.974,3.37,14.35,3.37,0.78,0,877.2979,0,0,0
07/01/2019 05:00,150,17.42,17.84,16.86,51.71,55.25,48.92,2.471,341.3,7.817,3.34,1.08,0,877.4705,0,0,0
07/01/2019 06:00,151,16.64,17.16,16.11,55.25,57.71,52.87,2.091,331.2,7.88,3.53,0.85,0,877.6697,0,0,0
07/01/2019 07:00,152,16.33,16.62,15.83,57.07,59,54.88,2.985,346.7,7.768,3.77,1.38,0,877.9858,0,0,0
07/01/2019 08:00,153,16.03,16.65,15.7,54.92,58.76,51.54,2.751,350.6,9.92,3.99,1.81,0,878.5557,34.33,100.9,-1.026
07/01/2019 09:00,154,18.61,21.47,16.55,45.51,51.68,37.22,1.509,349.9,31.67,3.06,0.15,0,879.1249,197.2,298.9,83.1
07/01/2019 10:00,155,21.93,22.91,21.19,38.69,40.61,36.6,1.104,165.4,26.54,2.3,0.19,0,879.4091,398.3,493,299.3
07/01/2019 11:00,156,23.17,24.16,22.46,35.44,38.16,32.61,1.131,188.3,58.29,2.76,0.12,0,879.1647,567.3,645.1,474.3
07/01/2019 12:00,157,24.23,25.1,23.24,31.93,34.92,29.74,1.679,207.8,52.79,4.35,0.1,0,878.2062,674,726.9,594
07/01/2019 13:00,158,25.44,26.16,24.22,29.46,32.67,26.44,1.559,206.9,55.81,3.64,0.05,0,876.9613,777.9,802,728.1
07/01/2019 14:00,159,26.69,27.99,25.88,27.44,29.57,24.19,1.492,174.3,54.56,4.28,0.06,0,875.5892,712.6,776.9,624
07/01/2019 15:00,160,27.68,28.76,26.72,24.93,26.54,22.86,1.604,135.3,78.81,3.71,0.08,0,874.5137,622.4,733.3,457.7
07/01/2019 16:00,161,28.52,29.38,27.64,23.07,25.08,21.3,1.417,181.4,68.72,3.54,0.12,0,874.0479,428.4,507.1,349.1
07/01/2019 17:00,162,28.81,29.45,28.26,20.73,22.87,19.12,1.141,149.9,73.99,3.75,0.08,0,874.1238,244.7,418.6,97.2
07/01/2019 18:00,163,27.68,28.81,26.88,22.75,24.98,20.01,0.975,116,20.12,1.86,0.28,0,874.2656,63.08,97.2,22.55
07/01/2019 19:00,164,25.72,26.98,23.41,27.26,33.87,23.83,1.792,26.25,39.3,4,0.66,0,874.728,2.444,22.35,-1.64
07/01/2019 20:00,165,23.18,23.51,22.84,32.33,33.36,31.11,3.42,347.9,8.23,4.71,1.43,0,875.2447,0,0,0
07/01/2019 21:00,166,22.5,23.22,21.7,32.82,34.35,31.26,1.768,339.3,39.38,3.1,0.08,0,875.8929,0,0,0
07/01/2019 22:00,167,22.66,23.71,21.63,26.19,33.3,19.24,2.235,355.8,30.25,4.73,0.38,0,876.3788,0,0,0
07/01/2019 23:00,168,23.94,24.28,23.5,17.65,19.95,15.87,3.701,18.45,13.32,6.7,1.57,0,876.5124,0,0,0
08/01/2019 00:00,169,22.6,24.04,20.91,20.45,26.46,16.41,2.476,73.89,66.31,5.12,0.38,0,876.744,0,0,0
08/01/2019 01:00,170,21.41,22.42,20.62,21.75,24.93,18.42,1.797,15.61,50.8,4.01,0.13,0,877.1889,0,0,0
08/01/2019 02:00,171,19.99,20.92,19.08,22.26,24.79,19.72,2.105,337.7,17.57,3.56,0.43,0,877.5753,0,0,0
08/01/2019 03:00,172,19.25,19.77,18.41,23.84,25.88,22.41,2.117,3.389,22.57,4.32,0.52,0,877.707,0,0,0
08/01/2019 04:00,173,18.41,19.3,17.63,25.02,27.86,22.75,1.766,11.98,32.92,3.73,0.14,0,877.8846,0,0,0
08/01/2019 05:00,174,17.12,17.88,16.04,31.03,36.76,26.91,3.326,339.8,8.02,4.05,2.53,0,877.9871,0,0,0
08/01/2019 06:00,175,15.81,16.55,15.29,37.48,39.41,34.88,2.057,350.9,13.9,3.57,0.33,0,878.2211,0,0,0
08/01/2019 07:00,176,15.03,15.49,14.68,40.28,42.82,37.47,2.579,357,11.34,4.01,0.67,0,878.6501,0,0,0
08/01/2019 08:00,177,14.76,15.5,14.44,45.04,47.02,42.45,2.368,355.3,6.877,3.15,1.5,0,879.2233,32.06,97.5,-0.205
08/01/2019 09:00,178,18,20.19,15.43,38.02,44.05,32.63,0.999,84.2,70.75,2.26,0.04,0,879.8589,200,315.5,78.18
08/01/2019 10:00,179,20.59,21.58,19.77,27.66,35.22,20.77,1.194,164,28.7,3.06,0.16,0,880.5074,418.5,520.9,309.8
08/01/2019 11:00,180,21.86,22.83,21.28,17.97,23.22,13.61,1.838,196.5,45.49,3.34,0.2,0,880.4912,612.2,700.9,521.7
08/01/2019 12:00,181,23.39,24.47,22.56,13.47,14.91,12.01,1.783,186.6,43.46,4.68,0.01,0,879.9357,751.3,789.6,628.9
08/01/2019 13:00,182,24.77,25.95,23.91,13.08,15.69,10.55,1.988,214.9,44.13,4.68,0.25,0,878.8368,820,836,782.2
08/01/2019 14:00,183,26.03,27.04,24.73,11.88,13.14,10.89,1.675,197.7,60.97,4.31,0.02,0,877.5815,797.2,824,769.1
08/01/2019 15:00,184,27.05,28.16,25.99,11.66,12.66,10.86,1.477,220.3,73.86,3.87,0.13,0,876.6197,701.9,769.1,583
08/01/2019 16:00,185,28.12,28.9,27.34,11.3,12.32,10.31,1.294,180.6,62.25,3.21,0.03,0,876.2081,528.1,620.7,420.6
08/01/2019 17:00,186,28.29,29.01,27.61,11.16,12.15,10.58,1.314,213.8,54.84,2.82,0.14,0,876.1357,305.4,419,198.6
08/01/2019 18:00,187,27.73,28.37,26.84,11.84,14.57,10.82,0.843,150.8,36.18,2.06,0.06,0,876.1815,103.1,198.2,21.52
08/01/2019 19:00,188,24.96,26.87,22.8,15.47,22.12,12.18,1.038,63.42,59.76,3.43,0.01,0,876.3263,1.265,21.11,-2.256
08/01/2019 20:00,189,21.17,22.77,20.51,24.16,25.34,19.98,3.237,348.4,10.54,4.41,1.03,0,876.8847,0,0,0
