TOA5,TMIX-CR1000,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,28658,Hora,,,,,,,,,,
01/01/2022 13:00,14,24.43,25.5,23.45,Nan,Nan,Nan,1.574,155.7,62.03,4.175,0,0,876.3474,777.1,782.7,766
01/01/2022 14:00,15,26.02,26.93,24.79,Nan,Nan,Nan,1.337,185,72.32,3.125,0,0,875.0474,754.7,779.8,721.9
01/01/2022 15:00,16,26.76,28.17,25.79,Nan,Nan,Nan,1.622,195.7,57.41,3.65,0,0,873.9797,662.1,721.9,586.1
01/01/2022 16:00,17,27.87,29.22,26.88,Nan,Nan,Nan,1.146,155.7,59.29,3.35,0,0,873.2276,491,586.5,381.8
01/01/2022 17:00,18,28.08,29.12,27.22,Nan,Nan,Nan,1.085,109.6,33.5,2.9,0,0,872.8478,279.3,381.4,181.3
01/01/2022 18:00,19,27.18,27.98,26.36,Nan,Nan,Nan,0.836,108.1,18.02,1.775,0,0,872.8405,93.7,180.5,17.64
01/01/2022 19:00,20,25.12,26.6,23.4,Nan,Nan,Nan,0.365,343.6,18.54,1.925,0,0,873.2206,0,0,0
01/01/2022 20:00,21,22.29,23.74,21.6,Nan,Nan,Nan,2.85,323.7,9.22,4.25,0.95,0,873.8982,0,0,0
01/01/2022 21:00,22,21.26,21.85,20.52,Nan,Nan,Nan,2.275,308.5,20.06,3.875,0,0,874.6717,0,0,0
01/01/2022 22:00,23,20.24,20.9,19.63,Nan,Nan,Nan,1.42,336.6,25.81,2.75,0,0,875.3268,0,0,0
01/01/2022 23:00,24,19.38,20.15,18.77,Nan,Nan,Nan,1.911,327.1,14.29,2.75,0.725,0,875.4194,0,0,0
02/01/2022 00:00,25,18.72,19.68,18.15,Nan,Nan,Nan,1.973,320.5,10.76,2.975,1.175,0,875.338,0,0,0
02/01/2022 01:00,26,18.42,19.01,17.91,Nan,Nan,Nan,0.956,309.1,25.59,2.3,0,0,875.2272,0,0,0
02/01/2022 02:00,27,17.66,18.53,16.82,Nan,Nan,Nan,1.355,337.9,11.91,2.3,0.425,0,875.3004,0,0,0
02/01/2022 03:00,28,16.84,17.42,16.21,Nan,Nan,Nan,2.197,325.8,6.853,3.875,1.4,0,874.9402,0,0,0
02/01/2022 04:00,29,16.49,16.99,15.99,Nan,Nan,Nan,2.398,323.5,6.781,3.05,1.55,0,874.7554,0,0,0
02/01/2022 05:00,30,15.96,16.37,15.27,Nan,Nan,Nan,2.248,330.6,8.73,2.975,1.325,0,874.8805,0,0,0
02/01/2022 06:00,31,15.35,15.89,14.41,Nan,Nan,Nan,2.244,319,7.57,3.125,1.175,0,875.2155,0,0,0
02/01/2022 07:00,32,15.07,15.75,14.41,Nan,Nan,Nan,2.408,323.8,4.565,3.05,1.85,0,875.8435,0,0,0
02/01/2022 08:00,33,15.06,15.94,14.32,Nan,Nan,Nan,1.65,326.1,5.716,2.9,0,0,876.6338,43.11,123.2,0.205
02/01/2022 09:00,34,18.17,20.87,15.8,Nan,Nan,Nan,0.964,314.7,42.74,1.85,0,0,877.4386,227.1,340.2,123.8
02/01/2022 10:00,35,20.99,21.84,20.36,Nan,Nan,Nan,1.054,127.4,22.86,2.375,0,0,878.1866,444.2,539.1,341.1
02/01/2022 11:00,36,22.59,23.52,21.74,Nan,Nan,Nan,1.272,142.2,33.07,3.05,0,0,878.1755,622.4,689.4,539.5
02/01/2022 12:00,37,23.5,24.31,22.47,Nan,Nan,Nan,1.792,167.6,32.41,3.8,0,0,877.6461,740.7,785.5,689.6
02/01/2022 13:00,38,24.88,25.79,23.88,Nan,Nan,Nan,1.975,167,38.06,4.325,0,0,876.5294,800,810,782.7
02/01/2022 14:00,39,26.31,27.64,25.21,Nan,Nan,Nan,1.88,149.8,35.48,4.025,0,0,875.2858,776.6,804,736.4
02/01/2022 15:00,40,27.83,28.84,26.79,Nan,Nan,Nan,1.573,146.7,66.07,4.55,0,0,874.3929,675.3,735.6,596.3
02/01/2022 16:00,41,29.08,30.17,28.41,Nan,Nan,Nan,0.898,168.3,56.64,2.825,0,0,873.8057,506.6,595.9,407.7
02/01/2022 17:00,42,28.78,30.22,28.03,Nan,Nan,Nan,1.283,117.1,36.29,2.825,0,0,873.6638,300.3,406.9,189.3
02/01/2022 18:00,43,28.35,29.07,27.26,Nan,Nan,Nan,0.297,32.1,49.53,1.775,0,0,873.9077,93.3,188.7,17.64
02/01/2022 19:00,44,25.89,27.45,23.96,Nan,Nan,Nan,1.669,332,19.9,3.35,0,0,874.5076,0,0,0
02/01/2022 20:00,45,23.72,24.15,23.45,Nan,Nan,Nan,2.58,322.3,9,3.425,1.25,0,875.2836,0,0,0
02/01/2022 21:00,46,23.51,24.41,22.46,Nan,Nan,Nan,1.929,2.108,56.09,4.4,0,0,876.1793,0,0,0
02/01/2022 22:00,47,23.93,24.51,22.69,Nan,Nan,Nan,1.409,164.8,34.67,4.025,0,0,877.2451,0,0,0
02/01/2022 23:00,48,23.43,24.22,22.84,Nan,Nan,Nan,2.344,195.9,56.11,4.775,0,0,878.0167,0,0,0
03/01/2022 00:00,49,22.69,23.41,21.84,Nan,Nan,Nan,2.549,170.1,29.02,4.325,0,0,878.6161,0,0,0
03/01/2022 01:00,50,21.4,22.04,20.71,Nan,Nan,Nan,2.839,156,17.7,5.75,1.025,0,879.043,0,0,0
03/01/2022 02:00,51,20.45,20.95,20.06,Nan,Nan,Nan,2.474,168.6,17.14,4.625,0.35,0,879.4391,0,0,0
03/01/2022 03:00,52,19.72,20.25,19.1,Nan,Nan,Nan,2.298,192.2,21.69,4.325,0.8,0,879.4678,0,0,0
03/01/2022 04:00,53,18.71,19.39,17.82,Nan,Nan,Nan,2.203,199.3,27.11,3.8,0.65,0,879.4184,0,0,0
03/01/2022 05:00,54,17.44,17.96,16.82,Nan,Nan,Nan,2.34,243.7,18.42,3.725,1.175,0,879.7031,0,0,0
03/01/2022 06:00,55,16.52,17.11,16.08,Nan,Nan,Nan,2.549,260.6,9.63,3.65,1.55,0,880.2373,0,0,0
03/01/2022 07:00,56,15.93,16.27,15.51,Nan,Nan,Nan,2.898,267.6,8.38,3.875,1.925,0,880.9641,0,0,0
03/01/2022 08:00,57,15.99,16.8,15.56,Nan,Nan,Nan,2.354,247.6,15.42,3.5,1.4,0,881.7409,0,0,0
03/01/2022 09:00,58,17.23,17.86,16.61,Nan,Nan,Nan,1.718,208.7,27.78,2.975,0,0,882.6334,191.7,298.6,100.8
03/01/2022 10:00,59,18.17,18.99,17.58,Nan,Nan,Nan,1.696,157.8,22.46,3.5,0,0,883.2962,318.1,491.2,212.2
03/01/2022 11:00,60,19.4,20.55,18.56,Nan,Nan,Nan,2.375,161.2,27.47,5,0,0,883.0678,587.8,659.1,487.7
03/01/2022 12:00,61,20.66,21.44,19.64,Nan,Nan,Nan,2.53,163.3,38.91,5.525,0.275,0,882.2447,707.9,747.5,659.3
03/01/2022 13:00,62,22.23,23.33,21.1,Nan,Nan,Nan,2.011,134.1,46.85,4.7,0,0,880.9843,764.9,780.7,734.4
03/01/2022 14:00,63,23.55,24.45,22.41,Nan,Nan,Nan,1.579,158.3,44.43,3.425,0,0,879.6058,739.4,766.7,700.2
03/01/2022 15:00,64,24.64,25.5,23.45,Nan,Nan,Nan,1.632,208.5,66.79,3.725,0,0,878.4353,650.9,701.4,591.9
03/01/2022 16:00,65,25.72,27.03,24.36,Nan,Nan,Nan,1.243,206.8,43.58,4.4,0,0,877.551,498.1,592.7,397.9
03/01/2022 17:00,66,25.92,26.55,25.31,Nan,Nan,Nan,1.18,164.4,37.72,2.75,0,0,877.1196,287.7,397.4,180.3
03/01/2022 18:00,67,25.34,26.17,24.56,Nan,Nan,Nan,1.261,158.8,23.37,2.675,0,0,877.2124,90.6,180.1,16.41
03/01/2022 19:00,68,23.69,24.71,22.17,Nan,Nan,Nan,0.47,164.3,25.79,2.075,0,0,877.451,0,0,0
03/01/2022 20:00,69,21.22,22.31,20.23,Nan,Nan,Nan,2.397,319.7,4.908,3.35,0.425,0,878.0101,0,0,0
03/01/2022 21:00,70,19.66,20.47,18.91,Nan,Nan,Nan,2.031,314.7,8.27,3.05,0.8,0,878.7054,0,0,0
03/01/2022 22:00,71,18.64,19.1,18.1,Nan,Nan,Nan,1.99,320.2,10.17,2.6,1.1,0,879.177,0,0,0
03/01/2022 23:00,72,18.15,18.53,17.67,Nan,Nan,Nan,1.992,326.9,10.89,3.2,0.65,0,879.3226,0,0,0
04/01/2022 00:00,73,17.82,18.2,17.48,Nan,Nan,Nan,2.176,328.7,7.022,3.05,1.025,0,879.2545,0,0,0
04/01/2022 01:00,74,17.5,18.25,16.96,Nan,Nan,Nan,1.915,314.5,13.22,3.05,0,0,879.2309,0,0,0
04/01/2022 02:00,75,17.64,18.16,16.92,Nan,Nan,Nan,1.747,341.7,18.56,2.525,0.575,0,879.2556,0,0,0
04/01/2022 03:00,76,17.1,18.17,16.21,Nan,Nan,Nan,2.44,317.9,11.34,3.2,1.175,0,878.9743,0,0,0
04/01/2022 04:00,77,16.93,17.51,16.07,Nan,Nan,Nan,1.539,340.1,25.3,2.975,0,0,878.9637,0,0,0
04/01/2022 05:00,78,16.74,17.18,15.56,Nan,Nan,Nan,2.074,318,17.47,2.975,0.8,0,879.1961,0,0,0
04/01/2022 06:00,79,15.27,15.66,14.84,Nan,Nan,Nan,2.32,310.7,8.46,3.35,1.4,0,879.3795,0,0,0
04/01/2022 07:00,80,15.21,15.89,14.51,Nan,Nan,Nan,2.695,318.1,3.812,3.425,1.85,0,879.5701,0,0,0
04/01/2022 08:00,81,14.46,15.03,13.89,Nan,Nan,Nan,1.382,319.5,28.83,3.125,0,0,880.0704,0,0,0
04/01/2022 09:00,82,16.57,18.35,14.75,Nan,Nan,Nan,0.755,307.5,31.63,2.3,0,0,880.7072,214,328.3,111.7
04/01/2022 10:00,83,18.96,19.56,18.06,Nan,Nan,Nan,1.45,174.6,43.94,3.05,0,0,881.1312,430.7,526.8,328.7
04/01/2022 11:00,84,20.42,22.3,19.12,Nan,Nan,Nan,1.655,133.6,35.8,3.5,0,0,880.9432,611.9,678.6,527.6
04/01/2022 12:00,85,22.3,23.23,21.01,Nan,Nan,Nan,1.276,189.6,49.6,3.425,0,0,880.1213,726.3,764.2,678.6
04/01/2022 13:00,86,23.62,24.98,22.45,Nan,Nan,Nan,1.394,202.9,67.18,2.975,0,0,878.728,781,793.7,759.7
04/01/2022 14:00,87,25.36,26.22,24.31,Nan,Nan,Nan,1.587,120.5,47.09,3.425,0,0,877.2029,769.8,786.7,743.2
04/01/2022 15:00,88,26.48,27.64,25.6,Nan,Nan,Nan,1.684,139.5,47.88,4.325,0,0,875.9616,680.8,744.4,613.6
04/01/2022 16:00,89,27.55,28.26,26.69,Nan,Nan,Nan,1.451,129.5,44.31,4.775,0,0,875.0551,535.9,614.4,454
04/01/2022 17:00,90,27.89,28.45,27.22,Nan,Nan,Nan,2.005,177.2,36.71,3.65,0,0,874.6345,331.5,454.2,217.2
04/01/2022 18:00,91,27.21,28.17,26.5,Nan,Nan,Nan,1.537,133.3,17.29,3.425,0,0,874.6006,106.8,216.6,16.82
04/01/2022 19:00,92,24.74,26.6,23.03,Nan,Nan,Nan,0.656,24.89,62.26,2.075,0,0,874.73,0,0,0
04/01/2022 20:00,93,21.66,23.22,20.76,Nan,Nan,Nan,3.124,317.3,6.443,4.1,1.55,0,875.1698,0,0,0
04/01/2022 21:00,94,20.43,20.99,19.86,Nan,Nan,Nan,2.526,325.6,7.302,3.35,1.325,0,875.7311,0,0,0
04/01/2022 22:00,95,19.79,20.25,19.29,Nan,Nan,Nan,1.747,317.3,9.01,2.3,0.875,0,876.1888,0,0,0
04/01/2022 23:00,96,19.35,20.06,18.72,Nan,Nan,Nan,1.477,321.8,10.67,2.75,0,0,876.2885,0,0,0
05/01/2022 00:00,97,18.58,19.2,17.96,Nan,Nan,Nan,2.487,321.6,8.29,3.5,1.175,0,876.0458,0,0,0
05/01/2022 01:00,98,18.26,18.72,17.67,Nan,Nan,Nan,1.719,330.4,14.92,2.825,0,0,875.8367,0,0,0
05/01/2022 02:00,99,18.33,19.1,17.48,Nan,Nan,Nan,1.745,306,9.72,3.125,0.8,0,875.7025,0,0,0
05/01/2022 03:00,100,17.87,18.55,17.01,Nan,Nan,Nan,1.56,321.6,12.86,3.2,0,0,875.5361,0,0,0
05/01/2022 04:00,101,16.78,17.88,15.97,Nan,Nan,Nan,3.114,321.3,6.736,3.8,2.375,0,875.2796,0,0,0
05/01/2022 05:00,102,16.34,16.94,15.8,Nan,Nan,Nan,2.531,325.2,7.589,3.575,1.325,0,875.2367,0,0,0
05/01/2022 06:00,103,16.1,16.75,15.66,Nan,Nan,Nan,3.121,320.3,3.934,4.1,2.15,0,875.5675,0,0,0
05/01/2022 07:00,104,16.25,16.75,15.61,Nan,Nan,Nan,2.389,324.9,4.442,3.35,1.7,0,875.9482,0,0,0
05/01/2022 08:00,105,15.84,16.47,15.46,Nan,Nan,Nan,1.012,307.7,11.1,2.9,0,0,876.551,0,0,0
05/01/2022 09:00,106,17.81,19.49,16.04,Nan,Nan,Nan,0.344,347.3,7.785,1.625,0,0,877.1513,202.8,313.6,102
05/01/2022 10:00,107,20.55,21.36,19.34,Nan,Nan,Nan,1.313,156.4,12.83,2.9,0,0,877.4409,416.3,510.4,314.4
05/01/2022 11:00,108,22.31,23.06,21.17,Nan,Nan,Nan,1.328,163.7,23.72,3.35,0,0,877.1425,586.2,659.7,510.8
05/01/2022 12:00,109,23.36,24.17,22.37,Nan,Nan,Nan,2.099,168.6,30.95,4.175,0,0,876.4203,717.7,757.2,653.1
05/01/2022 13:00,110,25.12,26.5,23.59,Nan,Nan,Nan,1.677,172.1,40.37,4.1,0,0,875.2831,767.8,781.4,753.9
05/01/2022 14:00,111,26.75,27.98,25.69,Nan,Nan,Nan,1.331,143.8,53.12,3.2,0,0,873.8925,733,776.5,630.4
05/01/2022 15:00,112,27.64,28.88,26.45,Nan,Nan,Nan,1.492,120.9,41.46,3.2,0,0,872.6019,666,719.4,590.4
05/01/2022 16:00,113,28.66,29.31,28.12,Nan,Nan,Nan,1.539,153,51.7,4.175,0,0,871.6568,496.7,589.4,391.5
05/01/2022 17:00,114,28.66,29.22,28.17,Nan,Nan,Nan,1.767,107.9,30.31,3.65,0,0,871.3438,295,390,186.2
05/01/2022 18:00,115,28.05,28.84,27.36,Nan,Nan,Nan,1.518,109.2,16.13,2.825,0,0,871.3553,109.7,198.9,28.71
05/01/2022 19:00,116,26.4,27.5,25.25,Nan,Nan,Nan,0.824,14.59,60.81,2.375,0,0,871.6188,0,0,0
05/01/2022 20:00,117,23.48,25.39,22.5,Nan,Nan,Nan,2.644,321.1,8.72,3.725,0.725,0,872.2219,0,0,0
05/01/2022 21:00,118,22.08,22.79,20.99,Nan,Nan,Nan,1.294,318.6,18.84,2.9,0,0,872.8888,0,0,0
05/01/2022 22:00,119,21.74,22.14,21.23,Nan,Nan,Nan,1.62,326,8.8,2.6,0.35,0,873.2264,0,0,0
05/01/2022 23:00,120,21.28,21.76,20.62,Nan,Nan,Nan,1.577,309.2,24.82,2.525,0,0,873.3185,0,0,0
06/01/2022 00:00,121,20.56,21.19,19.63,Nan,Nan,Nan,1.567,328.9,11.75,2.675,0.275,0,873.2802,0,0,0
06/01/2022 01:00,122,19.73,20.25,19.1,Nan,Nan,Nan,1.398,321,7.968,2.525,0,0,873.162,0,0,0
06/01/2022 02:00,123,19.3,19.96,18.48,Nan,Nan,Nan,1.028,296.1,13.22,2,0,0,873.1907,0,0,0
06/01/2022 03:00,124,18.4,19.2,17.77,Nan,Nan,Nan,1.798,332.4,21.44,3.275,0.8,0,873.1014,0,0,0
06/01/2022 04:00,125,18.11,18.53,17.63,Nan,Nan,Nan,2.677,325.8,5.641,3.425,1.925,0,873.1326,0,0,0
06/01/2022 05:00,126,17.83,18.53,16.77,Nan,Nan,Nan,2.732,315.9,6.179,3.35,1.325,0,873.3372,0,0,0
06/01/2022 06:00,127,16.61,17.2,16.07,Nan,Nan,Nan,2.337,311.7,7.718,3.65,1.025,0,873.7636,0,0,0
06/01/2022 07:00,128,16.43,17.23,15.94,Nan,Nan,Nan,1.896,309.2,7.139,3.35,0.5,0,874.0627,0,0,0
06/01/2022 08:00,129,16.38,17.28,16.04,Nan,Nan,Nan,1.97,316.1,6.82,2.75,1.4,0,874.707,0,0,0
06/01/2022 09:00,130,18.43,20.73,17.13,Nan,Nan,Nan,1.364,316.5,6.551,2.375,0,0,875.3809,195.6,301.4,100.2
06/01/2022 10:00,131,21.71,22.52,20.49,Nan,Nan,Nan,0.598,151.3,24.97,2.075,0,0,875.9183,406.2,496.4,302.3
06/01/2022 11:00,132,22.7,23.42,22.07,Nan,Nan,Nan,1.29,158.6,38.62,3.875,0,0,875.9888,581.2,651,497.1
06/01/2022 12:00,133,23.83,25.07,22.89,Nan,Nan,Nan,1.821,164.3,44.94,3.875,0,0,875.3573,700.8,745.7,651.5
06/01/2022 13:00,134,25.37,26.45,24.5,Nan,Nan,Nan,1.66,177.5,50.81,3.95,0,0,874.4294,754.4,767.9,736.3
06/01/2022 14:00,135,26.96,28.07,25.88,Nan,Nan,Nan,1.225,122.4,74.52,3.425,0,0,873.0496,735.6,760.1,705
06/01/2022 15:00,136,27.61,28.55,26.74,Nan,Nan,Nan,1.411,139,44.14,3.875,0,0,871.9209,649.2,707.1,576.1
06/01/2022 16:00,137,28.72,29.5,27.93,Nan,Nan,Nan,1.077,112.9,50.95,2.825,0,0,871.1257,507.8,603.7,409.3
06/01/2022 17:00,138,28.8,29.69,28.22,Nan,Nan,Nan,1.222,102,34.36,2.75,0,0,870.9576,297.5,407.3,167.3
06/01/2022 18:00,139,28.07,28.69,27.5,Nan,Nan,Nan,1.297,99.3,17.29,2.375,0,0,871.0773,115.2,190.7,30.76
06/01/2022 19:00,140,26.68,27.69,25.15,Nan,Nan,Nan,0.879,358.7,58.37,2.9,0,0,871.3534,0,0,0
06/01/2022 20:00,141,24.69,25.39,24.35,Nan,Nan,Nan,2.637,322.7,12.39,3.575,0.575,0,872.0297,0,0,0
06/01/2022 21:00,142,21.42,25.98,14.94,Nan,Nan,Nan,4.079,12.58,74.67,11.23,0,20.4,873.2237,0,0,0
06/01/2022 22:00,143,16.31,17.53,15.37,Nan,Nan,Nan,1.863,1.227,70.42,4.175,0,2.6,874.2773,0,0,0
06/01/2022 23:00,144,17.01,17.52,16.08,Nan,Nan,Nan,2.245,322.8,23.88,4.85,0,0,874.5192,0,0,0
07/01/2022 00:00,145,17.23,18.52,16.13,Nan,Nan,Nan,1.641,296.2,56.34,3.875,0,0,874.7459,0,0,0
07/01/2022 01:00,146,17.21,18.66,16.12,Nan,Nan,Nan,2.228,321.5,14.45,4.325,0,0,874.8823,0,0,0
07/01/2022 02:00,147,16.59,17.61,15.93,Nan,Nan,Nan,2.643,329.6,17.84,4.175,0,0,875.2327,0,0,0
07/01/2022 03:00,148,17.26,18.04,16.7,Nan,Nan,Nan,2.974,322.4,5.561,3.725,2,0,875.3713,0,0,0
07/01/2022 04:00,149,16.85,17.36,16.31,Nan,Nan,Nan,1.459,333.5,36.06,2.975,0,0,875.4724,0,0,0
07/01/2022 05:00,150,16.12,16.7,15.61,Nan,Nan,Nan,1.641,314.5,9.35,4.25,0,0,875.3354,0,0,0
07/01/2022 06:00,151,16.11,16.66,15.56,Nan,Nan,Nan,1.515,333.8,26.49,3.05,0,0,875.5681,0,0,0
07/01/2022 07:00,152,16.43,16.85,15.51,Nan,Nan,Nan,1.502,325.6,6.216,2,0.65,0,876.0032,0,0,0
07/01/2022 08:00,153,16.08,16.85,15.56,Nan,Nan,Nan,2.224,321.3,7.666,3.425,1.025,0,876.4977,0,0,0
07/01/2022 09:00,154,16.86,17.79,16.32,Nan,Nan,Nan,1.622,335.7,15.82,2.6,0.575,0,877.316,108.9,286.9,48.44
07/01/2022 10:00,155,19.75,21.67,17.69,Nan,Nan,Nan,0.777,64.81,85.3,2,0,0,877.8941,386.6,515.4,155.3
07/01/2022 11:00,156,21.8,23.07,20.75,Nan,Nan,Nan,1.513,148.6,25.31,2.75,0,0,877.9406,617.6,697.5,496.5
07/01/2022 12:00,157,23.1,23.99,22.33,Nan,Nan,Nan,1.843,175.2,25.77,3.725,0,0,877.55,735.4,837,370.4
07/01/2022 13:00,158,24.2,25.42,23.32,Nan,Nan,Nan,1.319,137.6,44.29,2.975,0,0,876.5362,553.9,1048,348.3
07/01/2022 14:00,159,26.17,27.31,25.27,Nan,Nan,Nan,1.148,117,56.28,3.5,0,0,875.2737,825,1028,509.1
07/01/2022 15:00,160,27.47,28.26,26.31,Nan,Nan,Nan,0.883,104.9,56.39,3.05,0,0,874.249,701.4,801,347.4
07/01/2022 16:00,161,26.56,27.69,25.83,Nan,Nan,Nan,1.027,151.3,26.72,2.675,0,0,873.7103,204,481.1,158.7
07/01/2022 17:00,162,26.24,26.51,25.62,Nan,Nan,Nan,0.44,266.9,51.9,1.4,0,0,873.6689,135.1,184.6,63.18
07/01/2022 18:00,163,25.07,25.91,23.87,Nan,Nan,Nan,1.157,331.8,37.03,3.125,0,0,874.2354,30.87,62.98,15.18
07/01/2022 19:00,164,23.56,24.06,22.98,Nan,Nan,Nan,2.607,313,11.14,4.25,1.55,0,874.6788,0,0,0
07/01/2022 20:00,165,23.37,23.65,23.03,Nan,Nan,Nan,1.646,17.41,74.68,3.125,0,0,874.9738,0,0,0
07/01/2022 21:00,166,23.12,23.65,22.18,Nan,Nan,Nan,0.97,326.3,56.58,2.975,0,0,875.5,0,0,0
07/01/2022 22:00,167,22.05,23.66,20.99,Nan,Nan,Nan,1.417,15.57,57.16,3.65,0,0,875.8041,0,0,0
07/01/2022 23:00,168,20.91,21.66,19.66,Nan,Nan,Nan,1.958,315.4,38.99,3.35,0,0,876.2825,0,0,0
08/01/2022 00:00,169,19.94,21.1,19.06,Nan,Nan,Nan,2.563,323.4,8.11,3.575,1.025,0,876.4677,0,0,0
08/01/2022 01:00,170,18.97,19.68,17.96,Nan,Nan,Nan,2.473,311.4,13.46,3.65,1.1,0,876.6342,0,0,0
08/01/2022 02:00,171,18.09,18.77,17.39,Nan,Nan,Nan,2.993,317.5,13.67,4.025,1.925,0,876.4608,0,0,0
08/01/2022 03:00,172,17.49,18.29,16.73,Nan,Nan,Nan,2.423,320.9,18.39,3.425,0,0,876.4304,0,0,0
08/01/2022 04:00,173,16.52,17.23,15.93,Nan,Nan,Nan,1.496,327.1,11.75,2.975,0,0,876.5357,0,0,0
08/01/2022 05:00,174,16.65,17.52,15.8,Nan,Nan,Nan,2.715,323.4,6.141,3.725,1.625,0,876.8088,0,0,0
08/01/2022 06:00,175,17.19,17.61,16.65,Nan,Nan,Nan,1.944,329.7,10.88,2.975,0.875,0,877.5374,0,0,0
08/01/2022 07:00,176,16.72,17.23,15.94,Nan,Nan,Nan,2.564,323.6,8.99,3.2,1.025,0,878.3185,0,0,0
08/01/2022 08:00,177,16.33,17.04,15.56,Nan,Nan,Nan,2.133,324.3,9.39,2.975,1.175,0,879.2728,0,0,0
08/01/2022 09:00,178,17.91,19.87,16.61,Nan,Nan,Nan,0.672,322.6,12.73,2.525,0,0,880.237,173.3,341.9,95.2
08/01/2022 10:00,179,21.37,22.52,19.68,Nan,Nan,Nan,0.608,72.41,45.07,2.075,0,0,880.748,413.3,519,306.6
08/01/2022 11:00,180,22.19,22.91,21.53,Nan,Nan,Nan,1.819,161,29.85,4.4,0,0,880.5121,610.5,693.4,519.6
08/01/2022 12:00,181,22.94,24.37,21.95,Nan,Nan,Nan,1.722,163.5,53.09,3.875,0,0,879.6794,749.6,803,691.7
08/01/2022 13:00,182,24.16,25.5,23.17,Nan,Nan,Nan,1.746,110.1,50.92,3.875,0,0,878.5366,848,960,764.6
08/01/2022 14:00,183,25.79,26.74,24.5,Nan,Nan,Nan,1.248,142.9,66.74,3.575,0,0,877.2917,902,966,742.2
08/01/2022 15:00,184,26.59,27.5,25.83,Nan,Nan,Nan,1.536,163.4,32.03,4.1,0,0,876.2139,605.3,865,331
08/01/2022 16:00,185,26.14,26.74,25.55,Nan,Nan,Nan,0.871,80.1,53.13,2.45,0,0,875.6953,254.1,331.4,181.7
08/01/2022 17:00,186,25.85,26.09,25.52,Nan,Nan,Nan,0.766,84.1,24.3,2.225,0,0,875.6714,137.9,181.3,87.4
08/01/2022 18:00,187,25.29,25.72,24.96,Nan,Nan,Nan,0.721,22.85,15.69,1.925,0,0,875.8913,50.35,87.2,19.28
08/01/2022 19:00,188,24.27,25.21,23.08,Nan,Nan,Nan,1.067,334.5,30.61,1.85,0,0,876.2007,0,0,0
08/01/2022 20:00,189,21.94,23.27,20.99,Nan,Nan,Nan,1.962,314.3,11.49,3.425,0.35,0,877.0508,0,0,0
08/01/2022 21:00,190,20.69,21.42,20.09,Nan,Nan,Nan,1.795,329.9,26.65,3.425,0.275,0,877.9351,0,0,0
08/01/2022 22:00,191,21.07,22.29,20.18,Nan,Nan,Nan,2.136,345.4,20.12,4.325,0.35,0,878.6745,0,0,0
08/01/2022 23:00,192,22.82,23.33,22.1,Nan,Nan,Nan,2.935,342.8,24.11,6.2,0.95,0,878.9717,0,0,0
