TOA5,TMIX-CR1000,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,28658,Hora,,,,,,,,,,
02/01/2023 19:00,44,24.09,25.35,22.46,35.71,39.91,33.03,0.05,311.8,1.89,1.1,0,0,875.5641,0,0,0
02/01/2023 20:00,45,21.15,22.65,20.23,44,46.83,39.78,2.687,320.6,7.918,3.725,1.025,0,876.1456,0,0,0
02/01/2023 21:00,46,19.7,20.52,19.15,49.25,50.83,46.83,1.848,332.6,11.7,2.825,0,0,876.9606,0,0,0
02/01/2023 22:00,47,19.23,19.49,18.82,51.05,53.72,50.49,1.836,322.8,31.44,4.025,0.425,0,877.5853,0,0,0
02/01/2023 23:00,48,19.09,19.58,18.39,51.42,53.55,50.18,1.756,327.6,29.92,3.35,0,0,878.1022,0,0,0
03/01/2023 00:00,49,18.14,18.72,17.43,53.04,54.4,51.71,2.743,326.4,6.36,3.875,2,0,877.9655,0,0,0
03/01/2023 01:00,50,17.44,17.86,17.01,53.75,54.85,52.67,2.659,325.9,4.468,3.5,1.85,0,877.6356,0,0,0
03/01/2023 02:00,51,17.28,17.64,16.93,54.78,56.39,52.84,2.518,325,5.911,3.35,1.325,0,877.6264,0,0,0
03/01/2023 03:00,52,17.07,17.65,16.5,56.37,58.06,54.65,2.158,327.5,13.46,3.125,1.325,0,877.5929,0,0,0
03/01/2023 04:00,53,17.08,17.6,16.5,56.44,58.64,54.52,2.195,329,6.435,2.9,1.4,0,877.4861,0,0,0
03/01/2023 05:00,54,16.69,17.23,16.17,58.06,59.52,56.06,1.957,326.6,8.15,2.675,0.875,0,877.5319,0,0,0
03/01/2023 06:00,55,16.89,17.23,16.37,56.6,58.03,55.78,1.6,316.3,5.719,2.15,1.025,0,877.8456,0,0,0
03/01/2023 07:00,56,16.19,17.13,15.37,59.02,61.85,55.82,2.079,317.2,5.361,3.125,1.175,0,878.1781,0,0,0
03/01/2023 08:00,57,15.98,16.9,15.46,59.27,61.34,55.78,0.997,333.4,19.12,2.6,0,0,878.4682,0,0,0
03/01/2023 09:00,58,17.56,17.95,16.9,54.77,56.31,52.89,0.573,278.6,25.8,1.85,0,0,878.9117,100.3,206.3,54.59
03/01/2023 10:00,59,18.87,20.05,17.29,51.45,55.73,46.25,1.646,169,40.23,3.125,0,0,879.6038,467.4,570.8,130.5
03/01/2023 11:00,60,21.21,22.58,19.99,44.28,47.65,40.62,1.698,132.9,30.27,4.4,0,0,879.5632,655.7,743,501.4
03/01/2023 12:00,61,22.44,23.81,21.34,40.67,43.07,37.52,1.817,171.1,35.25,4.175,0,0,878.8502,789.8,836,722.1
03/01/2023 13:00,62,24.02,25.07,22.71,36.45,40,33.9,2.151,146.8,33.46,4.85,0,0,877.705,838,854,766
03/01/2023 14:00,63,25.63,26.45,24.59,31.35,34.89,29,2.589,152.8,38.46,5.9,0,0,876.3422,821,864,747.8
03/01/2023 15:00,64,26.27,27.03,25.26,30.11,31.72,29,2.926,158.2,34.49,5.9,0,0,875.1337,709.7,786.3,621.7
03/01/2023 16:00,65,27.13,27.98,26.26,29.14,30.74,28.08,3.05,172.5,36.77,6.8,0,0,874.3514,553.3,627.6,463.5
03/01/2023 17:00,66,27.34,28.26,26.74,28.86,29.88,27.54,3.127,215.7,25.97,5.825,0,0,874.0346,349.7,463.1,229.7
03/01/2023 18:00,67,26.85,27.69,26.04,29.29,30.53,28.08,2.974,195.9,27.56,6.725,0.425,0,874.279,119.4,229.3,30.36
03/01/2023 19:00,68,25.32,26.28,24.17,32.51,36.37,29.96,1.396,172.8,13.55,2.9,0,0,874.7588,0,0,0
03/01/2023 20:00,69,22.58,24.22,20.84,39.84,45.09,34.67,1.439,303.9,52.9,3.95,0,0,875.3141,0,0,0
03/01/2023 21:00,70,20.88,21.95,19.9,45.22,47.34,42.92,2.204,306.8,21.92,3.425,0,0,876.1702,0,0,0
03/01/2023 22:00,71,19.67,20.73,19.06,47.96,49.8,45.34,2.377,325.8,14.33,3.8,0.95,0,876.8655,0,0,0
03/01/2023 23:00,72,19.45,20.01,18.39,48.53,51.68,46.36,1.633,341,17.66,3.125,0,0,877.1282,0,0,0
04/01/2023 00:00,73,18.43,19.39,17.53,50.14,53.96,45.85,2.225,340.7,24.2,4.175,0,0,877.0483,0,0,0
04/01/2023 01:00,74,18.58,19.2,18.02,48.61,50.97,45.75,0.859,354.9,46.16,2.075,0,0,876.8777,0,0,0
04/01/2023 02:00,75,18.28,19.21,17.5,48.47,50.87,45.96,1.222,310.8,30.48,2.375,0,0,876.985,0,0,0
04/01/2023 03:00,76,17.22,17.79,16.56,52.49,54.96,49.78,1.304,292.4,11.92,1.85,0,0,876.8482,0,0,0
04/01/2023 04:00,77,16.8,17.32,16.32,53.11,55.44,50.91,1.359,309.5,18.87,2.15,0.65,0,876.6361,0,0,0
04/01/2023 05:00,78,16.25,16.9,15.46,55.42,57.18,53.26,1.388,353.3,35.31,2.525,0,0,876.7259,0,0,0
04/01/2023 06:00,79,16.16,16.51,15.7,53.66,55.58,50.09,2.17,339.7,11.32,2.825,1.4,0,877.0637,0,0,0
04/01/2023 07:00,80,15.74,16.56,15.08,53.91,56.6,49.38,1.867,336.1,19.34,2.9,0,0,877.6807,0,0,0
04/01/2023 08:00,81,15.77,16.75,15.03,54.81,58.07,51.83,1.362,13.22,29.04,3.65,0,0,878.4003,0,0,0
04/01/2023 09:00,82,18.34,19.77,16.8,47.95,52.68,45.99,0.528,58.44,34.29,3.5,0,0,879.2462,222.6,345.2,114.3
04/01/2023 10:00,83,20.72,21.64,19.53,44.14,47.22,42.78,0.73,145.8,31.94,2.525,0,0,879.6774,458.7,553,346.2
04/01/2023 11:00,84,21.91,23.06,21.31,42.2,43.86,39.73,1.201,142.6,32.26,3.425,0,0,879.593,638.6,725,551.8
04/01/2023 12:00,85,23.2,24.84,22.23,38.74,41.12,35.06,1.652,152.5,38.09,3.575,0,0,878.9409,776.3,814,725.4
04/01/2023 13:00,86,24.39,26.07,23.55,35.68,37.95,32.2,2.055,170.1,45.95,4.25,0,0,878.05,826,839,808
04/01/2023 14:00,87,25.58,26.79,24.4,32.49,35.36,29.54,1.623,161,63.85,3.725,0,0,876.8701,809,837,767.5
04/01/2023 15:00,88,26.98,28.26,25.79,28.43,32.03,25.56,1.417,106.2,57.58,3.35,0,0,875.8133,707.6,770.4,641.3
04/01/2023 16:00,89,27.96,29.12,26.79,26.5,28.39,25.19,1.239,128.5,50.37,3.425,0,0,875.1342,544.6,640.7,448.3
04/01/2023 17:00,90,28.25,29.46,27.36,26.13,28.01,24.37,1.545,140.6,39,3.425,0,0,874.92,333.6,447.1,214.5
04/01/2023 18:00,91,27.92,28.74,27.26,26.48,29.37,25.36,0.741,148.7,26.86,1.925,0,0,875.0515,107.8,214.5,25.85
04/01/2023 19:00,92,25.36,27.5,23.22,31.75,37.19,28.25,0.567,322.7,3.419,2.525,0,0,875.2795,0,0,0
04/01/2023 20:00,93,21.87,23.36,20.99,39.89,41.66,36.78,3.098,323.9,7.686,4.7,1.85,0,875.9241,0,0,0
04/01/2023 21:00,94,21.17,21.57,20.62,40.11,41.93,37.23,1.71,323.4,18.79,3.8,0,0,876.7004,0,0,0
04/01/2023 22:00,95,21.01,22.39,20.39,36.75,42.28,33.59,1.224,313.4,18.55,2.975,0,0,877.3365,0,0,0
04/01/2023 23:00,96,21.56,22.92,19.44,36.79,46.3,32.67,1.043,3.323,33.84,2.525,0,0,877.5922,0,0,0
05/01/2023 00:00,97,20.22,20.92,19.68,42.17,45.38,39.69,2.367,342.7,32.9,3.5,0.65,0,878.009,0,0,0
05/01/2023 01:00,98,19.63,20.92,18.15,43.37,48.51,39.48,1.883,323.1,15.29,2.825,0.725,0,878.2126,0,0,0
05/01/2023 02:00,99,18.35,19.01,17.77,48.11,50.21,46.3,1.41,331,25.52,2.975,0,0,878.3063,0,0,0
05/01/2023 03:00,100,17.89,18.63,17.15,49.57,51.92,47.18,2.571,328.3,9.77,3.65,1.4,0,878.1774,0,0,0
05/01/2023 04:00,101,17.35,18.59,16.5,51.83,54.62,47.77,1.517,318.8,14.7,3.425,0,0,878.1153,0,0,0
05/01/2023 05:00,102,16.56,17.22,16.08,54.55,56.02,52.37,2.614,325.7,10.2,3.35,1.625,0,878.2445,0,0,0
05/01/2023 06:00,103,16.04,16.56,15.56,56.63,58.1,54.8,2.653,326.5,11.39,4.1,1.175,0,878.426,0,0,0
05/01/2023 07:00,104,15.79,16.66,14.94,57.66,60.56,54.59,2.587,326.9,7.905,3.875,1.1,0,878.86,0,0,0
05/01/2023 08:00,105,15.41,15.99,14.94,59.05,60.45,56.64,2.149,339.2,14.21,3.575,0.65,0,879.6185,0,0,0
05/01/2023 09:00,106,17.83,20.73,15.61,52.68,58.75,45,0.869,342,4.677,2.15,0,0,880.5163,199.4,312.7,97.7
05/01/2023 10:00,107,21.14,22.03,20.28,43.32,47.41,38.69,0.587,167.7,33.74,2.075,0,0,881.2167,424.3,519,313.8
05/01/2023 11:00,108,22.1,22.63,21.5,39.08,40.76,37.93,1.591,177.6,31.06,3.725,0,0,881.182,605.6,688,519.4
05/01/2023 12:00,109,23.49,24.66,22.15,36.31,38.92,33.87,1.643,191.9,49,3.8,0,0,880.58,738.4,781.6,688.4
05/01/2023 13:00,110,25.12,25.88,23.94,31.43,35.2,29.88,1.424,148.3,61.88,3.35,0,0,879.4797,794.4,806,781.2
05/01/2023 14:00,111,25.95,27.03,25.12,29.19,30.77,27.6,1.565,204.9,59.64,3.725,0,0,878.2427,765.8,798.7,727.5
05/01/2023 15:00,112,27.41,28.45,26.22,27.18,29.17,25.63,1.438,232.3,50.84,3.575,0,0,877.0839,652.5,726.9,565.6
05/01/2023 16:00,113,27.94,28.93,26.83,26.4,27.81,25.09,1.262,194.6,70.76,3.725,0,0,876.4179,471.4,566.3,370
05/01/2023 17:00,114,27.9,28.55,27.22,26.41,28.01,25.53,1.064,174.9,40.6,3.875,0,0,876.1975,268.8,369.6,156.3
05/01/2023 18:00,115,27.31,28.17,26.19,26.97,30.37,25.7,0.563,279.2,33.21,1.85,0,0,876.2324,79.97,158.4,16.82
05/01/2023 19:00,116,24.63,26.28,22.74,33.96,38.55,29.41,2.033,313.6,5.502,3.35,1.175,0,876.4749,0,0,0
05/01/2023 20:00,117,22.44,23.14,21.8,40.5,43.46,38.62,2.009,0.631,51.16,3.5,0,0,877.2397,0,0,0
05/01/2023 21:00,118,23.11,23.86,22.19,35.63,42.37,27.96,2.233,34.41,36.35,5.825,0.425,0,878.4475,0,0,0
05/01/2023 22:00,119,23.36,24,22.57,29.72,31.68,27.86,2.978,51.74,32.83,8.08,0,0,879.3292,0,0,0
05/01/2023 23:00,120,21.93,23.19,20.57,33.31,36.82,30.59,1.811,356.5,59.33,3.5,0,0,879.9687,0,0,0
06/01/2023 00:00,121,18.94,20.91,17.58,42.04,45.51,36.28,1.974,303.7,13.98,3.05,0.35,0,880.3884,0,0,0
06/01/2023 01:00,122,18.33,18.63,17.72,43.28,44.93,42.45,3.247,269.2,8.51,4.775,1.7,0,880.2587,0,0,0
06/01/2023 02:00,123,18.01,18.44,17.44,44.62,46.4,43.2,3.55,273.8,9.81,4.625,2.375,0,880.3318,0,0,0
06/01/2023 03:00,124,17.32,17.72,16.64,47.48,49.68,46.09,3.259,276.1,8.85,4.475,2,0,880.2021,0,0,0
06/01/2023 04:00,125,16.55,17.12,15.66,50.84,54.18,49.1,1.895,273.9,30.09,3.575,0,0,880.1111,0,0,0
06/01/2023 05:00,126,15.07,16.28,14.08,56.1,59.09,52.68,2.337,322.2,8.92,3.8,0.95,0,880.2087,0,0,0
06/01/2023 06:00,127,14.2,14.75,13.51,58.77,61.31,57.01,2.362,326.1,7.918,3.65,1.175,0,880.5261,0,0,0
06/01/2023 07:00,128,13.67,14.19,13.13,60.44,62.09,58.25,2.919,319,14.97,3.725,2,0,880.8483,0,0,0
06/01/2023 08:00,129,14.35,15.32,13.33,57.95,61.18,55.28,2.579,295.3,13.83,3.725,0,0,881.351,0,0,0
06/01/2023 09:00,130,16.96,18.55,14.99,51.64,57.15,46.99,0.135,101.8,14.59,1.325,0,0,882.2286,202.2,317.3,102.4
06/01/2023 10:00,131,18.78,19.95,17.92,45.37,50.08,41.55,0.65,137,29.06,2.375,0,0,883.0099,428,523,317.9
06/01/2023 11:00,132,19.86,20.98,18.8,41.59,44.34,38.79,0.904,133.4,58.23,3.2,0,0,883.0534,605.6,682.3,523.4
06/01/2023 12:00,133,20.96,22.01,20.11,38.93,41.13,36.02,1.096,139.3,37.28,3.35,0,0,882.3668,748.3,795.9,682.5
06/01/2023 13:00,134,22.72,23.24,21.82,34.59,36.46,33.06,1.268,55.64,62.41,3.425,0,0,881.0706,815,826,795.9
06/01/2023 14:00,135,23.6,24.6,22.36,32.9,35.33,31.48,1.558,120.4,64.52,4.25,0,0,879.609,790.5,820,752.4
06/01/2023 15:00,136,24.58,26.07,23.64,30.62,32.54,27.47,1.172,113.1,66.53,3.5,0,0,878.3725,698.8,758.6,629.3
06/01/2023 16:00,137,25.76,26.45,24.98,27.65,29.24,26.31,1.059,165.5,43.82,2.75,0,0,877.6563,532.3,629.3,429.1
06/01/2023 17:00,138,26.09,27.03,25.17,25.98,27.67,24.64,0.93,155.9,54.42,2.6,0,0,877.3567,317.3,428.7,205.5
06/01/2023 18:00,139,25.89,26.65,24.85,27.47,29.96,26.07,0.952,160.2,40.93,2.45,0,0,877.3355,101.3,204.7,21.74
06/01/2023 19:00,140,23.75,25.14,21.98,31.86,36.92,28.9,0.229,284.5,25.61,2.075,0,0,877.4737,0,0,0
06/01/2023 20:00,141,20.38,22.12,19.43,41.32,44.69,36.44,2.879,323.1,9.17,4.1,1.475,0,877.8616,0,0,0
06/01/2023 21:00,142,19.58,19.82,19.34,43.83,44.62,43.16,2.016,328.6,14.13,3.2,0,0,878.426,0,0,0
06/01/2023 22:00,143,19.1,19.58,18.77,46.07,47.49,44.05,1.189,21.57,65.72,2.375,0,0,879.1339,0,0,0
06/01/2023 23:00,144,19.12,19.77,18.53,45.31,48.51,41.97,2.476,338.2,10.92,3.725,0.8,0,879.7397,0,0,0
07/01/2023 00:00,145,18.93,19.44,18.1,43.29,44.86,42.07,2.122,325.2,16.69,3.125,0.875,0,879.969,0,0,0
07/01/2023 01:00,146,17.73,18.44,16.82,45.56,48.45,43.37,2.031,323.4,15.19,2.9,0.875,0,879.9556,0,0,0
07/01/2023 02:00,147,16.69,17.42,16.12,48.63,51,45.8,1.367,318.3,24.2,3.2,0,0,880.0447,0,0,0
07/01/2023 03:00,148,15.97,16.75,15.32,50.49,52.41,48.19,2.624,326,9.02,3.575,1.325,0,879.8198,0,0,0
07/01/2023 04:00,149,15.29,16.18,14.61,52.27,54.05,49.48,2.598,321.9,7.461,3.5,1.55,0,879.5822,0,0,0
07/01/2023 05:00,150,15.2,15.85,14.13,51.31,55.07,49.38,1.783,323.6,20.31,2.675,0.425,0,879.6188,0,0,0
07/01/2023 06:00,151,14.78,15.61,14.13,52.44,54.59,49.48,1.946,323.1,15.86,2.975,0.95,0,879.7064,0,0,0
07/01/2023 07:00,152,14.52,15.32,13.32,52.86,57.35,49.89,2.25,315.1,9.43,3.125,1.1,0,879.9158,0,0,0
07/01/2023 08:00,153,13.8,14.38,13.09,56.06,58.58,54.33,2.305,320.9,5.795,3.275,1.7,0,880.295,36.48,107.2,0
07/01/2023 09:00,154,16.15,17.71,14.23,51.43,54.9,47.2,0.857,85.6,70.5,2.525,0,0,881.0461,217.9,338.2,108
07/01/2023 10:00,155,19.01,20.19,17.4,41.69,48.93,39.11,0.498,167.4,36.41,2.675,0,0,881.5649,454.6,555.1,338.6
07/01/2023 11:00,156,20.54,21.82,19.69,38.38,40.66,35.48,1.531,151.8,36.69,3.725,0,0,881.354,645.4,730.3,551.4
07/01/2023 12:00,157,21.81,22.58,20.91,35.42,36.64,33.7,1.933,141,34.6,3.95,0,0,880.6563,780.9,815,730.9
07/01/2023 13:00,158,23.37,25.32,22.09,31.95,34.04,28.63,1.479,118.4,50.83,3.65,0,0,879.4893,835,850,815
07/01/2023 14:00,159,24.72,25.55,23.36,29.33,31.79,27.43,1.605,175.4,65.06,4.1,0,0,878.1501,821,847,794
07/01/2023 15:00,160,25.76,26.93,24.69,26.93,28.66,25.15,1.533,123.3,55.91,4.25,0,0,876.9424,729.1,796.6,657.5
07/01/2023 16:00,161,26.53,27.41,25.6,26.34,27.77,24.78,1.559,137.7,53.62,4.1,0,0,876.1669,566.4,657.1,475
07/01/2023 17:00,162,27.17,28.07,26.45,25.23,26.45,24.03,1.295,137.9,43.61,3.425,0,0,875.8788,356,474.2,248.6
07/01/2023 18:00,163,26.66,27.79,25.56,23.89,25.66,21.85,1.625,121.8,21.81,2.825,0,0,876.0392,119.7,247.8,24.62
07/01/2023 19:00,164,24.46,25.8,22.88,27.93,32.66,24.31,0.93,58.71,35.83,1.55,0,0,876.5634,0,0,0
07/01/2023 20:00,165,21.48,23.36,20.66,37.57,40.09,31.47,2.965,325,7.992,4.025,1.55,0,877.0668,0,0,0
07/01/2023 21:00,166,20.24,20.81,19.87,40.5,42.51,39.04,1.255,308,24.96,3.35,0,0,877.8436,0,0,0
07/01/2023 22:00,167,19.38,20.06,18.67,41.63,43.94,39.86,1.759,337.5,18.27,2.9,0,0,878.4086,0,0,0
07/01/2023 23:00,168,18.54,18.91,18.2,41.96,43.26,40.47,2.426,332,10.11,3.35,1.1,0,878.817,0,0,0
08/01/2023 00:00,169,19.14,19.96,18.44,36.23,40.98,31.78,1.306,316.7,13.38,2.9,0,0,878.8386,0,0,0
08/01/2023 01:00,170,19.06,19.69,18.31,33.31,37.34,29.57,1.017,295.1,57,2.6,0,0,878.8468,0,0,0
08/01/2023 02:00,171,18.37,18.93,17.21,33.47,38.98,30.59,1.019,318,60.75,2.525,0,0,878.6472,0,0,0
08/01/2023 03:00,172,17.1,17.8,16.32,38.39,39.97,36.6,0.789,332.5,26.26,2.3,0,0,878.4091,0,0,0
08/01/2023 04:00,173,16.06,17.13,14.94,37.72,41.3,35.03,2.696,321.7,10.85,4.25,0.95,0,878.2442,0,0,0
08/01/2023 05:00,174,16.01,16.94,15.18,35.85,39.29,32.71,1.957,333.5,19.55,3.275,0,0,878.3075,0,0,0
08/01/2023 06:00,175,16.6,17.04,15.75,33.45,36.87,32.1,1.946,316.8,7.124,2.825,1.4,0,878.6896,0,0,0
08/01/2023 07:00,176,15.22,15.99,14.75,38.03,39.7,34.76,1.333,318.1,10.7,2.3,0,0,878.9297,0,0,0
08/01/2023 08:00,177,14.77,16.18,13.66,41.45,46.24,34.55,1.174,306.8,28.56,2.15,0,0,879.4488,0,0,0
08/01/2023 09:00,178,16.64,18.84,14.37,41.29,46.62,36.22,0.31,322.5,7.971,1.7,0,0,880.4299,211.2,329.2,107.2
08/01/2023 10:00,179,19.27,20.32,18.34,36.52,40.47,32.84,0.363,155.8,20.77,1.7,0,0,880.9299,439.9,531.8,330
08/01/2023 11:00,180,21.14,22.31,19.84,34.35,37.77,31.12,1.354,142.3,31.06,3.8,0,0,880.8087,621.7,712.2,532.6
08/01/2023 12:00,181,22.56,23.62,21.29,30.16,34.15,26.62,2.08,143.4,33.89,4.85,0,0,880.2228,776.1,823,712.2
08/01/2023 13:00,182,23.76,25.07,22.66,27.7,29.07,26.11,1.568,162.7,46.94,3.5,0,0,879.118,831,843,820
08/01/2023 14:00,183,25.03,26.45,23.93,25.5,27.5,23.35,1.611,162.3,64.69,4.1,0,0,877.8129,820,842,778.6
08/01/2023 15:00,184,26.37,27.07,25.21,23.52,25.12,21.65,1.722,148.2,56.36,4.85,0,0,876.833,720.5,781.1,644.4
08/01/2023 16:00,185,26.48,27.31,25.93,22.7,23.59,21.82,1.86,105.5,37.3,4.4,0,0,876.1365,554.8,644,451.8
08/01/2023 17:00,186,26.86,27.69,26.07,22.66,23.55,21.72,1.466,93.9,38.32,3.35,0,0,875.736,324.3,450.8,212.9
08/01/2023 18:00,187,26.63,27.64,25.61,23.1,25.8,20.97,1.216,112.4,19.59,2.375,0,0,875.826,109.5,212.1,25.85
08/01/2023 19:00,188,24.36,25.8,22.6,28.17,32.11,24.72,0.905,46.89,46.09,2.225,0,0,876.2585,0,0,0
08/01/2023 20:00,189,21.16,22.79,20.33,34.7,35.76,31.33,2.786,322.5,8.81,3.875,1.475,0,876.7977,0,0,0
08/01/2023 21:00,190,20.13,20.63,19.82,36.14,37.2,34.78,0.94,318.1,14.65,2.9,0,0,877.4314,0,0,0
08/01/2023 22:00,191,19.91,21.01,19.2,36.01,38.43,32.74,1.477,332.5,27.43,3.65,0,0,878.0273,0,0,0
08/01/2023 23:00,192,19.7,20.58,19.06,35.47,36.96,34.2,0.701,314.5,23.16,1.925,0,0,878.4045,0,0,0
09/01/2023 00:00,193,18.78,19.34,18.39,37.29,38.5,35.6,0.86,288.1,47.92,3.2,0,0,878.6026,0,0,0
09/01/2023 01:00,194,19.65,21.21,18.91,35.9,38.56,31.75,1.663,92.2,77.38,5.3,0,0,878.8696,0,0,0
