TOA5,TMIX,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,25326,hora,,,,,,,,,,
03/01/2020 03:00,52,17.64,18.15,16.86,62.8,66.16,60.88,0.891,352.3,31.2,2.16,0.16,0,874.837,0,0,0
03/01/2020 04:00,53,16.08,17.2,15.29,66.6,68.81,63.77,2.32,334.7,12.96,3.29,1.33,0,875.0947,0,0,0
03/01/2020 05:00,54,15.48,16.29,14.76,66.79,69.32,62.85,2.382,341.9,12.64,3.76,0.53,0,875.6211,0,0,0
03/01/2020 06:00,55,15.34,15.78,14.83,66.09,68.95,63.2,1.867,347.4,21.33,3.02,0.7,0,876.0635,0,0,0
03/01/2020 07:00,56,14.63,15.31,13.84,66.86,69.45,64.23,2.098,326.4,17.07,3.49,0.9,0,876.2654,0,0,0
03/01/2020 08:00,57,14.16,14.94,13.7,66.33,68.67,63.45,2.067,353.6,18.69,3.61,1.32,0,877.1013,30.74,95.8,-1.231
03/01/2020 09:00,58,16.5,18.48,14.46,55.89,65.46,50.76,0.842,31.05,55.71,2.8,0.02,0,878.1304,188.7,383.9,95
03/01/2020 10:00,59,19.51,20.46,18.29,50.49,54.7,47.23,0.797,178.1,86.3,1.97,0,0,878.6033,436,579.1,208.1
03/01/2020 11:00,60,20.68,21.32,19.87,48.14,51.4,44.56,1.663,183.3,42.96,3.75,0.1,0,878.4143,594.7,687.2,493.6
03/01/2020 12:00,61,21.52,22.26,20.46,46.23,51.27,42.65,1.839,154.7,53.05,4.56,0.28,0,877.8918,722.6,827,514.5
03/01/2020 13:00,62,22.93,23.98,21.83,38.93,43.7,34.82,1.865,131.9,50.43,5.05,0.07,0,876.9032,801,905,535.7
03/01/2020 14:00,63,23.84,25.02,23.07,33.4,36.79,30.09,2.302,145.3,29.99,5.02,0.32,0,875.9559,654.4,894,393.9
03/01/2020 15:00,64,24.49,24.93,23.64,30.42,31.93,28.97,2.399,131.3,28.96,5.21,0.41,0,875.2158,541.3,977,258.6
03/01/2020 16:00,65,24.49,24.98,24.12,32.4,35.53,30.05,2.501,125.9,35.26,5.56,0.34,0,875.0008,292.7,412.6,232.3
03/01/2020 17:00,66,24.57,25.12,24.07,35.56,36.56,34.04,2.325,153.4,29.28,4.4,0.51,0,875.1838,233.3,342.9,126.7
03/01/2020 18:00,67,24.57,25.5,23.83,36.33,37.85,34.82,1.913,162.8,28.29,3.94,0.04,0,875.7101,112.9,222.3,9.43
03/01/2020 19:00,68,23.28,24.07,22.29,39.44,42.7,37.62,0.947,203.5,41.18,2.54,0.15,0,876.4824,0.032,9.23,-2.256
03/01/2020 20:00,69,21.01,22.63,19.74,46.1,49.92,40.08,2.307,330.9,34.31,4.31,0.87,0,877.5717,0,0,0
03/01/2020 21:00,70,19.28,20.31,18.7,51.8,53.88,48.12,2.108,355.9,12.07,2.91,1.13,0,878.1865,0,0,0
03/01/2020 22:00,71,18.58,19.09,18.09,53.49,54.84,52.28,1.735,350.3,14.64,2.75,0.76,0,878.8528,0,0,0
03/01/2020 23:00,72,18.33,18.82,17.86,52.65,54.16,51.06,1.703,345.1,15.96,2.76,0.71,0,879.183,0,0,0
04/01/2020 00:00,73,18.58,18.91,18.2,49.56,52.22,47.25,1.727,9.46,19.58,5.06,0.25,0,878.9009,0,0,0
04/01/2020 01:00,74,17.95,18.53,17.15,51.3,55.73,48.58,2.028,328.7,42.38,4.19,0.11,0,878.735,0,0,0
04/01/2020 02:00,75,17.13,18.1,16.43,56.01,58.97,52.29,1.355,341,64.4,3.74,0.03,0,879.1122,0,0,0
04/01/2020 03:00,76,16.23,17.01,15.19,59.79,63.6,56.24,1.757,351.9,21.27,3.08,0.85,0,879.0571,0,0,0
04/01/2020 04:00,77,15.33,16.39,14.38,62.76,66.57,58.01,2.149,357.4,24.9,3.81,0.42,0,879.2269,0,0,0
04/01/2020 05:00,78,15.2,15.78,14.54,60.92,66.16,58.44,2.591,348.7,11.09,3.84,1.49,0,879.6678,0,0,0
04/01/2020 06:00,79,14.71,15.23,14.03,58.52,62.67,52,2.651,347.7,15.56,4.87,0.67,0,880.3728,0,0,0
04/01/2020 07:00,80,14.72,15.51,13.75,53.28,60.42,47.23,1.951,346.7,17.18,3.19,0.11,0,880.9383,0,0,0
04/01/2020 08:00,81,15.19,15.7,14.61,49.85,55.41,46.21,0.768,285.4,62.96,1.87,0.11,0,881.5471,40.11,117.6,0
04/01/2020 09:00,82,17.15,18.53,15.56,48.75,50.54,47.13,1.11,239.4,41.73,2.27,0.02,0,882.5973,222.2,329.3,118
04/01/2020 10:00,83,19.07,19.64,18.38,46.17,48.56,42.3,1.468,169.6,21.79,2.81,0.19,0,883.346,437.5,536.2,329.9
04/01/2020 11:00,84,20.6,21.52,19.39,41.63,45.52,37.96,2.462,182.5,24.1,4.62,0.55,0,883.2878,620.2,699.1,536.8
04/01/2020 12:00,85,22.05,22.97,20.99,38.09,39.62,36.42,2.059,197.5,35.13,4.16,0.05,0,882.6249,700.6,776.2,384.9
04/01/2020 13:00,86,23.73,25.41,22.07,34.89,38.33,31.18,1.434,174.5,56.28,3.5,0.01,0,881.4034,797.5,856,582.4
04/01/2020 14:00,87,24.77,25.58,24.06,31.18,34.1,29.33,1.359,123.8,92.2,3.76,0.03,0,880.1042,760.2,855,469.2
04/01/2020 15:00,88,26.09,27.34,25.34,27.72,30.9,24.09,1.777,172,61.22,4.74,0.05,0,879.1116,700,737.1,646.9
04/01/2020 16:00,89,27.08,28.06,26.48,24.27,25.76,22.8,1.52,215.8,58.65,3.45,0.11,0,878.3884,540.8,645.7,420.3
04/01/2020 17:00,90,27.08,27.72,26.25,25.34,27.16,23.92,1.17,318.6,92,2.99,0.05,0,878.2813,290.7,419.9,85.9
04/01/2020 18:00,91,25.92,26.96,25.21,27.73,29.2,25.93,1.887,209.6,25.78,3.44,0.58,0,878.4305,75.72,162.6,16.61
04/01/2020 19:00,92,24.05,25.41,21.85,32.26,38.74,29,1.856,282,45.34,3.49,0.66,0,878.8545,0.698,17.02,-1.846
04/01/2020 20:00,93,21.35,22.65,20.64,40.31,42.6,34.74,3.301,347.7,12.58,6.15,1.22,0,879.4402,0,0,0
04/01/2020 21:00,94,22.42,22.69,21.98,33.51,35.21,32.69,3.901,4.289,14.35,8.05,0.98,0,880.1819,0,0,0
04/01/2020 22:00,95,21.54,22.41,20.74,35.18,37.53,32.79,2.383,66.05,42.61,7.86,0.26,0,881.0272,0,0,0
04/01/2020 23:00,96,20.7,21.31,19.8,36.01,38.22,33.79,1.942,69.24,45.82,4.69,0.27,0,881.6914,0,0,0
05/01/2020 00:00,97,18.93,20.23,17.94,43.57,47.38,37.64,2.417,277.7,26.62,4.28,0.17,0,881.9296,0,0,0
05/01/2020 01:00,98,17.35,18.09,16.72,50.03,51.71,47.38,2.667,236.3,22.79,5.04,0.43,0,882.1381,0,0,0
05/01/2020 02:00,99,16.09,17.01,15.48,52.71,54.1,50.86,2.614,271.8,22.33,4.42,0.27,0,882.4048,0,0,0
05/01/2020 03:00,100,15.07,15.72,13.97,54.71,60.03,52.09,2.166,294.9,23.59,3.8,1.3,0,882.4197,0,0,0
05/01/2020 04:00,101,14.01,14.27,13.65,57.97,59.97,56.09,2.055,315.6,40.22,3.37,0.19,0,882.3817,0,0,0
05/01/2020 05:00,102,13.56,14.08,12.74,58.65,61.37,56.64,1.27,1.196,61.4,3.04,0.13,0,882.6113,0,0,0
05/01/2020 06:00,103,13.35,13.79,12.65,56.57,61.44,54.49,3.345,312.2,8.57,4.63,1.88,0,882.8896,0,0,0
05/01/2020 07:00,104,13.17,13.51,12.08,55.03,59.6,53.88,2.649,309.3,14.36,3.89,0.46,0,883.044,0,0,0
05/01/2020 08:00,105,12.41,13.61,11.7,57.84,61.92,52.52,1.873,338.8,28.16,3.31,0.13,0,883.7214,35.75,106.3,0
05/01/2020 09:00,106,15.11,16.82,13.03,48.57,55,42.21,1.411,293.3,74.21,2.67,0.05,0,884.35,207.5,318.7,107
05/01/2020 10:00,107,16.67,17.46,16.09,42.31,45.79,39.3,1.641,161.8,27.66,3.27,0.23,0,884.8536,424.5,525,319.1
05/01/2020 11:00,108,18.01,19.63,17.02,38.37,40.76,34.63,1.524,197.2,58.09,3.7,0.04,0,884.4919,608.2,683.3,523.1
05/01/2020 12:00,109,19.4,20.56,18.53,35.19,37.66,33.16,1.545,174.6,66.8,4.4,0.05,0,883.5806,729.6,763.1,683.5
05/01/2020 13:00,110,20.81,21.5,20.12,32.82,34.65,31.69,1.651,155.8,60.47,4.29,0.04,0,882.2776,784.2,794.3,763.7
05/01/2020 14:00,111,22.15,23.64,20.59,31.2,33.08,29.31,1.516,124.8,71.6,3.4,0.03,0,880.7181,774.4,793.8,644.1
05/01/2020 15:00,112,23.59,24.64,22.5,29.35,31.52,27.84,1.672,161.1,51.73,3.58,0.15,0,879.5315,686.3,746.1,623
05/01/2020 16:00,113,24.58,25.59,23.64,27.87,29.64,26.24,1.566,175.3,56.28,3.5,0.11,0,878.5724,537,622.6,439.7
05/01/2020 17:00,114,25.07,25.98,24.21,27.16,28.32,26,1.687,184.1,35.4,3.27,0.04,0,878.4523,336.4,439.5,225.6
05/01/2020 18:00,115,24.47,25.5,23.93,29.37,31.86,26.85,1.693,149.9,22.94,3.19,0.15,0,878.6475,115.4,225,22.76
05/01/2020 19:00,116,22.56,24.17,21.21,34.4,38.55,30.63,0.72,87.8,59.03,1.65,0.1,0,879.0079,1.377,22.56,-2.257
05/01/2020 20:00,117,19.65,21.55,18.13,42.57,47.27,37.12,2.742,340,12.13,4.78,0.99,0,879.5943,0,0,0
05/01/2020 21:00,118,18.29,18.99,17.75,47.66,49.12,45.95,2.26,356,9.56,3.34,0.56,0,880.0931,0,0,0
05/01/2020 22:00,119,17.72,18.15,17.15,48.73,49.6,47.76,2.752,343.6,8.16,3.62,1.54,0,880.3458,0,0,0
05/01/2020 23:00,120,17.14,17.53,16.77,48.27,49.97,46.09,2.034,354.8,6.99,2.91,1.32,0,880.449,0,0,0
06/01/2020 00:00,121,17.19,17.67,16.67,44.86,46.81,42.79,1.56,358.3,9.87,2.32,1.07,0,880.5004,0,0,0
06/01/2020 01:00,122,16.96,17.67,15.91,44.08,46.67,42.55,1.987,347.8,23.01,3.44,1.02,0,880.2895,0,0,0
06/01/2020 02:00,123,16.09,16.67,15.24,45.7,48.48,43.6,3.029,343.1,9.65,3.86,1.86,0,880.0654,0,0,0
06/01/2020 03:00,124,15.73,16.44,14.87,46.97,50.76,43.47,1.968,1.956,18.33,3.3,0.59,0,879.6959,0,0,0
06/01/2020 04:00,125,15.25,15.88,14.4,49.11,52.1,46.89,2.689,340.8,10.26,3.68,1.45,0,879.3687,0,0,0
06/01/2020 05:00,126,14.33,15.13,13.37,52.9,56.74,50.23,1.762,323.1,20.35,2.91,0.46,0,879.3345,0,0,0
06/01/2020 06:00,127,14.31,15.13,13.56,52.9,56.3,49.99,2.382,337.8,11.66,3.77,1.1,0,879.6633,0,0,0
06/01/2020 07:00,128,13.9,14.65,12.98,54.87,58.07,52.34,2.506,348.4,6.431,3.92,1.43,0,880.465,0,0,0
06/01/2020 08:00,129,13.38,14.37,12.65,56.86,59.53,53.3,3.201,347.5,6.818,3.96,1.92,0,881.1177,34.72,102.4,-0.41
06/01/2020 09:00,130,16.29,19.01,14.03,48.15,54.42,41.53,1.981,10.17,32.1,4,0.26,0,881.602,205.6,316.6,102.8
06/01/2020 10:00,131,19.42,19.93,18.75,41,43.25,39.16,1.34,164.7,46.93,2.98,0.12,0,881.8917,421.4,513.9,316.8
06/01/2020 11:00,132,20.06,21.32,18.96,39.71,43.35,36.02,1.759,191.7,27.56,3.93,0.19,0,881.6003,600.7,678.4,515.5
06/01/2020 12:00,133,21.6,22.36,20.61,36.09,38.13,34.51,2.029,184.2,41.61,4.51,0.39,0,880.5864,726.6,774.2,673.9
06/01/2020 13:00,134,23.17,24.55,21.83,32.66,36.42,29.68,1.727,192,61.03,4.36,0.03,0,879.4302,781.7,799,694.2
06/01/2020 14:00,135,24.28,25.06,23.26,30.17,32.54,28.49,2.006,193.2,47.02,4.48,0.1,0,878.1826,769.8,801,705.4
06/01/2020 15:00,136,25.64,26.91,24.58,28.17,29.64,26.44,1.57,175.3,66.98,4.23,0.12,0,876.955,680.9,739.9,602
06/01/2020 16:00,137,26.51,27.1,25.72,27.24,28.72,26.14,2.027,179.8,45.42,4.94,0.06,0,876.199,527.4,611,403.5
06/01/2020 17:00,138,26.67,27.15,26.15,27.52,28.93,26.34,1.622,151.9,38.68,3.32,0.05,0,876.064,304.4,426.1,173.9
06/01/2020 18:00,139,25.91,26.91,25.21,30.07,32.4,27.94,1.115,150.6,33.21,2.29,0.23,0,876.3165,63.6,167.7,22.15
06/01/2020 19:00,140,24.06,25.41,22,35.21,41.54,31.35,1.242,35.36,35.28,3.53,0.39,0.1,876.5833,1.34,21.53,-1.846
06/01/2020 20:00,141,21.25,22.09,20.6,42.84,43.93,41.57,2.991,343.3,7.596,4.64,1.02,0,877.0212,0,0,0
06/01/2020 21:00,142,20.31,20.74,19.65,44.78,46.66,43.73,2.107,346.7,12.74,3.8,0.36,0,877.5618,0,0,0
06/01/2020 22:00,143,19.59,19.94,19.04,46.23,47.65,45.27,1.564,331.5,16.13,2.89,0.27,0,878.0107,0,0,0
06/01/2020 23:00,144,18.7,19.37,18.13,49,50.75,46.8,2.15,353.8,15.05,3.31,0.86,0,878.4266,0,0,0
07/01/2020 00:00,145,18.21,19.2,17.53,49.76,52.12,47.11,1.919,348.4,10.05,3.42,0.68,0,878.7259,0,0,0
07/01/2020 01:00,146,18.13,18.53,17.53,46.66,50.45,44.66,1.396,309.1,22.77,2.38,0.23,0,878.611,0,0,0
07/01/2020 02:00,147,17.79,18.44,16.91,45.22,47.56,43.5,2.146,344.3,10.71,3.64,1.12,0,878.4248,0,0,0
07/01/2020 03:00,148,17.2,18.01,16.48,43.75,46.53,41.02,2.422,354.5,8,3.53,1.71,0,878.1288,0,0,0
07/01/2020 04:00,149,16.54,17.48,15.72,41.44,45.61,37.03,2.467,339,10.94,3.81,1.12,0,877.8985,0,0,0
07/01/2020 05:00,150,16.34,17.48,15.81,40.33,42.58,37.3,2.01,345.2,17.02,2.97,0.82,0,878.1234,0,0,0
07/01/2020 06:00,151,16.07,16.63,15.62,38.24,41.73,35.57,2.23,355.8,15.38,3.3,0.67,0,878.0991,0,0,0
07/01/2020 07:00,152,15.06,16.48,14.2,40.87,44.87,36.04,2.094,342.1,17.33,3.41,0.39,0,878.4169,0,0,0
07/01/2020 08:00,153,14.53,15.03,13.89,41.14,45.02,38.03,1.58,343.9,16.3,2.81,0.13,0,879.4338,31.98,95.4,-0.821
07/01/2020 09:00,154,16.21,18.15,14.61,40.67,44.23,37.86,1.759,5.745,28.3,2.74,0.46,0,880.3898,193.9,304.3,96
07/01/2020 10:00,155,20.18,21.93,18.01,35.17,41.36,29.8,1.119,269,76.83,2.88,0.07,0,880.8918,407.6,507.5,304.9
07/01/2020 11:00,156,21.4,22.37,20.82,32.45,34.66,29.07,1.928,208.6,28.21,3.99,0.03,0,880.832,590.8,666.1,507.7
07/01/2020 12:00,157,22.57,23.78,21.37,30.97,33.15,29.44,1.601,198.8,41.57,3.46,0.02,0,880.2023,709.2,769.8,465.5
07/01/2020 13:00,158,25.02,26.1,23.88,25.25,29.41,22.19,1.555,245.1,62.87,4.12,0.03,0,878.9113,802,883,554.7
07/01/2020 14:00,159,26.24,27.1,25.39,20.78,22.39,19.47,1.569,177.5,47.54,5.37,0.11,0,877.9511,742.7,868,451.3
07/01/2020 15:00,160,27.37,28.2,26.39,19.02,21.51,17.22,1.528,220.1,62.76,3.79,0.04,0,877.1653,631.2,764.6,335.9
07/01/2020 16:00,161,28.11,28.72,27.34,15.77,17.8,13,1.919,220.6,57.52,4.83,0.19,0,876.7669,519.5,621.1,416
07/01/2020 17:00,162,28.43,29.44,27.63,13.92,16.4,12.46,1.865,211.8,46.94,3.96,0.17,0,876.7173,308,415.4,200.7
07/01/2020 18:00,163,27.25,27.96,26.22,16.16,17.77,15.04,2.036,255.9,16.81,4.51,0.53,0,876.8661,97.7,199.9,10.25
07/01/2020 19:00,164,24.18,26.41,21.66,21.89,27.37,17.77,3.008,316,21.92,5.4,1.86,0,877.1314,1.242,10.05,-1.846
07/01/2020 20:00,165,21.38,22.98,20.74,29.56,33.24,25.3,3.047,11.03,49.49,6.5,0.59,0,877.7606,0,0,0
07/01/2020 21:00,166,22.57,22.98,21.69,23.52,26.29,22.61,1.9,112.8,56.93,6.41,0.13,0,878.8749,0,0,0
07/01/2020 22:00,167,21.18,22.26,19.27,27.61,32.97,24.35,1.392,8.56,58.27,3.56,0.13,0,879.5099,0,0,0
07/01/2020 23:00,168,18.81,19.47,18.32,33.33,35.32,30.93,2.439,294.7,20.35,3.84,0.53,0,880.1918,0,0,0
08/01/2020 00:00,169,18.62,19.09,18,36.63,38.76,34.95,2.761,272.6,8.2,3.79,1.26,0,880.7815,0,0,0
08/01/2020 01:00,170,17.48,18.34,16.77,41.22,43.6,38.49,2.798,277.1,8.63,4.04,1.34,0,880.7161,0,0,0
08/01/2020 02:00,171,16.72,17.2,15.86,44.16,46.36,42.89,2.968,282.2,12.24,4.47,1.82,0,880.9326,0,0,0
08/01/2020 03:00,172,15.56,16.05,15.24,48.1,48.88,46.57,3.651,299.9,9.67,5.16,1.61,0,880.9021,0,0,0
08/01/2020 04:00,173,15.31,15.72,14.78,49.05,50.49,48.03,3.117,292.1,12.25,4.87,1.23,0,880.9332,0,0,0
08/01/2020 05:00,174,14.58,15.4,13.84,52.9,55.1,49.3,1.266,333.2,84,2.78,0.07,0,881.1127,0,0,0
08/01/2020 06:00,175,13.26,14.27,12.17,57.17,60.66,53.64,2.677,345.3,6.789,3.65,1.4,0,881.5144,0,0,0
08/01/2020 07:00,176,12.42,12.79,12.03,58.46,60.45,55.65,3.046,348.3,9.08,4.13,0.99,0,882.1122,0,0,0
08/01/2020 08:00,177,12.25,13.13,11.6,58.62,60.83,55.79,2.276,354.4,13.06,3.36,0.77,0,882.485,35.17,105.7,0
08/01/2020 09:00,178,15.13,17.69,12.8,51.68,56.98,44.84,1.278,31.91,74.56,3.38,0.04,0,883.04,206.1,309.9,106.1
08/01/2020 10:00,179,18.51,19.26,17.3,41.74,45.92,39.3,0.996,173,49.9,2.97,0.03,0,883.3301,421.7,517.8,310.1
08/01/2020 11:00,180,19.68,20.42,18.78,39.15,41.38,37.08,1.972,179.2,32.98,3.76,0.42,0,883.0629,609,686,518
08/01/2020 12:00,181,21,21.88,19.99,35.24,39.08,32.68,2.03,174.2,38.45,4.35,0.26,0,882.0904,732.5,772.3,684.8
08/01/2020 13:00,182,22.28,23.31,21.45,32.36,34.07,30.5,2.141,203.9,58.79,4.53,0.08,0,880.7901,787,799.6,769.4
08/01/2020 14:00,183,23.67,24.88,22.88,30.19,31.76,28.11,2.114,180.3,62.55,4.32,0.27,0,879.33,776,794,747.3
08/01/2020 15:00,184,25.07,26.15,23.93,27.85,29.54,26,1.579,164.8,76.45,4.1,0.11,0,878.1161,692.9,748.1,630.8
08/01/2020 16:00,185,25.7,26.86,24.82,27.02,28.28,25.32,2.101,231.4,47.39,4.44,0.2,0,877.3666,543,632.2,437
08/01/2020 17:00,186,26.09,26.77,25.4,26.41,27.43,25.32,1.53,158.6,72.81,3.69,0.03,0,876.8267,334.1,436,228
08/01/2020 18:00,187,26.1,26.78,24.93,26.68,28.73,25.56,1.263,167.4,33.52,2.71,0.13,0,876.7387,123,227,30.56
08/01/2020 19:00,188,23.84,25.21,22.52,31.07,34.15,28.32,2.06,249.6,41.15,3.13,0.75,0,876.8616,2.973,30.15,-2.051
