TOA5,TMIX,CR1000,53683,CR1000.Std.31,CPU:TMIX.CR1,25326,hora,,,,,,,,,,
03/01/2017 05:00,54,17.43,17.93,16.88,36.97,39.13,34.5,1.814,321.2,9.52,2.83,0.78,0,876,0,0,0
03/01/2017 06:00,55,17.36,17.73,16.81,38.63,41.25,36.51,1.456,335.9,17.12,2.57,0.73,0,877,0,0,0
03/01/2017 07:00,56,16.87,17.29,16.3,42.28,44.55,40.6,2.176,348.6,9.98,3.24,1.11,0,877,0,0.41,-1.846
03/01/2017 08:00,57,16.4,16.99,15.83,44.97,47.76,42.3,1.996,338,18.21,3.23,0.54,0,878,44.28,128,0.41
03/01/2017 09:00,58,19.18,21.81,16.51,38.62,45.88,32.35,0.76,350.1,66.01,2.38,0.02,0,878,230.9,334.5,128.8
03/01/2017 10:00,59,21.29,22.22,20.37,36.04,39.81,31.82,1.044,173.1,41.96,2.55,0.16,0,879,422.9,522,335.5
03/01/2017 11:00,60,22.87,23.74,22.05,30.06,32.64,27.57,1.858,180.5,23.49,3.68,0.22,0,879,592.3,648.9,523.2
03/01/2017 12:00,61,24.26,25.14,23.3,28.59,30.12,27.19,2.103,168.5,28.23,4.69,0.46,0,878,701.9,746.5,637.8
03/01/2017 13:00,62,25.84,26.76,24.79,25.73,28.76,23.48,2.565,176.2,29.89,4.97,0.13,0,877,751.1,764.5,739.1
03/01/2017 14:00,63,27.25,28.69,26.14,22.74,25.38,20.34,1.78,200.5,52.55,4.32,0.08,0,876,681.9,743.8,607.1
03/01/2017 15:00,64,28.06,29.09,27.63,20.88,22.18,19.56,2.445,175.5,30.77,5.52,0.4,0,874,574.8,641,516.8
03/01/2017 16:00,65,28.69,29.51,27.9,19.41,20.82,17.93,1.877,174.4,35.67,4.42,0.25,0,874,401,523.4,243.5
03/01/2017 17:00,66,28.88,29.61,28.38,19.3,20.38,18.03,1.751,143,41.91,3.23,0.08,0,874,220.2,317.2,129.1
03/01/2017 18:00,67,27.96,28.58,27.1,20.91,22.29,19.36,1.156,108.2,20.66,2.36,0.32,0,874,67.41,132.8,13.94
03/01/2017 19:00,68,25.88,27.21,24.06,25.55,30.16,22.26,1.135,348.3,62.14,3.88,0.01,0,874,0.058,13.53,-2.255
03/01/2017 20:00,69,22.6,24.26,21.58,32.97,35.2,29.24,3.063,345.1,8.08,4.06,1.24,0,875,0,0.205,-1.435
03/01/2017 21:00,70,21.41,21.85,21.04,35.28,35.85,34.59,2.53,340.2,10.02,3.45,0.92,0,875,0,0,0
03/01/2017 22:00,71,21.01,21.35,20.61,35.2,36.33,34.18,1.854,350.3,26.7,3.8,0.5,0,876,0,0,0
03/01/2017 23:00,72,20.37,21.29,19.63,36.74,39.54,34.25,1.765,2.761,18.18,2.9,0.65,0,876,0,0,0
04/01/2017 00:00,73,19.91,20.55,19.19,37.67,41.58,33.92,1.649,311.6,78.2,3.69,0.1,0,876,0,0,0
04/01/2017 01:00,74,19.68,20.45,19.19,36.89,39.16,31.87,1.731,332.5,10.19,2.91,0.78,0,876,0,0,0
04/01/2017 02:00,75,19.9,20.96,18.68,31.12,35.93,26.15,2.245,342,17.33,3.8,0.86,0,876,0,0.205,-2.461
04/01/2017 03:00,76,18.68,19.49,18.16,31.74,33.92,28.81,1.998,337.4,19.44,3.5,0.61,0,876,0,0,0
04/01/2017 04:00,77,18.26,19.49,17.14,32.4,37.56,27.96,2.634,346.6,9.81,3.77,1.53,0,876,0,0.205,-2.256
04/01/2017 05:00,78,17.58,18.13,17.05,35.85,38.93,33.61,2.805,347.8,8.27,3.37,1.9,0,876,0,0,0
04/01/2017 06:00,79,17.12,17.83,16.64,37.84,41.18,33.51,2.146,336,14.06,3.34,0.38,0,876,0,0,0
04/01/2017 07:00,80,16.94,17.7,16.03,38.35,42.92,34.88,1.574,342.6,13.63,2.41,0.38,0,876,0,1.026,-1.641
04/01/2017 08:00,81,15.82,16.34,15.36,44.91,46.57,42.82,2.177,336.7,13.59,4,0.47,0,877,36.01,100.9,0.41
04/01/2017 09:00,82,18.4,21.54,16.24,40.47,44.59,33.95,2.032,358.3,47.94,3.26,0.06,0,878,225.9,348.1,96.8
04/01/2017 10:00,83,21.8,23,21.16,33.08,35.59,28.69,1.08,160.4,28.57,2.52,0.28,0,878,438.6,538,347.7
04/01/2017 11:00,84,23.39,24.42,22.29,28.25,30.57,26.2,1.241,192.2,48.45,2.76,0.04,0,878,609.4,689.5,522
04/01/2017 12:00,85,24.6,25.81,23.74,25.86,27.5,24.23,1.743,176.8,41.06,3.78,0.09,0,877,730.6,770.3,677.2
04/01/2017 13:00,86,25.7,26.44,24.75,24.08,26.17,22.11,2.007,198.4,41.37,4.12,0.07,0,876,766.4,810,667.8
04/01/2017 14:00,87,27.27,28.14,26.1,20.52,23.65,18.88,1.561,187.2,58.22,4.87,0.08,0,874,650.1,755.4,370.1
04/01/2017 15:00,88,27.91,28.79,26.95,18.4,20.31,16.67,1.462,145.7,58.24,3.21,0.04,0,873,619.4,692,538.1
04/01/2017 16:00,89,28.86,29.84,28.14,17.95,19.8,15.38,1.325,138.6,93.7,3.1,0.09,0,873,438.1,538.5,319.7
04/01/2017 17:00,90,28.98,29.61,28.31,19.94,21.19,18.44,1.327,164.9,39.01,3.33,0.02,0,872,215.9,318.6,155.7
04/01/2017 18:00,91,28.3,29.06,27.17,21.49,23.55,19.8,1.206,158.5,26.85,2.41,0.23,0,872,74.89,155.3,12.71
04/01/2017 19:00,92,25.81,27.2,23.92,26.26,31.18,23.28,1.455,22.54,41.54,3.48,0.58,0,873,0.434,12.3,-1.845
04/01/2017 20:00,93,22.88,23.92,22.39,32.52,33.9,30.63,3.212,344.5,7.826,4.47,1.28,0,873,0,0.205,-1.435
04/01/2017 21:00,94,21.99,22.53,21.51,33.84,35,32.75,1.945,350.4,16.66,3.94,0.37,0,874,0,0,0
04/01/2017 22:00,95,21.24,21.72,20.78,35.25,36.94,34.28,1.709,341.6,14.02,2.62,0.31,0,874,0,0,0
04/01/2017 23:00,96,20.71,21.02,20.07,37.31,41,35.68,2.016,347.7,38.27,3.35,0.1,0,875,0,0,0
05/01/2017 00:00,97,20.39,20.96,19.63,37.9,41.92,34.46,1.25,26.47,48.4,2.72,0.06,0,875,0,0,0
05/01/2017 01:00,98,19.17,19.9,18.68,44.07,46.01,41.1,2.78,344.6,6.962,3.98,1.23,0,875,0,0,0
05/01/2017 02:00,99,19.05,19.66,18.33,42.73,46.82,37.29,1.412,0.351,40.37,3.87,0.03,0,875,0,0,0
05/01/2017 03:00,100,18.03,18.47,17.55,47.23,49.89,41.04,3.025,347.7,8.28,4.13,1.72,0,875,0,0,0
05/01/2017 04:00,101,18.03,18.47,17.48,44.63,47.61,41.82,2.435,342.8,14.26,4,1.19,0,874,0,0,0
05/01/2017 05:00,102,18.11,18.78,17.53,39.29,44.21,34.53,1.72,339,8.99,2.61,0.61,0,874,0,0,0
05/01/2017 06:00,103,17.62,18.14,17.19,40.36,42.4,37.33,1.887,348.3,7.281,2.99,0.7,0,875,0,0,0
05/01/2017 07:00,104,16.72,17.53,16.03,44.13,49.42,38.28,3.02,338.8,4.025,3.55,2.11,0,875,0,0,0
05/01/2017 08:00,105,16.18,16.92,15.69,48.36,50.52,44.66,2.458,343.1,4.79,3.47,1.63,0,875,42.07,125.1,-0.615
05/01/2017 09:00,106,19.21,21.4,16.89,38.85,45.65,32.83,0.804,129.9,94,2.34,0.01,0,876,230.7,337.6,125.5
05/01/2017 10:00,107,21.6,22.76,20.1,33.65,37.42,30.53,1.002,162.8,22.18,2.61,0.26,0,877,431.4,519.7,338
05/01/2017 11:00,108,23.06,23.84,22.39,31.71,34.51,29.92,1.808,170.1,34.49,4.13,0.15,0,876,606,697.3,520.5
05/01/2017 12:00,109,24.09,25,23.06,34.09,35.36,32.87,1.856,134.6,33.76,4.16,0.12,0,876,736.6,770.3,692.8
05/01/2017 13:00,110,25.58,27.16,24.65,31.38,34.3,27.73,1.58,163.7,56.83,3.81,0.08,0,875,763.9,784.2,739.5
05/01/2017 14:00,111,27.17,27.94,26.03,27.31,29.32,25.24,1.567,165.9,70.07,4.09,0.01,0,873,711.5,744.4,677.5
05/01/2017 15:00,112,28.33,29.16,27.39,24.55,25.96,23.2,1.462,149.9,72.15,3.76,0.08,0,872,609.6,681.4,535.6
05/01/2017 16:00,113,28.94,29.74,28.21,23.25,24.9,21.98,1.58,171.7,73.47,4.12,0.02,0,871,449.9,534.8,341.2
05/01/2017 17:00,114,29.28,30.28,28.72,23.34,24.77,21.33,1.6,156.1,57.26,3.32,0.05,0,871,234.7,340.6,168
05/01/2017 18:00,115,29,29.78,28.12,25.64,28.51,23.37,1.058,166.4,31.78,2.37,0.07,0,871,83.9,167.6,16.6
05/01/2017 19:00,116,26.65,28.15,25.1,31.38,34.54,28.24,0.727,94.7,66.64,1.24,0.09,0,871,1.194,16.4,-1.845
05/01/2017 20:00,117,23.84,25.2,23.04,37.06,38.8,34.1,3.095,344,9.65,4.41,0.85,0,872,0,0,0
05/01/2017 21:00,118,22.71,23.31,22.26,39.35,40.33,37.64,2.025,343.7,11.96,4.43,0.42,0,872,0,0,0
05/01/2017 22:00,119,22,22.43,21.28,41.11,43.61,39.69,1.539,332.2,13.6,3.08,0.42,0,873,0,0,0
05/01/2017 23:00,120,21.25,21.92,20.6,43.84,46.06,41.7,1.157,341.5,19.77,3.14,0.33,0,873,0,0,0
06/01/2017 00:00,121,20.86,21.39,19.96,46.19,49.81,44.06,1.787,345.6,13.19,3.6,0.88,0,873,0,0,0
06/01/2017 01:00,122,20.65,21.19,19.93,48.63,51.14,46.54,2.14,305.8,27.63,3.66,0.97,0,873,0,0,0
06/01/2017 02:00,123,19.11,20,18.54,54.23,56.33,51.14,2.54,337.7,10.9,3.68,1.3,0,873,0,0.205,-1.436
06/01/2017 03:00,124,18.79,19.12,18.47,55.88,56.97,55,1.796,353.4,22.85,3.01,0.31,0,873,0,0,0
06/01/2017 04:00,125,18.27,18.81,17.62,56.86,59.49,54.73,2.714,341.5,4.425,3.77,1.96,0,873,0,0,0
06/01/2017 05:00,126,17.68,18.33,16.94,58.7,61.03,56.67,2.661,346,4.915,3.49,1.99,0,873,0,0,0
06/01/2017 06:00,127,16.91,17.32,16.5,61.16,62.6,59.54,2.818,339.2,6.779,3.53,1.93,0,873,0,0,0
06/01/2017 07:00,128,16.96,17.6,16.47,61.35,63.35,58.62,2.558,340.6,7.008,3.52,1.7,0,874,0,0,0
06/01/2017 08:00,129,16.53,17.25,16.13,63.87,65.5,60.52,2.397,347.3,5.683,3.19,1.71,0,875,35.63,107.1,-0.615
06/01/2017 09:00,130,18.74,21.09,16.81,57.92,63.42,50.37,1.034,335.6,79.27,2.43,0.01,0,876,208.5,308.9,107.5
06/01/2017 10:00,131,22.29,22.97,21.09,44.62,50.23,42.61,0.792,161.4,66.28,2.03,0.03,0,876,401.9,494,309.3
06/01/2017 11:00,132,22.88,23.34,22.45,47.17,51.86,42.68,1.645,180.6,38.03,3.76,0.33,0,876,574,656.3,494.8
06/01/2017 12:00,133,23.45,24.22,22.89,48.52,51.56,45.5,1.943,193.4,39.28,4.43,0.17,0,876,699.3,732.9,651.4
06/01/2017 13:00,134,25.07,26.08,24.15,42,46.15,38.65,1.836,210.4,56.36,4.03,0.04,0,875,742.8,756.3,726.2
06/01/2017 14:00,135,26.72,27.8,25.5,34.87,39.91,32.25,1.429,165.9,58.77,3.7,0.11,0,874,699.6,731.3,653.7
06/01/2017 15:00,136,27.55,28.18,26.95,32.99,34.29,31.64,2.26,195.6,48.19,4.44,0.23,0,873,600.1,656.2,526.2
06/01/2017 16:00,137,28.33,29.09,27.63,30.21,32.46,28.24,1.965,156.3,55.34,4.3,0.03,0,872,445.9,526.2,340.2
06/01/2017 17:00,138,28.67,29.09,28.31,28.91,30.72,27.11,2.138,156.3,33.08,4.19,0.66,0,872,230.5,339,168.9
06/01/2017 18:00,139,28.19,29.2,27.37,30.09,31.54,28.27,1.567,182.1,20.81,2.85,0.21,0,872,85,168.9,17.42
06/01/2017 19:00,140,26.68,27.41,25.82,33.21,35.19,31.03,0.82,214.6,51.81,1.99,0.04,0,873,1.421,17.22,-1.845
06/01/2017 20:00,141,24.28,25.85,23.07,40.34,43.94,35.05,2.708,337.7,6.543,3.76,0.43,0,874,0,0,0
06/01/2017 21:00,142,22.91,23.38,22.59,44.08,44.66,43.26,2.233,337,12.61,3.89,0.71,0,874,0,0,0
06/01/2017 22:00,143,22.19,22.73,21.75,45.9,47.59,44.05,1.661,3.032,17.06,2.5,0.84,0,875,0,0,0
06/01/2017 23:00,144,21.77,22.54,21.21,47.62,49.36,45.34,1.548,321.9,41.9,2.76,0.14,0,876,0,0,0
07/01/2017 00:00,145,21.17,21.59,20.67,49.46,51.71,47.25,1.914,354.4,15.95,3.01,0.24,0,876,0,0,0
07/01/2017 01:00,146,21.11,21.8,20.54,50.2,52.84,47.33,1.93,350.5,12.1,2.9,0.84,0,876,0,0,0
07/01/2017 02:00,147,19.76,20.78,18.97,55.74,58.6,52.6,1.998,335.4,20.78,3.28,0.17,0,876,0,0,0
07/01/2017 03:00,148,19.17,19.7,18.44,54.99,58.54,52.68,1.538,345.1,9.97,2.54,0.48,0,876,0,0,0
07/01/2017 04:00,149,18.37,19.12,17.96,58.65,61.4,54.59,2.022,350,8.75,3.4,1.01,0,876,0,0,0
07/01/2017 05:00,150,18.11,18.44,17.82,60.1,62.35,53.77,2.125,350.9,6.195,3.65,0.99,0,877,0,0,0
07/01/2017 06:00,151,18.04,18.54,17.59,53.6,56.8,50.64,2.149,344.5,12.25,3.59,0.78,0,877,0,0,0
07/01/2017 07:00,152,18.14,18.61,17.52,51.26,53.5,49.62,2.173,342.8,10.42,3.05,1.22,0,878,0,0,0
07/01/2017 08:00,153,18.07,18.68,17.48,55.22,57.45,51.76,2.108,347.6,8.39,2.9,1.38,0,879,29.27,93.5,-0.41
07/01/2017 09:00,154,19.12,20.04,18.44,56.23,57.42,54.15,1.019,10.83,36.75,2.91,0.11,0,880,65.71,100.9,49.84
07/01/2017 10:00,155,20.63,21.45,19.7,54.04,58.1,48.65,0.871,186.6,91.8,2.48,0.05,0,881,169.5,321.3,92.7
07/01/2017 11:00,156,22.56,23.58,21.14,41.06,50.14,35.53,1.73,201.8,21.24,3.41,0.35,0,881,555.8,653,312.9
07/01/2017 12:00,157,24.08,24.73,23.33,34.01,37.37,32.26,2.16,202.3,40.53,4.69,0.22,0,881,699.7,743.6,653.4
07/01/2017 13:00,158,24.88,26.01,23.77,32.25,34.78,29.64,2.196,232.7,44.73,4.46,0.18,0,880,738.1,751,726.4
07/01/2017 14:00,159,26.11,26.88,25.36,29.98,31.92,28.75,1.793,138,83,4.52,0.05,0,879,696.1,729.7,638.6
07/01/2017 15:00,160,27.01,27.57,26.51,28.99,30.11,28.17,1.993,79.89,82.7,4.81,0.11,0,878,621.3,730.8,323.8
07/01/2017 16:00,161,27.69,28.65,26.95,27.77,29.29,26.3,1.408,135.8,48.99,3.41,0.04,0,877,346.3,679.5,212.3
07/01/2017 17:00,162,28.08,29.06,27.37,26.07,27.18,24.5,1.151,234.8,63.81,2.27,0.04,0,877,201.1,335.7,84.9
07/01/2017 18:00,163,26.69,27.5,26.09,28.86,31.44,26.51,1.196,46.38,47.96,2.45,0.07,0,877,50.07,134.5,12.71
07/01/2017 19:00,164,25.42,26.12,24.46,27.58,31.75,26.2,3.984,107.9,15.83,9.28,1.15,0,878,1.409,12.71,-1.025
07/01/2017 20:00,165,23.59,24.56,22.7,30.38,31.96,28.62,3.089,75.21,26.75,9.37,0.35,0,880,0,0,0
07/01/2017 21:00,166,22.03,22.87,21.11,33.23,35.23,31.55,2.859,67.57,24.07,6.1,0.49,0,881,0,0,0
07/01/2017 22:00,167,20.58,21.34,19.55,36.87,39.46,34.83,2.165,163,43.94,4.37,0.12,0,882,0,0,0
07/01/2017 23:00,168,19.28,19.65,19.02,39.91,40.66,39.22,2.178,186.4,21.75,4.34,0.11,0,883,0,0,0
08/01/2017 00:00,169,18.72,19.19,18.1,40.67,42.53,39.6,1.997,192.8,19.48,4.57,0.56,0,883,0,0,0
08/01/2017 01:00,170,17.66,18.2,16.91,43.88,47.48,41.68,1.722,203.6,31.48,4.26,0.25,0,883,0,0,0
08/01/2017 02:00,171,16.42,17.02,15.86,47.67,49.42,46.08,2.612,274.9,12.06,4.58,1.28,0,883,0,0,0
08/01/2017 03:00,172,15.92,16.2,15.73,48.7,49.22,48.1,3.226,294,11.03,4.48,1.91,0,883,0,0,0
08/01/2017 04:00,173,15.43,15.8,15.08,50.16,51.47,48.99,2.708,293.8,12.38,4.22,1.59,0,883,0,0,0
08/01/2017 05:00,174,14.46,15.08,13.96,54.4,56.34,51.44,1.211,6.595,48.63,2.61,0.03,0,884,0,0,0
08/01/2017 06:00,175,13.39,14.2,12.8,58.43,60.64,55.32,2.23,338,14.91,4.49,0.08,0,884,0,0,0
08/01/2017 07:00,176,13.45,13.69,13.04,57.31,59.75,56.45,2.547,304.5,13.73,3.83,0.99,0,885,0,0,0
08/01/2017 08:00,177,13.24,13.66,12.71,58,60.61,56.35,1.402,317.6,25.99,2.59,0.21,0,886,36.18,111.2,-0.616
08/01/2017 09:00,178,14.46,16.11,13.19,53.13,58.88,46.33,1.588,341,21.85,2.66,0.38,0,887,206.6,320.4,112
08/01/2017 10:00,179,17.18,18.1,15.94,42.32,46.94,39.37,1.956,272.2,54.32,4.5,0.16,0,887,443.6,554.9,321.9
08/01/2017 11:00,180,17.89,18.55,17.29,41.33,43.27,39.53,2.751,183.2,26.75,5.51,0.54,0,886,633.6,711.5,557.4
08/01/2017 12:00,181,19.1,20.48,18.08,38.16,41.12,34.14,2.725,171.5,29.94,5.24,0.19,0,886,754.4,777.5,711.5
08/01/2017 13:00,182,20.99,22.21,19.9,33.16,35.84,30.42,1.733,148.2,90.3,4.17,0.13,0,884,779.7,794.5,755.5
08/01/2017 14:00,183,22.37,23.43,21.19,30.21,32.7,27.94,1.489,47.02,66.53,4.68,0.03,0,883,722,767,674.7
08/01/2017 15:00,184,23.95,24.86,23.09,26.28,28.79,24.02,1.865,175.4,55.22,5.05,0.06,0,882,622.9,678.4,564.1
08/01/2017 16:00,185,24.51,25.6,23.66,23.67,26.23,20.89,1.896,128.9,55.4,4.63,0.05,0,881,471,566.9,362.4
08/01/2017 17:00,186,25.27,26.28,24.68,21.87,23.95,20.08,1.48,146.6,50.31,3.75,0.01,0,880,245.7,364.6,173.4
08/01/2017 18:00,187,24.72,25.34,24.05,22.5,23.99,21.17,1.572,155.6,30.11,4.82,0.33,0,881,91.3,172.6,19.27
08/01/2017 19:00,188,22.54,24.08,21.48,25.45,27.61,23.21,3.011,120.7,17.15,5.9,0.44,0,881,1.785,18.86,-2.255
08/01/2017 20:00,189,21.19,21.55,20.63,27.65,28.77,26.72,2.883,116.2,18.56,7.62,0.29,0,882,0,0,0
08/01/2017 21:00,190,19.94,20.8,19.02,29.95,31.87,28.16,3.351,105.6,25.04,9.43,0.25,0,883,0,0,0
08/01/2017 22:00,191,18.6,19.12,18.13,32.97,34.12,31.81,1.829,83,60.92,5.8,0.03,0,884,0,0,0
08/01/2017 23:00,192,17.4,18.27,16.3,35.99,39.68,33.65,2.289,273.4,68.71,3.93,0.25,0,885,0,0,0
09/01/2017 00:00,193,15.78,16.33,15.19,41.27,43.47,39.17,2.546,263.1,12.11,3.93,1.27,0,885,0,0,0
09/01/2017 01:00,194,14.68,15.29,14.23,45.13,46.4,43.16,3.325,292.5,10.79,4.75,1.96,0,884,0,0,0
09/01/2017 02:00,195,14.08,14.3,13.86,46.93,47.59,46.26,3.027,288.8,11.95,4.35,1.38,0,884,0,0,0
