TOA5,TMIX,CR1000,53683,CR1000.Std.25,CPU:TMIX.CR1,52041,hora,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,pC,pC,pC,%,%,%,m/s,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
20/11/2016 14:00,4484,24.57,26.18,23.74,29.21,31.99,26.23,2.363,244.8,4.9,0.17,0,879,845,894,750.6
20/11/2016 15:00,4485,26.15,27.23,25.09,26.88,29.5,24.8,1.672,220,4.32,0.04,0,878,650.1,821,334.8
20/11/2016 16:00,4486,25.77,27.13,25.16,27.79,29.77,24.97,1.803,279.3,4.31,0.15,0,877,297.2,657.4,193.4
20/11/2016 17:00,4487,25.35,25.85,24.93,28.93,30.66,27.39,2.445,275.3,3.86,0.28,0,877,213,424.4,129.3
20/11/2016 18:00,4488,24.69,25.07,23.81,31.05,34.27,29.13,2.381,276.7,3.62,0.82,0,877,61.39,125,3.361
20/11/2016 19:00,4489,23.28,23.95,22.56,36.73,42.78,33.08,1.765,317.8,3.22,0.12,0,877,0.165,3.137,0
20/11/2016 20:00,4490,22.68,23.21,22.02,41.46,46.66,37.68,1.324,47.07,4.34,0.24,0,878,0,0,0
20/11/2016 21:00,4491,22.01,22.26,21.65,40.39,45.92,35.27,2.615,121.5,6.65,0.17,0,879,0,0,0
20/11/2016 22:00,4492,21.19,21.92,19.95,37.55,43.4,34.76,2.123,89.8,9.56,0.19,0,880,0,0,0
20/11/2016 23:00,4493,19.53,20.36,18.27,44.69,50.47,40.92,1.046,257,2.85,0.09,0,880,0,0,0
21/11/2016 00:00,4494,17.38,18.4,16.12,53.65,59.36,48.7,2.243,304,3.25,1.19,0,880,0,0,0
21/11/2016 01:00,4495,16.41,16.81,15.82,56.57,59.5,53.98,2.089,312.5,3.49,1.02,0,880,0,0,0
21/11/2016 02:00,4496,15.57,16.03,14.95,60.09,63.8,58.04,1.841,4.663,3.23,1.08,0,880,0,0,0
21/11/2016 03:00,4497,15.02,15.66,14.37,61.51,64.69,59,2.184,351.3,2.89,1.32,0,879,0,0,0
21/11/2016 04:00,4498,14.33,14.61,13.89,63.82,65.68,61.73,2.091,350.7,3.47,0.99,0,879,0,0,0
21/11/2016 05:00,4499,13.74,14.2,13.45,63.4,64.52,62.34,2.475,342.1,3.96,1.59,0,879,0,0,0
21/11/2016 06:00,4500,13.26,13.76,12.7,64.03,66.02,62.44,2.486,325.6,3.33,1.56,0,879,0,0,0
21/11/2016 07:00,4501,13.18,13.79,12.53,62.05,64.96,59.17,2.077,335.9,3.26,0.65,0,880,2.198,15.7,0
21/11/2016 08:00,4502,13.74,15.87,12.53,60.17,65,51.71,1.456,337.5,2.73,0.25,0,880,145.4,269.8,17.05
21/11/2016 09:00,4503,17.25,18.37,15.83,47.41,52.84,41.99,1.404,234.2,2.51,0.24,0,881,389,515.9,209.2
21/11/2016 10:00,4504,18.68,19.55,18.02,44.06,46.5,41.67,1.586,168.5,3.67,0.04,0,881,622.7,720.6,516.2
21/11/2016 11:00,4505,19.7,20.48,18.92,40.68,42.82,38.53,1.81,190.6,3.91,0.09,0,880,808,873,720.4
21/11/2016 12:00,4506,21.34,22.24,20.11,37.61,40.95,34.85,1.595,186.4,4.49,0.11,0,879,900,921,861
21/11/2016 13:00,4507,22.5,24.25,21.36,34.2,38.42,30.32,1.65,210.3,4.39,0.06,0,878,915,929,893
21/11/2016 14:00,4508,23.52,24.15,22.55,31.67,33.42,30.39,2.249,202.9,4.57,0.08,0,877,841,896,776.2
21/11/2016 15:00,4509,24.47,25.64,23.5,29.86,32.06,27.94,2.046,183.9,5.4,0.16,0,876,690.1,775.3,596.5
21/11/2016 16:00,4510,24.72,25.36,24.17,29.1,30.62,27.15,2.188,182.7,4.75,0.1,0,875,483.6,595.6,365
21/11/2016 17:00,4511,25.54,26.56,24.85,26.77,28.68,24.3,1.515,212.4,3.46,0.17,0,875,248.3,364.1,140.7
21/11/2016 18:00,4512,24.34,25.68,23.3,28.11,30.02,26,1.705,267.3,2.89,0.52,0,875,55.64,140.3,2.465
21/11/2016 19:00,4513,21.44,23.4,19.44,37.94,46.16,29.64,2.475,317.1,4.88,0.8,0,875,0.113,2.465,0
21/11/2016 20:00,4514,19.13,19.51,18.64,47.02,49.89,45.14,1.954,335.6,4.22,0.18,0,876,0,0,0
21/11/2016 21:00,4515,18.38,19.08,17.65,50.6,53.64,47.1,2.473,324.7,3.93,1.59,0,876,0,0,0
21/11/2016 22:00,4516,17.81,18.71,17.18,51.27,54.38,47.23,2.228,351.2,3.55,1.02,0,877,0,0,0
21/11/2016 23:00,4517,18,18.4,17.55,48.77,51.22,46.52,2.482,6.11,4.53,1.22,0,877,0,0,0
22/11/2016 00:00,4518,18.31,18.74,17.65,43.19,47.71,40.15,2.472,8.3,4.8,0.83,0,877,0,0,0
22/11/2016 01:00,4519,17.22,17.69,16.64,46.71,49.46,44.51,1.021,250.2,2.63,0.31,0,877,0,0,0
22/11/2016 02:00,4520,16.1,17.22,15.39,50.48,54.57,45.13,2.031,338.1,3.13,1.1,0,877,0,0,0
22/11/2016 03:00,4521,15.43,16,14.71,54.21,58.08,51.54,2.064,354.3,3,0.99,0,876,0,0,0
22/11/2016 04:00,4522,14.56,15.22,14.03,58.42,60.71,54.95,2.475,348.6,3.68,0.89,0,876,0,0,0
22/11/2016 05:00,4523,14.46,15.29,13.69,58.78,62.27,55.15,2.045,341.9,2.88,0.79,0,876,0,0,0
22/11/2016 06:00,4524,13.63,14.4,13.07,61.09,63.57,58.49,1.36,326.4,2.9,0.48,0,876,0,0,0
22/11/2016 07:00,4525,13.08,13.59,12.5,62.32,64.25,60.64,2.414,344.3,3.38,1.04,0,877,2.001,14.58,0
22/11/2016 08:00,4526,13.68,15.56,12.6,58.95,64.39,51.51,1.62,344,2.9,0.32,0,878,136.4,261.7,14.8
22/11/2016 09:00,4527,17.97,18.98,15.53,45.28,52.53,41.73,0.664,157.3,1.61,0.02,0,878,379.8,503.1,205
22/11/2016 10:00,4528,19.32,19.74,18.98,37.72,42.74,32.3,1.744,174,3.62,0.13,0,878,608.2,700.5,504
22/11/2016 11:00,4529,20.14,21.64,19.33,34.64,37.17,31.04,1.904,195.4,4.02,0.12,0,878,784.5,848,702
22/11/2016 12:00,4530,21.48,22.28,20.45,33.04,34.99,30.02,2.458,175.3,4.97,0.21,0,877,885,912,849
22/11/2016 13:00,4531,23.32,24.35,21.97,28.6,32.74,25.76,1.979,207.7,4.53,0.12,0,876,902,914,878
22/11/2016 14:00,4532,24.68,25.87,23.64,25.39,27.53,21.81,1.538,197.3,4.12,0.15,0,875,827,879,763.2
22/11/2016 15:00,4533,25.28,26.07,24.81,24.85,27.18,23.85,1.699,110.6,4.24,0.08,0,874,677.8,762.7,570.9
22/11/2016 16:00,4534,25.86,26.92,25.11,24.02,25.68,22.15,1.858,141.5,3.51,0.05,0,873,467,570.2,350.9
22/11/2016 17:00,4535,26.14,26.72,25.57,23.33,24.74,22.01,1.482,145.6,2.84,0.05,0,873,232.5,350,125.9
22/11/2016 18:00,4536,25.24,26.18,23.81,26.36,32.09,23.21,0.921,166.8,1.97,0.03,0,873,47.4,125.3,1.12
22/11/2016 19:00,4537,22.12,23.84,19.84,35.65,45.37,29.74,1.496,339.4,4.54,0.01,0,874,0.071,1.12,0
22/11/2016 20:00,4538,19.58,20.53,18.83,46.01,48.55,42.45,2.863,339.1,4.33,1.26,0,874,0,0,0
22/11/2016 21:00,4539,18.46,18.97,18.1,50.06,51.32,47.77,2.176,343.6,3.24,0.9,0,875,0,0,0
22/11/2016 22:00,4540,17.83,18.3,17.21,52.35,54.79,50.43,2,345.7,3.21,0.16,0,875,0,0,0
22/11/2016 23:00,4541,17.53,18,17.14,52.51,54.52,49.99,1.995,347.7,3.42,0.55,0,876,0,0,0
23/11/2016 00:00,4542,18,18.51,17.63,48.52,51.02,45.02,1.23,319.8,1.77,0.6,0,876,0,0,0
23/11/2016 01:00,4543,17.3,18.07,16.37,48.59,52.18,45.57,2.626,332,4.53,0.84,0,876,0,0,0
23/11/2016 02:00,4544,16.73,17.83,15.96,48.68,52.66,43.12,2.719,345.7,4.44,1.14,0,875,0,0,0
23/11/2016 03:00,4545,16.43,17.33,15.65,49.32,54.05,44.31,2.365,333.4,3.39,1.23,0,875,0,0,0
23/11/2016 04:00,4546,15.86,17.05,15.25,51.51,53.99,46.49,1.996,339.8,3.07,1,0,875,0,0,0
23/11/2016 05:00,4547,15.49,16.24,14.85,52.24,56.41,47.9,2.225,338.8,3.22,1.24,0,875,0,0,0
23/11/2016 06:00,4548,14.43,15.39,13.72,56.08,59.92,51.34,2.498,339.3,3.56,0.54,0,876,0,0,0
23/11/2016 07:00,4549,14.57,15.05,13.72,54.67,59.72,50.66,2.11,337.7,3.21,0.88,0,876,1.696,13.46,0
23/11/2016 08:00,4550,14.74,15.87,13.79,55.27,58.76,51.68,2.171,340.1,3.1,1.37,0,877,126.3,251.4,13.46
23/11/2016 09:00,4551,18.18,19.49,15.77,47.61,53.04,41.1,0.992,174.6,2.45,0.04,0,877,359.1,487.8,206.3
23/11/2016 10:00,4552,20.02,20.79,19.44,40.07,44.13,37.28,1.546,184.1,3.06,0.17,0,877,591.3,697.5,489.6
23/11/2016 11:00,4553,21.37,22.62,20.21,36.34,41.08,33.28,1.422,181.6,3.29,0.16,0,877,775.7,849,698
23/11/2016 12:00,4554,22.73,23.88,21.9,32.18,34.88,29.81,1.765,179.3,4.45,0.03,0,877,874,903,842
23/11/2016 13:00,4555,23.95,25.06,22.92,30.12,33.72,27.5,1.923,178.9,4.7,0.1,0,876,892,907,868
23/11/2016 14:00,4556,25.63,26.95,24.18,26.03,29.26,22.69,1.503,193.7,3.62,0.11,0,875,829,869,766.2
23/11/2016 15:00,4557,26.53,27.5,25.62,23.64,25.89,21.6,1.793,145.4,4,0.16,0,874,682.4,766.7,582.5
23/11/2016 16:00,4558,27.63,28.72,26.75,22.24,24.12,20.65,1.448,173.1,3.08,0.06,0,873,473,587,352.2
23/11/2016 17:00,4559,26.36,27.26,25.88,25.18,27.12,22.93,1.878,180.7,3.43,0.67,0,873,176.5,353.5,96.8
23/11/2016 18:00,4560,25.74,26.53,24.01,27.78,33.42,24.71,0.818,155.8,1.95,0.01,0,873,41.93,98.6,1.569
23/11/2016 19:00,4561,22.33,24.05,21.23,37.43,42.04,31.34,2.622,341.8,3.65,1.28,0,874,0.46,4.481,0
23/11/2016 20:00,4562,20.74,21.51,19.91,41.1,44.29,37.27,2.717,336.5,3.81,0.75,0,875,0,0,0
23/11/2016 21:00,4563,20.01,20.91,19.35,42.51,46.65,39.32,2.883,335.4,4.51,1.51,0,875,0,0,0
23/11/2016 22:00,4564,20.1,20.88,19.49,38.51,43.18,34.22,1.648,354.9,4.13,0.38,0,876,0,0,0
23/11/2016 23:00,4565,20.06,21.4,19.29,38.18,42.6,32.79,1.446,66.43,3.31,0.04,0,877,0,0,0
24/11/2016 00:00,4566,19.29,20.75,18.23,41.8,46.69,35.86,2.16,266.4,4.38,0.06,0,877,0.002,0.224,0
24/11/2016 01:00,4567,18.4,18.78,18.03,42.27,46.31,39.23,2.805,240.7,5.2,1.4,0,878,0,0,0
24/11/2016 02:00,4568,18.31,19.02,17.69,40.28,42.77,35.86,2.613,250.9,4.29,1.43,0,878,0,0,0
24/11/2016 03:00,4569,15.87,17.76,14.7,50.89,56.2,41.21,2.786,313.9,3.76,1.5,0,878,0,0,0
24/11/2016 04:00,4570,15.11,15.66,14.68,53.98,56.07,50.76,3.384,320.5,4.52,2.34,0,878,0,0,0
24/11/2016 05:00,4571,14.51,15.53,14.06,55.87,58.08,51.2,3.054,325.8,3.97,2.28,0,878,0.004,0.224,0
24/11/2016 06:00,4572,14.05,14.68,13.45,56.92,59.17,53.93,2.887,331.4,4.4,1.67,0,879,0,0,0
24/11/2016 07:00,4573,13.39,13.99,12.6,59.2,62.61,56.17,2.713,331.7,4.01,1.64,0,879,1.681,11.89,0
24/11/2016 08:00,4574,14.2,15.6,13.21,55.96,59.79,51.58,2.541,310.4,4.46,0.92,0,880,109.3,226.7,11.89
24/11/2016 09:00,4575,16.97,17.76,15.53,46.04,52.02,41.44,1.942,271.2,3.33,0.52,0,881,345.6,466.4,202.3
24/11/2016 10:00,4576,18.25,18.83,17.52,41.77,44.1,40.14,1.995,224.4,4.76,0.27,0,881,572.2,667.5,465.5
24/11/2016 11:00,4577,19.81,20.96,18.69,37.51,41.43,33.7,1.863,219.8,4.23,0.03,0,881,750.1,806,665.7
24/11/2016 12:00,4578,21.28,22.21,19.84,33.4,37.34,30.63,1.378,214.8,3.81,0.05,0,880,829,881,742.2
24/11/2016 13:00,4579,22.58,23.64,21.66,31.32,33.38,29.64,1.53,157.3,3.92,0.08,0,879,863,878,847
24/11/2016 14:00,4580,23.98,25.26,23.29,29.8,31.82,27.63,1.755,200,4.49,0.06,0,877,805,852,732.3
24/11/2016 15:00,4581,25.06,25.74,24.34,28.37,30.08,26.74,1.521,197.5,3.52,0.03,0,876,649.5,734.1,556.6
24/11/2016 16:00,4582,25.27,26.18,24.48,28.44,29.81,26.68,1.737,175,3.99,0.19,0,876,450.4,555.2,329.4
24/11/2016 17:00,4583,25.14,26.09,24.52,28.45,29.98,26.71,1.26,179.3,3.47,0.05,0,876,227.1,330.3,129.3
24/11/2016 18:00,4584,24.52,25.99,23.27,30.06,34.58,26.78,0.779,224.1,2.18,0.06,0,876,51.26,129.1,1.793
24/11/2016 19:00,4585,21.53,23.3,19.68,40.23,46.77,32.94,2.197,308.4,5.34,0.16,0,876,0.11,1.569,0
24/11/2016 20:00,4586,19.03,19.78,18.36,49.68,52.44,46.33,3.242,342.1,5.35,0.85,0,877,0,0,0
24/11/2016 21:00,4587,18.5,18.91,18.03,49.52,52.89,45.22,2.154,340.7,3.28,0.76,0,877,0,0,0
24/11/2016 22:00,4588,17.86,18.95,16.87,51.36,56.02,45.09,1.946,333.8,3.79,1,0,878,0,0,0
24/11/2016 23:00,4589,17.64,18.3,16.98,48.74,52.14,42.57,1.767,6.932,3.57,0.24,0,878,0,0,0
25/11/2016 00:00,4590,17.46,18.1,16.74,48.92,52.83,46.69,2.231,340.6,3.4,0.08,0,879,0,0,0
25/11/2016 01:00,4591,17.85,18.31,17.15,45.97,50.65,43.32,1.586,270.7,2.83,0.36,0,879,0,0,0
25/11/2016 02:00,4592,16.78,17.63,16.4,50.15,52.83,46.76,1.27,285.2,2.77,0.11,0,879,0,0,0
25/11/2016 03:00,4593,15.91,17.02,14.57,53.25,58.76,48.61,2.08,303.6,3.29,0.68,0,879,0,0,0
25/11/2016 04:00,4594,15.02,15.9,14.44,56.58,59.21,52.53,2.247,302.6,3.29,1,0,878,0,0,0
25/11/2016 05:00,4595,15.1,16.07,14.2,55.95,59.99,52.12,2.411,330.5,3.92,0.44,0,879,0,0,0
25/11/2016 06:00,4596,13.83,14.54,13.35,61.72,63.7,58.9,3.189,340.8,3.8,2.5,0,879,0,0,0
25/11/2016 07:00,4597,13.43,13.82,13.11,63.23,64.52,61.35,3.451,341.3,4.3,1.42,0,879,1.472,14.13,0
25/11/2016 08:00,4598,13.48,14.57,12.84,63.92,65.88,60.43,2.078,352,3.76,0.46,0,880,101.1,209.5,14.35
25/11/2016 09:00,4599,17.28,19.49,14.57,51.47,60.98,44.27,0.697,279.4,1.75,0.02,0,881,328.8,454.7,191.5
25/11/2016 10:00,4600,19.42,20.19,18.94,43.02,45.53,40.37,1.323,176.5,2.76,0.07,0,881,557,658.5,455.2
25/11/2016 11:00,4601,20.28,20.99,19.4,41.22,45.03,38.36,1.767,190.3,5.01,0.02,0,881,733.5,799.9,659
25/11/2016 12:00,4602,21.32,22.51,20.21,39.67,45.2,35.49,2.273,170.3,4.9,0.22,0,880,837,863,798.6
25/11/2016 13:00,4603,22.81,24.08,21.63,34.87,39.75,31.27,1.882,188.1,4.48,0.06,0,879,853,866,834
25/11/2016 14:00,4604,23.91,24.59,22.72,31.85,34.07,30.05,1.839,217,4.48,0.03,0,878,779,838,714.3
25/11/2016 15:00,4605,25.37,26.62,23.66,28.91,32.46,26.64,1.409,223.9,3.93,0.18,0,877,621.1,714.8,515.8
25/11/2016 16:00,4606,25.49,26.18,24.92,29.04,30.86,27.59,1.504,195.1,3.69,0.06,0,877,407,514.9,304.1
25/11/2016 17:00,4607,25.43,25.78,25.07,28.97,30.22,28.14,1.092,267.2,2.04,0.08,0,875,145,190.2,99.2
25/11/2016 18:00,4608,24.01,25.03,22.8,32.71,38.02,29.91,1.513,296.2,2.44,0.51,0,877,39.51,98.6,1.435
25/11/2016 19:00,4609,21.16,22.8,19.64,43.96,49.57,36.93,2.206,337.4,2.95,0.87,0,877,0,0,0
25/11/2016 20:00,4610,19.57,19.95,19.23,50.01,51.3,48.78,2.112,341.8,3.08,0.97,0,878,0,0,0
25/11/2016 21:00,4611,19.75,20.45,19.02,49.35,52.89,45.9,1.236,2.904,2.72,0.42,0,879,0,0,0
25/11/2016 22:00,4612,19.59,20.04,19.25,48.1,52.14,45.26,2.218,6.989,3.84,0.2,0,880,0,0,0
25/11/2016 23:00,4613,19.03,20.11,17.42,46.73,52.95,41.78,1.818,345.2,3.15,0.34,0,880,0,0,0
26/11/2016 00:00,4614,17.46,17.99,16.26,50.62,55.64,47.95,2.765,316.3,4.4,0.82,0,880,0,0,0
26/11/2016 01:00,4615,17.18,17.93,16.54,50.7,53.74,47.88,2.63,324.7,4.07,1.38,0,880,0,0,0
26/11/2016 02:00,4616,15.67,16.54,15.25,57.34,58.96,53.88,2.737,344.6,4.03,0.9,0,880,0,0,0
26/11/2016 03:00,4617,14.99,15.76,14.3,59.74,63.7,56.31,1.976,332.5,3.97,0.1,0,880,0,0,0
26/11/2016 04:00,4618,14.42,15.32,13.72,62.13,65.41,58.08,2.236,346.4,3.32,0.93,0,880,0,0,0
26/11/2016 05:00,4619,14.11,14.88,13.59,62.67,65.03,59.07,3.309,342.4,4.3,2.18,0,880,0,0,0
26/11/2016 06:00,4620,13.52,13.99,12.97,64.78,66.73,62.89,2.47,347.7,4.44,0.01,0,880,0,0,0
26/11/2016 07:00,4621,12.96,13.59,12.26,66.61,69.74,63.91,1.745,1.102,4,0.02,0,880,0.543,11.49,-1.641
26/11/2016 08:00,4622,13.4,14.78,12.37,64.28,68.69,59.41,2.139,351.9,3.16,1.1,0,881,96.5,198.6,11.69
26/11/2016 09:00,4623,17.18,18.69,14.74,50.85,59.34,43.9,1.486,301.2,2.84,0.17,0,882,309.7,426.4,179.9
26/11/2016 10:00,4624,19.09,20.53,18.32,41.29,45.12,35.85,1.732,176.5,3.55,0.28,0,882,529.6,620,427.4
26/11/2016 11:00,4625,21.13,22.79,19.91,36.2,40.67,31.96,1.431,218.1,3.9,0.07,0,882,702.4,762.7,620.4
26/11/2016 12:00,4626,22.18,23.16,21.53,34.04,36.86,32.06,1.807,158.9,3.96,0.1,0,881,792.3,815,761.2
26/11/2016 13:00,4627,23.94,24.86,22.62,30.65,33.93,28.01,1.923,232.3,4.32,0.14,0,880,795.9,816,767.4
26/11/2016 14:00,4628,24.73,25.87,23.73,29.34,31.88,26.91,2.075,189.2,4.93,0.11,0,878,730.2,784.2,665.9
26/11/2016 15:00,4629,25.6,26.72,24.75,27.93,29.87,25.89,2.074,194.9,5.96,0.08,0,877,594.2,666.5,511.6
26/11/2016 16:00,4630,26.22,27.06,25.56,26.66,28.51,24.7,2.189,233.5,5.66,0.4,0,877,418.9,513.6,313.6
26/11/2016 17:00,4631,26.4,26.82,25.94,25.98,26.98,25.08,1.892,247.3,3.98,0.11,0,877,211.6,312.8,120.3
26/11/2016 18:00,4632,25.62,26.93,24.28,27.94,32.94,24.74,1.826,250,3.27,0.59,0,876,49.16,119.7,2.05
26/11/2016 19:00,4633,22.47,24.32,20.86,37.59,44.15,30.76,2.216,314.2,3.31,1.14,0,877,0,0,0
26/11/2016 20:00,4634,20.21,21,19.71,44.95,48.37,40.24,1.729,330.6,2.99,0.14,0,877,0,0,0
26/11/2016 21:00,4635,20.5,21.19,19.75,41.54,45.35,38.48,1.959,354.8,3.41,0.12,0,878,0,0,0
26/11/2016 22:00,4636,20.39,21.12,19.82,39.84,44.26,36.94,2.119,353.3,4.2,0.68,0,879,0,0,0
26/11/2016 23:00,4637,19.08,20.61,18.03,44.81,48.87,39.19,1.84,307.9,4,0.06,0,879,0,0,0
27/11/2016 00:00,4638,17.95,18.51,17.38,49.38,51.83,46.93,3.319,291.6,4.68,1.83,0,879,0,0,0
27/11/2016 01:00,4639,17.52,18.03,16.97,51.3,53.7,49.58,3.22,303.4,4.49,1.29,0,879,0,0,0
27/11/2016 02:00,4640,16.83,17.42,16.13,54.2,57.08,51.84,2.037,321,3.38,0.28,0,879,0,0,0
27/11/2016 03:00,4641,15.82,16.54,15.14,58.31,61.34,55.65,2.839,345.6,3.99,1.79,0,878,0,0,0
27/11/2016 04:00,4642,15.38,15.9,15.05,59.76,61.15,58.01,3.499,344,4.27,2.76,0,878,0,0,0
27/11/2016 05:00,4643,14.52,15.15,14.13,63.22,64.42,60.88,2.68,343.6,4.04,1.51,0,878,0,0,0
27/11/2016 06:00,4644,14.02,14.37,13.52,64.67,66.53,62.99,2.572,342.7,3.42,1.01,0,878,0,0,0
27/11/2016 07:00,4645,13.66,14.13,13.21,65.87,67.59,63.87,2.022,346,2.86,0.4,0,878,0.186,10.67,-1.846
27/11/2016 08:00,4646,14.64,15.8,13.48,61.55,66.39,58.25,1.533,344.6,1.99,1.03,0,879,103,212.3,10.87
27/11/2016 09:00,4647,18.3,19.42,15.77,50.66,59.1,43.25,0.709,187.3,1.86,0.03,0,879,319.9,430.4,177
27/11/2016 10:00,4648,20.49,22.05,19.45,41.8,46.04,38.02,0.919,177.3,2.51,0.04,0,880,530.1,616.6,431.4
27/11/2016 11:00,4649,21.34,21.9,20.55,40.8,43.94,38.35,1.934,182.7,3.98,0.17,0,880,692.8,752.6,614.4
27/11/2016 12:00,4650,22.55,24.32,21.32,36.6,40.97,32.98,1.654,176.9,3.87,0.05,0,879,783.1,806,753
27/11/2016 13:00,4651,24.02,24.83,23.29,32.82,35.19,31.03,1.936,183.5,4.63,0.06,0,877,801,813,781.7
27/11/2016 14:00,4652,25.15,26.31,24.34,30.38,32.73,28.27,1.938,180.9,4.66,0.3,0,876,747.1,784.2,682.9
27/11/2016 15:00,4653,25.83,26.51,25.15,29.68,31.06,28.37,2.011,160.7,5.44,0.08,0,875,608.2,683.1,509.5
27/11/2016 16:00,4654,26.33,27.46,25.79,29.12,30.28,27.11,2.502,156.5,4.97,0.41,0,874,426.1,509,328.3
27/11/2016 17:00,4655,26.67,27.51,26.1,28.37,30.28,26.54,2.077,188.2,4.82,0.39,0,874,224.5,327.1,125.4
27/11/2016 18:00,4656,26.25,27.57,25.07,28.98,31.27,26.44,1.134,140.1,2.71,0.05,0,874,48.35,124.6,0.615
27/11/2016 19:00,4657,23.52,25.14,21.5,37.08,45.71,30.93,1.258,19.6,3.52,0.15,0,874,0,0,0
27/11/2016 20:00,4658,20.57,21.57,19.78,48.85,51.64,45.1,2.864,337.3,3.92,0.97,0,875,0,0,0
27/11/2016 21:00,4659,19.64,20.09,19.35,51.77,52.81,50.11,1.634,330.9,2.43,0.63,0,876,0,0,0
27/11/2016 22:00,4660,19.37,19.87,18.91,52.43,54.52,50.2,1.605,343.2,3.53,0.55,0,876,0,0,0
27/11/2016 23:00,4661,18.47,19.15,18.03,55.38,56.77,52.92,1.916,343.8,2.69,1.28,0,876,0,0,0
17/12/2016 23:00,4662,21.44,21.96,20.97,52.21,54.37,50.38,1.479,334.9,2.95,0.21,0,876,0,0,0
18/12/2016 00:00,4663,20.6,21.38,19.99,56.2,58.22,53.38,1.03,20.24,2.16,0.14,0,876,0,0,0
18/12/2016 01:00,4664,20.65,20.95,20.44,55.24,57.88,53.36,1.234,18.33,2.11,0.24,0,877,0,0,0
18/12/2016 02:00,4665,20.09,20.51,19.69,56.38,58.4,54.04,1.873,354.3,2.82,0.7,0,876,0,0,0
18/12/2016 03:00,4666,19.73,20.14,19.42,55.44,57.35,54.04,2.071,347.7,3.2,1.08,0,876,0,0,0
18/12/2016 04:00,4667,19.15,19.63,18.71,53.85,55.51,52.75,2.108,347.4,2.89,1.53,0,876,0,0,0
18/12/2016 05:00,4668,18.68,19.22,18.23,54.94,57.11,52.61,2.435,344.5,3.24,1.68,0,876,0,0,0
18/12/2016 06:00,4669,18.18,18.47,17.93,56.34,57.76,54.69,2.096,344.7,2.78,1.43,0,877,0,0,0
18/12/2016 07:00,4670,17.91,18.23,17.45,55.17,57.86,53.16,1.994,342,2.98,1.17,0,877,0,0,0
18/12/2016 08:00,4671,17.94,18.85,17.42,54.85,56.63,52.17,2.109,348.3,2.89,1.09,0,878,67,163.3,1.846
18/12/2016 09:00,4672,21.33,23.42,18.78,47.59,52.61,44.71,0.579,19.29,1.74,0.01,0,879,267,371.9,149.7
18/12/2016 10:00,4673,23.22,24.08,22.49,46.42,49.01,43.36,0.931,168.5,2.6,0.02,0,879,461.4,552.6,372.7
18/12/2016 11:00,4674,23.98,24.73,23.3,45.12,46.86,42.98,1.934,137.1,3.96,0.09,0,879,627.4,699.7,541.7
18/12/2016 12:00,4675,24.85,25.91,24.21,43.17,45.8,39.88,1.895,172.1,4.94,0.22,0,878,744,773.1,699.7
18/12/2016 13:00,4676,26.02,27.39,25.09,39.31,41.88,34.84,1.759,164.3,3.68,0.15,0,877,763,775.2,744.3
18/12/2016 14:00,4677,27.36,28.21,26.65,34.21,36.67,32.25,1.932,208.9,4.03,0.2,0,876,724.8,750.9,682
18/12/2016 15:00,4678,27.95,29.3,26.95,32.44,35.07,30.35,1.923,190.7,5.18,0.1,0,875,596.4,681.6,511.5
18/12/2016 16:00,4679,28.64,29.09,27.84,30.1,32.11,28.95,1.638,172.5,3.99,0.05,0,875,420.1,515.6,331.1
18/12/2016 17:00,4680,29.12,30.25,28.34,28.46,30.55,25.92,1.661,209.9,3.77,0.11,0,874,237.6,331.1,146.9
18/12/2016 18:00,4681,28.7,29.64,27.3,27.57,29.81,25.75,1.431,242.1,3.33,0.19,0,874,63.73,146.5,4.919
18/12/2016 19:00,4682,26.02,27.4,23.6,32.38,39.37,28.85,2.098,288,4.86,0.86,0,875,0,0,0
18/12/2016 20:00,4683,23.35,23.74,22.93,41.33,43.06,39.1,2.76,344.2,4.31,0.62,0,875,0,0,0
18/12/2016 21:00,4684,22.41,22.97,21.75,44.26,46.5,42.95,2.172,338,3.65,0.48,0,876,0,0,0
18/12/2016 22:00,4685,22.71,23.25,22.26,43.07,45.72,41.19,1.82,5.546,4.19,0.19,0,877,0,0,0
18/12/2016 23:00,4686,23.39,23.76,22.77,42.72,45.65,40.78,2.479,343.1,4.16,0.74,0,878,0,0,0
19/12/2016 00:00,4687,23.15,23.72,22.36,42.01,45,39.76,1.313,276.1,3.24,0.06,0,878,0,0,0
19/12/2016 01:00,4688,22.95,23.96,22.19,41.32,43.81,36.86,1.54,263.7,5.05,0.04,0,878,0,0,0
19/12/2016 02:00,4689,22.39,22.94,21.86,42.53,44.66,39.79,1.786,299.9,2.98,0.34,0,878,0,0,0
19/12/2016 03:00,4690,22.25,22.5,21.86,41.96,44.56,39.05,1.812,267.9,3.22,0.24,0,878,0,0,0
