TOA5,TMIX,CR1000,53683,CR1000.Std.25,CPU:TMIX.CR1,52041,hora,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,pC,pC,pC,%,%,%,m/s,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
18/04/2016 09:00,1,25.75,26.67,25.27,27.7,28.96,25.15,1.949,136.9,3.06,0.73,0,842,394.9,672.3,252.8
18/04/2016 10:00,2,27.9,28.84,26.67,23.17,26.17,21.47,1.297,200.8,3.09,0.04,0,785.3,627.6,914,335.5
18/04/2016 11:00,3,28.73,29.47,27.98,21.65,22.97,20.45,1.289,188.6,3.23,0.03,0,784.4,462.6,828,295.9
18/04/2016 12:00,4,30.25,31.2,29.37,19.97,21.3,18.61,1.764,146.3,4.19,0.07,0,783.8,868,1284,325.9
18/04/2016 13:00,5,31.28,32.8,30.42,17.92,21.13,13.78,2.241,168.7,4.77,0.04,0,783.6,1047,1345,446.9
18/04/2016 14:00,6,32.28,33.27,31.67,14.27,15.54,13.13,3.143,177,6.43,0.32,0,783.9,1063,1123,771.5
18/04/2016 15:00,7,33.08,34.32,32.52,13.13,14.59,11.8,3.359,155.3,7.56,0.22,0,784.7,944,1011,878
18/04/2016 16:00,8,33.55,34.76,32.93,12.77,13.5,11.36,3.422,153.7,8.17,0.53,0,785.4,751.8,878,617.4
18/04/2016 17:00,9,33.56,34.05,32.86,13.39,14.25,12.55,3.583,141,6.65,0.62,0,785.4,387.4,616.9,124.8
19/04/2016 09:00,10,25.49,25.82,25.24,32.18,32.84,31.55,1.995,160.4,3.4,0.92,0,878,592.5,621.8,560.9
19/04/2016 10:00,11,26.37,27.45,25.54,31.2,32.91,29.71,1.855,180.2,3.57,0.08,0,792.5,738.6,840,622.7
19/04/2016 11:00,12,27.56,28.31,26.79,30.08,31.78,28.71,1.881,172.1,4.2,0.04,0,789.2,922,1000,589.5
19/04/2016 12:00,13,28.87,30.83,28.01,27.21,29.33,22.69,1.934,179.4,4.83,0.04,0,788.8,1042,1069,998
19/04/2016 13:00,14,30.19,31.17,29.03,23.85,26.47,21.81,2.103,226.1,5.45,0.08,0,784.4,1079,1101,1067
19/04/2016 14:00,15,31.24,32.19,30.86,21.39,22.79,19.76,2.236,85.3,5.48,0.19,0,783.9,1029,1067,994
19/04/2016 15:00,16,32.26,33.27,31.56,19.52,21.16,17.93,2.123,93.1,4.31,0.17,0,784.6,860,1005,230.9
19/04/2016 16:00,17,32.85,33.74,32.01,17.78,18.91,16.02,2.068,105.9,6.76,0.24,0,785.3,543.7,838,132.8
19/04/2016 17:00,18,32.4,33.24,31.9,17.07,19.69,15.31,2.162,186.7,5.37,0.36,0,784.1,236.6,445.1,103.3
19/04/2016 18:00,19,32.66,33.58,32.05,16.93,18.78,15.17,1.606,206.1,4.12,0.16,0,783.5,148.9,363.1,32.48
19/04/2016 19:00,20,28.02,32.29,20.49,35.83,70.73,16.13,3.666,191.8,19.11,0.3,4.3,783,23.15,96.5,0
19/04/2016 20:00,21,22.46,24.95,21.33,68.34,79.44,49.08,2.389,33.66,5.17,0.34,0.4,784.1,0,0,0
19/04/2016 21:00,22,24.43,25.08,23.96,48.29,54.97,41.87,3.038,46.41,7.9,0.08,0,784.3,0,0,0
19/04/2016 22:00,23,24.63,25.04,24.16,45.22,51.77,40.33,0.955,112.5,3.09,0.06,0,784,0,0,0
19/04/2016 23:00,24,24,25.15,22.49,47.47,52.89,39.18,2.161,168.3,7.14,0.03,0,783.9,0.275,2.017,0
20/04/2016 00:00,25,22.29,22.7,21.64,50.27,54.08,46.19,1.962,144.9,4.42,0.22,0,784.3,0,0,0
20/04/2016 01:00,26,22.1,22.67,21.57,51.92,55.76,47.96,1.616,359.3,3.56,0.4,0,784.6,0,0,0
20/04/2016 02:00,27,21.37,22.47,19.78,55.79,64.71,48.61,1.897,157.9,4.2,0.02,0,784.5,0.262,0.897,0
20/04/2016 03:00,28,19.73,20.12,19.23,63.46,66.59,60.87,1.835,156.2,5.19,0.42,0,784.8,0,0,0
20/04/2016 04:00,29,19.35,19.69,19,65.56,67.75,63.67,0.904,211.1,2.75,0.03,0,785.1,0,0,0
20/04/2016 05:00,30,19.35,19.52,19.14,65.78,66.77,64.56,1.386,287.8,3.54,0.17,0,785.2,0,0,0
20/04/2016 06:00,31,19.04,19.55,18.36,66.69,70.51,63.74,2.567,245.8,5.4,0.58,0,785.4,0.015,0.448,0
20/04/2016 07:00,32,17.88,18.47,17.42,75.02,79.14,69.5,1.951,196,4.4,0.31,0,785.5,7.697,25.56,0
20/04/2016 08:00,33,17.89,18.47,17.48,77.46,79.86,71.99,1.014,72.27,2.09,0.09,0,785.9,43.8,79.82,24.66
20/04/2016 09:00,34,19.11,19.66,18.33,67.16,73.28,63.85,1.58,256.5,2.97,0.19,0,785.7,198.1,308.5,80.9
20/04/2016 10:00,35,21.15,22.73,19.52,57.51,65.07,51.3,1.866,231.9,4.26,0.04,0,785,739.7,900,226.2
20/04/2016 11:00,36,22.16,23.06,21.53,56.3,60.31,52.37,2.752,182.1,5.36,0.72,0,783.5,947,1035,559.1
20/04/2016 12:00,37,23.54,24.49,22.55,49.45,54.04,45.43,2.348,183.6,5.07,0.23,0,782.8,937,1327,471.4
20/04/2016 13:00,38,24.91,26.16,23.67,47,51.18,42.57,2.61,141.8,5.27,0.02,0,782.5,1006,1332,448.8
20/04/2016 14:00,39,26.54,27.4,25.1,40.12,45.43,35.25,2.863,155.1,6.08,0.15,0,781.9,1005,1173,380.2
20/04/2016 15:00,40,26.32,28.15,25.39,38.89,42.63,32.94,3.681,155.3,7.85,0.12,0,781.8,579.5,1096,215.3
20/04/2016 16:00,41,27.97,28.69,27.33,32.63,34.91,30.86,2.427,174.1,5.79,0.08,0,781.5,686.1,845,249.8
20/04/2016 17:00,42,28,28.93,27.5,31.11,32.62,29.16,1.35,181.1,3.95,0.03,0,781.6,261.7,520.4,128.8
20/04/2016 18:00,43,27.79,28.86,27.29,31.33,32.73,29.39,1.303,89.8,2.94,0.04,0,781.8,91.4,215.5,31.82
20/04/2016 19:00,44,26.31,27.58,24.62,39.57,51.59,31.81,1.519,298.5,3.12,0.09,0.1,782.3,5.794,31.37,0
20/04/2016 20:00,45,22.13,24.93,20.25,60.8,71.95,43.49,5.224,340.4,11.5,1.56,3.8,783.9,0.716,6.946,0
20/04/2016 21:00,46,16.46,20.49,13.72,82.7,90.9,58.86,6.861,324.1,20.79,0.42,20.6,785.4,2.376,27.35,0
20/04/2016 22:00,47,16.74,17.25,15.75,87.5,89.8,85.5,3.657,28.31,10.05,0.09,1.1,786.3,0.26,1.121,0
20/04/2016 23:00,48,17.4,17.82,16.9,87.4,89.7,84.3,1.797,25,4.37,0.6,0,786.1,0.552,1.345,0
21/04/2016 00:00,49,17.5,18.74,16.87,81.4,87,65.49,2.723,304.9,5.07,0.86,0,785.8,0.01,0.448,0
21/04/2016 01:00,50,18.08,18.91,17.62,71.72,75.23,64.4,1.649,354.1,4.02,0.15,0,785.8,0,0,0
21/04/2016 02:00,51,17.89,18.2,17.55,74.74,77.27,71.28,0.809,6.455,2.07,0.07,0,786,0,0,0
21/04/2016 03:00,52,17.68,18.1,17.35,76.77,79.86,73.56,1.097,349.1,1.78,0.47,0,786,0,0,0
21/04/2016 04:00,53,17.97,18.27,17.62,73.66,77.68,69.51,1.743,13.54,3.71,0.85,0,786,0,0,0
21/04/2016 05:00,54,17.91,18.1,17.65,70.85,73.22,69.2,1.749,359.4,3.93,0.86,0,786.1,0,0,0
21/04/2016 06:00,55,17.85,18.23,17.55,73.17,76.11,69.91,1.336,335.2,2.04,0.74,0,785.9,0,0,0
21/04/2016 07:00,56,17.67,18.06,17.35,74.66,77,72.09,1.269,339.7,2.98,0.06,0,785.9,25.42,69.06,0
21/04/2016 08:00,57,18.42,19.83,17.82,71.84,77.34,63.37,1.45,285.4,3.9,0.04,0,785.9,161.8,396.4,62.33
21/04/2016 09:00,58,20.49,21.15,19.7,60.31,65.21,55.43,1.775,138.9,3.52,0.02,0,785.2,359.5,633.4,192.3
21/04/2016 10:00,59,21.86,23.27,20.29,55.11,62.71,47.52,0.95,148.6,3,0.05,0,784.6,469,1027,235.6
21/04/2016 11:00,60,24.02,24.8,23.17,46.5,51.09,37.64,1.389,119.2,3.28,0.05,0,783.5,921,1055,320
21/04/2016 12:00,61,25.15,26.01,23.98,40.53,46.04,35.46,1.777,159.9,3.77,0.07,0,782.1,1064,1116,1020
21/04/2016 13:00,62,26.7,28.12,25.23,34.73,38.31,32.02,1.396,106.6,3.45,0.01,0,781.9,1109,1122,1091
21/04/2016 14:00,63,28.43,29.5,27.64,30.49,34.33,26.94,1.927,161.4,5.67,0.06,0,781.5,1067,1095,1028
21/04/2016 15:00,64,29.9,31.1,28.52,26.26,29.29,23.24,2.155,174.3,5.01,0.16,0,781.4,952,1041,837
21/04/2016 16:00,65,30.75,31.71,30.11,22.33,26.77,20.55,2.631,208.2,7.81,0.09,0,782,708.9,843,216.2
21/04/2016 17:00,66,30.67,31.3,30.28,21.87,23.64,19.7,3.476,187.9,7.82,0.48,0,782.5,435.8,648,147.2
21/04/2016 18:00,67,29.86,30.73,29.33,23.75,25.45,21.5,3.356,169.1,6.54,0.42,0,782.3,160.4,439.3,64.29
21/04/2016 19:00,68,28.62,29.51,26.25,26.04,27.93,24.67,4.392,134.4,12.2,1.88,0,782.4,30.64,102.8,1.344
21/04/2016 20:00,69,23.49,26.31,19.67,44.33,71.81,27.02,4.526,80.3,12.33,0.4,5.7,782.9,0.875,7.843,0
21/04/2016 21:00,70,18.59,19.7,17.51,71.64,80.5,62.12,3.285,39.42,7.32,0.62,0.7,784.9,0.02,0.897,0
21/04/2016 22:00,71,18.4,19.12,17.52,74.09,79.86,68.45,3.056,70.93,6.18,0.08,0,785.8,0,0,0
21/04/2016 23:00,72,18.18,18.74,17.38,71.46,74.89,67.63,2.914,166.7,6.39,0.11,0,785.6,0,0,0
22/04/2016 00:00,73,17.54,17.79,17.35,73.47,75.36,71.07,1.75,167.5,4.18,0.36,0,785.9,0,0,0
22/04/2016 01:00,74,17.08,17.65,16.7,81.2,85.5,75.19,1.602,48.28,4,0.13,1.2,786,0,0,0
22/04/2016 02:00,75,16.97,17.32,16.67,83.3,86.3,78.98,1.449,60.65,3.06,0.26,0,786.1,0,0,0
22/04/2016 03:00,76,17.05,17.28,16.7,83,86,78.09,1.627,229.6,3.03,0.35,0,786.3,0,0,0
22/04/2016 04:00,77,16.61,16.98,16.2,86.2,89.8,82.8,1.249,126.8,2.28,0.06,0.1,786.2,0,0,0
22/04/2016 05:00,78,16.27,16.44,16.06,89.1,89.8,88.2,1.472,163.2,2.93,0.32,0.1,786.3,0,0,0
22/04/2016 06:00,79,16.29,16.57,16.06,88,89.8,86.3,1.413,240,2.99,0.27,0,786.3,0,0,0
22/04/2016 07:00,80,16.33,16.57,16.13,88.4,89.5,87,1.062,128.7,1.75,0.18,0,786.1,10.1,26.46,0
22/04/2016 08:00,81,16.54,17.32,16.06,87.2,89.5,83.3,0.882,145,2.17,0.08,0,786.2,61.47,147.8,23.99
22/04/2016 09:00,82,18.23,19.83,17.22,77.07,83.3,67.7,0.594,351.1,1.74,0.03,0,786,296.8,657.6,147.8
22/04/2016 10:00,83,19.86,20.9,19.08,67.92,72.02,63.76,1.32,174.6,3.52,0.01,0,785.2,630.9,913,318.2
22/04/2016 11:00,84,20.35,20.96,19.61,66.78,70.54,62.76,2.151,173.9,5.87,0.24,0,784.3,582.5,975,444
22/04/2016 12:00,85,21.03,21.95,20.42,63.09,66.98,60.21,2.688,185.6,5.28,0.29,0,784,764.6,1151,467.8
22/04/2016 13:00,86,22.95,23.74,21.84,55.11,62.05,49.96,1.934,133.1,4.04,0.27,0,783.3,756,1095,557.7
22/04/2016 14:00,87,24.03,24.69,23.06,49.04,53.7,45.6,1.252,252,3.29,0.01,0,782.7,565.4,838,401.1
22/04/2016 15:00,88,24.77,25.78,24.15,45.55,48.36,42.88,1.254,125.8,3.14,0.08,0,782.4,556.4,1066,334.1
22/04/2016 16:00,89,26.11,27.34,24.72,38.07,45.02,33.45,1.5,197.1,3.43,0.06,0,782,655.3,1154,373.5
22/04/2016 17:00,90,26.19,27.09,25.52,37.52,41.5,34.09,2.042,149.9,3.88,0.36,0,781.7,299.1,706.4,156
22/04/2016 18:00,91,25.65,25.99,25.44,35.52,39.37,32.77,1.642,152.4,3.23,0.5,0,782.5,138.5,183.5,81.8
22/04/2016 19:00,92,25.24,25.61,24.8,37.9,43.25,34.13,0.873,125.8,1.85,0.04,0,783.1,24.09,81.3,0
22/04/2016 20:00,93,24.06,25,20.82,46.38,65.9,36.59,2.868,231.9,7.78,0.08,0,783.2,0.12,2.241,0
22/04/2016 21:00,94,21.11,22.2,20.28,63.01,68.45,55.66,4.176,321.8,6.81,1.35,0,784.5,0.033,1.344,0
22/04/2016 22:00,95,22.18,22.53,21.82,56.9,60.52,53.85,2.239,328.6,5.22,0.1,0,784.6,0,0,0
22/04/2016 23:00,96,21.88,22.5,21.38,61.63,67.17,54.77,0.581,65.37,1.3,0.05,0,784.5,0,0,0
23/04/2016 00:00,97,21.24,21.65,20.63,63.08,69.07,60.53,0.535,289.8,1.19,0.02,0,784.8,0,0,0
23/04/2016 01:00,98,19.86,20.53,19.51,73.04,74.7,69.38,0.675,247.7,1.81,0.05,0,785.1,0,0,0
23/04/2016 02:00,99,19.29,20,18.5,72.38,76.89,67.63,1.263,341.8,2.85,0.06,0,785.4,0,0,0
23/04/2016 03:00,100,19.14,19.53,18.68,67.66,73.05,63.82,1.72,5.951,2.7,0.56,0,785.5,0,0,0
23/04/2016 04:00,101,19.42,19.83,18.98,61.37,65.35,58.13,1.748,10.34,2.93,0.49,0,785.5,0,0,0
23/04/2016 05:00,102,19.82,20.1,19.49,59.4,61.54,57.18,1.865,10.27,3.08,0.72,0,785.6,0,0,0
23/04/2016 06:00,103,19.77,20.2,19.35,60.32,63.06,57.61,1.943,348,3.15,0.75,0,785.5,0,0,0
23/04/2016 07:00,104,19.4,19.93,18.84,63.15,67.49,59.24,1.282,2.734,2.4,0.19,0,785.3,29.77,136.7,0
23/04/2016 08:00,105,20.21,20.84,19.25,62.11,65,58.91,1.242,344.4,1.77,0.49,0,785.4,136.8,277.7,87.4
23/04/2016 09:00,106,22.96,24.23,20.77,54.31,61.42,44.76,0.844,153.3,1.93,0.06,0,784.7,418.7,733.6,234.9
23/04/2016 10:00,107,23.8,24.46,23.2,48.39,51.73,44.72,1.704,187.4,3.15,0.15,0,783.2,555.8,955,347.1
23/04/2016 11:00,108,24.87,25.75,24.24,42.88,46.04,38.93,1.969,186.2,4.52,0.03,0,782.2,596.4,1059,286.4
23/04/2016 12:00,109,24.85,25.78,24.15,44.81,47.4,41.25,2.176,203.7,4.37,0.33,0,782.2,498.6,729.6,308.3
23/04/2016 13:00,110,25.95,26.52,25.2,39.93,43.63,38.18,1.302,211.8,3.04,0.09,0,782.1,512.3,807,379.3
23/04/2016 14:00,111,25.95,26.59,25.5,38.65,40.15,36.17,1.173,176.6,2.48,0.03,0,781.8,278.6,462.3,178.6
23/04/2016 15:00,112,26.6,27.17,26.04,36.35,38.82,34.5,1.202,204,3.67,0.07,0,782,303.2,576.5,141.4
23/04/2016 16:00,113,25.04,26.21,23.03,41.59,52.61,36.07,3.329,221.4,7.38,0.26,0,782.3,124.8,151.7,103.3
23/04/2016 17:00,114,22.98,23.38,22.59,52.42,57.83,47.61,2.049,165.5,6.34,0.15,0,783.5,156.4,233,96.1
23/04/2016 18:00,115,23.41,23.78,23.1,51.99,55.24,47.62,1.263,41.39,2.31,0.07,0,783.7,94.7,157.5,23.08
23/04/2016 19:00,116,23.62,23.82,23.38,50.13,51.53,48.13,0.893,5.878,2.06,0.05,0,783.8,27.08,52.21,0.448
23/04/2016 20:00,117,22.7,23.51,22.01,54.91,59.22,49.63,0.903,23.58,1.84,0.03,0,784.1,0.004,0.448,0
23/04/2016 21:00,118,21.32,22.26,20.36,62.56,65.94,58.31,1.64,310.6,3.52,0.04,0,784.6,0,0,0
23/04/2016 22:00,119,20.06,20.6,19.58,67.08,70.44,64.03,1.316,347.2,2.74,0.01,0,785,0,0,0
23/04/2016 23:00,120,19.76,20.1,19.48,64.1,66.05,62.49,1.373,344.4,3,0.17,0,785.5,0,0,0
24/04/2016 00:00,121,19.35,19.8,19.05,63.65,66.1,62.29,1.883,335.8,2.5,0.25,0,785.5,0,0,0
24/04/2016 01:00,122,19.23,19.73,18.91,62.94,65.28,59.46,2.364,340.7,3.16,1.65,0,785.5,0,0,0
24/04/2016 02:00,123,18.9,19.39,18.54,65.63,67.39,63.14,2.201,346.6,3.26,1.02,0,785.6,0,0,0
24/04/2016 03:00,124,18.53,18.95,18.13,67.31,69.71,64.63,1.884,350,3.01,1.08,0,785.7,0,0,0
24/04/2016 04:00,125,19.02,19.32,18.61,60.93,65.04,58.4,1.89,348.6,3.68,0.5,0,785.6,0,0,0
24/04/2016 05:00,126,18.99,19.32,18.68,61.6,64.74,58.98,1.029,331,1.83,0.1,0,785.7,0,0,0
24/04/2016 06:00,127,18.95,19.19,18.74,61.32,62.97,59.32,1.165,334.7,1.52,0.75,0,785.5,0,0,0
24/04/2016 07:00,128,18.6,18.95,18.13,62.29,66.34,60.51,1.488,340.9,2.7,0.88,0,785.7,41.14,133.2,0
24/04/2016 08:00,129,20.73,22.31,18.85,54.73,62.32,46.51,0.451,37.08,1.88,0.01,0,785.5,256,385.8,109.6
24/04/2016 09:00,130,22.73,23.58,21.86,49.2,55.39,42.72,0.818,148.4,2.13,0.09,0,784.3,527.8,666.2,386.7
24/04/2016 10:00,131,24.21,25.2,23.13,43.3,46.21,40.46,1.565,145.6,3.88,0.14,0,782.9,772.3,882,667.1
24/04/2016 11:00,132,25.55,26.38,24.42,39.83,42.67,35.52,1.966,138.4,4.35,0.02,0,782,944,1016,589.5
24/04/2016 12:00,133,26.79,27.8,25.74,35.32,39.4,31.23,2.046,135.1,5.27,0.06,0,781.4,1055,1102,987
24/04/2016 13:00,134,28.24,29.06,27.43,30.83,33.34,28.92,2.679,145.8,6.52,0.1,0,781.2,1098,1134,576.8
24/04/2016 14:00,135,29.19,30.45,28.11,28.05,30.18,25.21,2.965,162.4,5.75,0.29,0,781.3,1007,1156,264.1
24/04/2016 15:00,136,30.25,31.44,29.33,25.1,27.66,22.62,3.744,201.3,9.54,0.12,0,781.6,875,1109,278.4
24/04/2016 16:00,137,31.01,31.91,29.74,22.81,26.6,19.15,3.763,237.4,7.92,0.74,0,782.1,764.2,965,194.7
24/04/2016 17:00,138,31.69,32.19,31.23,17.54,20.51,14.73,3.854,246,7.87,0.32,0,782.6,515.2,682.1,122.1
24/04/2016 18:00,139,31.6,32.25,31.03,15.72,18.06,14.15,4.456,255.9,8.45,0.59,0,782.6,264.8,425.4,101
24/04/2016 19:00,140,30.6,31.37,28.62,18.32,28,15.78,3.783,248.6,6.66,1.27,0,782.5,54.34,129.2,3.136
24/04/2016 20:00,141,27.78,28.65,26.97,30.98,34.71,27.96,3.608,179.7,6.92,1.02,0,782.5,0.19,2.912,0
24/04/2016 21:00,142,26.42,27.07,25.92,38.44,40.29,34.85,2.753,172.4,5.07,0.82,0,782.8,0,0,0
24/04/2016 22:00,143,25.34,26.02,24.5,41.92,45.3,39.34,1.701,54.47,3.21,0.42,0,783.4,0,0,0
24/04/2016 23:00,144,23.81,24.63,23.44,40.5,42.95,38.43,2.063,353.8,3.83,0.84,0,783.9,0,0,0
25/04/2016 00:00,145,23.03,23.58,22.63,41.9,44.35,39.55,1.421,355.4,3.83,0.07,0,784.3,0,0,0
25/04/2016 01:00,146,22.44,22.73,21.92,41.51,44.08,38.91,1.043,332.5,2.43,0.04,0,784.6,0,0,0
25/04/2016 02:00,147,21.5,22.09,20.6,44.31,50.11,40.07,1.994,336.6,4,0.2,0,784.9,0,0,0
25/04/2016 03:00,148,20.68,21.14,20.29,46.62,48.78,43.85,2.755,347.2,4.13,1.22,0,785,0,0,0
25/04/2016 04:00,149,20.24,20.56,19.92,47.81,50.83,45.11,1.98,350.5,3.73,0.29,0,785.2,0,0,0
25/04/2016 05:00,150,20.11,20.33,19.93,46.34,48.11,44.2,2.221,346.4,3.87,0.53,0,785.4,0,0,0
25/04/2016 06:00,151,20.23,20.58,19.69,42.73,51.42,37.25,1.303,342.3,2.77,0.21,0,785.4,0,0,0
25/04/2016 07:00,152,19.48,19.76,19.18,52.86,55.68,49.48,1.54,346.3,2.69,0.41,0,785.3,17.13,50.66,0
25/04/2016 08:00,153,20.32,21.22,19.49,48.67,53.8,41.13,1.262,357.5,2.4,0.16,0,785.4,101.2,194.3,50.88
25/04/2016 09:00,154,22.62,23.96,21.12,37.72,46.37,32.95,0.945,348.9,2.32,0.12,0,784.9,222.6,342.3,167.9
25/04/2016 10:00,155,24.15,25.18,23.55,39,42.1,34.45,0.742,31.17,1.42,0.03,0,784,324.4,535.5,207.8
25/04/2016 11:00,156,25.18,25.65,24.76,38.66,40.13,36.99,0.982,165.2,2,0.1,0,783.1,391.9,668.4,286.6
25/04/2016 12:00,157,26.39,27.14,24.83,35.37,40.16,33.59,1.381,154.8,4.51,0.03,0,782.3,912,1150,411.6
25/04/2016 13:00,158,27.69,28.82,26.52,30.93,35.01,25.86,1.329,174.3,2.81,0.05,0,781.4,885,1416,434.4
25/04/2016 14:00,159,28.92,29.67,27.97,26.27,28,24.66,2.007,116.4,4.31,0.25,0,781.2,892,1193,571
25/04/2016 15:00,160,30.01,30.86,29.2,23.13,26.09,20.89,2.246,138.9,4.79,0.29,0,781.3,731.5,1008,444.4
25/04/2016 16:00,161,30.65,31.37,29.77,21.08,23,19.42,2.656,150.1,5.56,0.03,0,781.7,700.9,1055,372.7
25/04/2016 17:00,162,31.15,32.35,30.65,19.56,21.26,18.3,2.203,142.8,7.02,0.06,0,782.4,499.1,653.6,128.8
25/04/2016 18:00,163,31.53,32.19,30.86,18.19,20.45,15.99,1.488,148.8,3.96,0.14,0,782.6,246.4,377,76.83
25/04/2016 19:00,164,30.77,31.75,29.61,19.5,23.1,16.87,1.097,151.8,2.21,0.29,0,782.4,47.41,113.3,0.896
25/04/2016 20:00,165,27.88,29.71,25.71,26.44,31.41,21.77,1.706,344.9,4.1,0.1,0,782.4,0.009,0.896,0
25/04/2016 21:00,166,24.99,25.82,24.42,31.29,32.98,27.64,3.144,336.8,4.85,1.39,0,783.2,0,0,0
25/04/2016 22:00,167,24.51,25.18,23.82,24.61,30.22,19.84,2.011,324.9,4.29,0.09,0,784,0,0,0
25/04/2016 23:00,168,23.6,24.47,22.7,28.61,30.67,26.55,1.688,341.2,4.53,0.01,0,784.3,0,0,0
26/04/2016 00:00,169,22.74,23.1,22.29,27.46,28.73,26.14,2.667,348.3,3.53,1.7,0,784.3,0,0,0
26/04/2016 01:00,170,22.19,22.53,21.75,29.58,34.72,27.37,1.609,5.959,3.63,0.11,0,784.6,0,0,0
26/04/2016 02:00,171,21.83,22.54,21.38,32.25,33.94,29.45,2.372,344.3,3.38,1.06,0,784.9,0,0,0
26/04/2016 03:00,172,21.17,21.92,20.83,35.85,38.2,33.16,2.738,345.9,3.65,1.27,0,784.9,0,0,0
26/04/2016 04:00,173,20.91,21.24,20.33,34.61,36.16,33.46,2.317,346.3,3.46,0.71,0,785,0,0,0
26/04/2016 05:00,174,20.1,20.7,19.65,37.86,40.38,35.07,1.623,343.6,3.17,0.19,0,785.2,0,0,0
26/04/2016 06:00,175,20.4,20.68,20.11,36.32,40.63,34.73,1.35,333.5,2.68,0.08,0,785.4,0,0,0
26/04/2016 07:00,176,20,20.58,19.39,39.27,42.91,36.2,1.296,322.7,1.84,0.49,0,785.5,45.43,145.3,0
26/04/2016 08:00,177,21.63,23.93,19.94,36.56,41.47,32.37,1.453,346.3,2.84,0.12,0,785.1,242.3,446.5,111.2
26/04/2016 09:00,178,25,25.69,24,31.79,35.02,29.1,1.417,107.4,2.85,0.05,0,783.8,553.6,702.2,328.2
26/04/2016 10:00,179,26.36,27.13,25.34,26.69,30.93,23.62,1.555,140.3,3.59,0.03,0,782.3,719.8,980,247.8
26/04/2016 11:00,180,27.33,28.96,26.25,24.72,26.17,21.94,1.727,106.6,4.13,0.26,0,781.6,835,1047,266.2
26/04/2016 12:00,181,29.03,29.88,28.04,21.97,24.73,19.9,2.47,125.7,5.86,0.36,0,781.1,1037,1126,857
26/04/2016 13:00,182,30.15,31.27,29.23,20.12,22.32,18.27,3.053,210,8.19,0.03,0,781.1,1094,1150,721.3
26/04/2016 14:00,183,30.96,31.88,30.08,19.44,20.79,17.72,3.563,198.5,9.93,0.32,0,781.5,1001,1207,433
26/04/2016 15:00,184,31.41,32.32,30.85,19.33,21.16,16.77,4.01,157.4,7.69,0.64,0,782.2,682.6,1172,400.5
26/04/2016 16:00,185,31.61,32.45,30.82,17.76,20.65,15.37,3.97,198.7,8.73,0.4,0,782.6,547.4,885,356.8
26/04/2016 17:00,186,31.35,31.85,31,17.03,18.91,15.48,3.738,191.9,7.85,1.11,0,782.5,349.5,679.4,161.1
26/04/2016 18:00,187,30.78,31.13,30.39,16.19,17.86,15.21,4.939,239.6,8.66,1.54,0,782.3,175,207,103.9
26/04/2016 19:00,188,29.88,30.63,29.27,18.07,19.53,16.4,4.435,241.7,9.04,1.55,0,782.2,41.68,123.9,0.448
26/04/2016 20:00,189,28.74,29.34,28.39,19.22,20.42,15.99,3.097,243.9,5.77,1.12,0,782.4,0.002,0.448,0
26/04/2016 21:00,190,26.51,28.61,24.63,22.6,28.55,15.76,3.239,316.4,5.77,0.56,0,782.6,0,0,0
26/04/2016 22:00,191,24.58,25.68,23.58,28.48,32.61,24.91,1.998,346.3,4.37,0.81,0,783.5,0,0,0
26/04/2016 23:00,192,23.47,24.3,22.83,30.65,32.57,27.94,2.278,346.6,3.72,0.79,0,783.9,0,0,0
27/04/2016 00:00,193,22.45,23.17,21.85,33.27,34.89,31.11,2.142,341.9,3.36,0.31,0,784.3,0,0,0
27/04/2016 01:00,194,21.8,22.23,21.31,34.12,36.63,32,2.158,330.4,3.11,0.95,0,784.7,0,0,0
27/04/2016 02:00,195,21.71,22.09,21.38,32.56,34.76,31.11,2.321,340.7,3.11,0.98,0,784.9,0,0,0
27/04/2016 03:00,196,21.58,21.96,21.18,31.95,34.38,29.89,1.121,315.9,2.55,0.06,0,785,0,0,0
27/04/2016 04:00,197,20.81,21.32,20.06,33.47,38.17,31.8,1.927,337.2,2.82,0.36,0,785.1,0,0,0
27/04/2016 05:00,198,20.22,20.81,19.82,34.99,38.03,32.55,1.993,341.3,3.85,0.03,0,785.2,0,0,0
27/04/2016 06:00,199,19.8,20.61,19.25,35.71,38.45,33.06,0.723,335.4,1.89,0.04,0,785.5,0,0,0
27/04/2016 07:00,200,19.72,20.34,19.32,33.89,36.91,31.13,1.422,344.2,2.25,0.76,0,785.6,51.37,159.9,0
27/04/2016 08:00,201,22.33,24.54,19.9,30.17,35.08,26.01,0.942,27.5,2.13,0.13,0,785.3,295.6,444,160.8
27/04/2016 09:00,202,25.61,26.54,24.65,24.86,27.06,22.46,1.429,106.8,2.57,0.27,0,783.8,558.9,701.6,380.4
27/04/2016 10:00,203,26.68,27.78,25.71,20.7,24.57,17.97,1.564,155.5,3.03,0.19,0,782.3,802,900,702.5
